rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2019-04-30,2019-05-31,balanced,0.25,0.45,0.3,0.0,0.2582384598871567,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.010443595948135709,0.9895564040518643
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.29776086425249604,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.010443595948135709,0.0,1.034862516147901
2019-06-28,2019-07-31,balanced,0.25,0.45,0.3,0.0,0.03033890493568286,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.042445591459606
2019-07-31,2019-08-30,balanced,0.25,0.45,0.3,0.0,0.025475064577530265,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.0556529437110151
2019-08-30,2019-09-30,balanced,0.25,0.45,0.3,0.0,0.04756354914284651,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.000844950736433183,1.0547609689788087
2019-09-30,2019-10-31,balanced,0.25,0.45,0.3,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.000844950736433183,0.0,1.0680879782806618
2019-10-31,2019-11-29,growth_reentry_alert,0.25,0.45,0.3,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.070730712189577
2019-11-29,2019-12-31,balanced,0.25,0.45,0.3,0.0,0.0372643289262094,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.0998867327739186
2019-12-31,2020-01-31,balanced,0.25,0.45,0.3,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.1605719626203859
2020-01-31,2020-02-28,balanced,0.25,0.45,0.3,0.0,0.32871023786589293,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.03589529249467536,1.1189128925610077
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8254781726141457,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.03589529249467536,-0.08933915031276793,1.0568874496030591
2020-03-31,2020-04-30,systemic_alert,0.25,0.5,0.25,0.0,0.08734334827647507,circuit_breaker_rebalance,"core_compounder,early_scout,future_winner",1,18,-0.08933915031276793,0.0,1.231177175760551
2020-04-30,2020-05-29,balanced,0.25,0.45,0.3,0.0,0.0,circuit_breaker_release,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.381187125658578
2020-05-29,2020-06-30,balanced,0.25,0.45,0.3,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.4558759710422822
2020-06-30,2020-07-31,balanced,0.25,0.45,0.3,0.0,0.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.5958613342228665
2020-07-31,2020-08-31,balanced,0.25,0.45,0.3,0.0,0.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.7723624125891013
2020-08-31,2020-09-30,balanced,0.25,0.45,0.3,0.0,0.16676013660223138,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.028491761538661876,1.7218646853695252
2020-09-30,2020-10-30,balanced,0.25,0.45,0.3,0.0,0.27114043967380885,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.028491761538661876,-0.029409915049273313,1.7202373845983308
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.32773642392455604,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.029409915049273313,0.0,1.8419345953435378
2020-11-30,2020-12-31,growth_reentry_alert,0.25,0.45,0.3,0.0,0.05344714089585294,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.9214938891927975
2020-12-31,2021-01-29,balanced,0.25,0.45,0.3,0.0,0.13744784757997777,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.010954723833310635,1.9004444542892964
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.3916543835963492,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.010954723833310635,0.0,1.9866522490806804
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.41208749013788926,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.008281052763214865,1.9702006769838838
2021-03-31,2021-04-30,growth_reentry_alert,0.25,0.45,0.3,0.0,0.10390819716328858,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.008281052763214865,0.0,2.064699893623717
2021-04-30,2021-05-28,balanced,0.25,0.45,0.3,0.0,0.08343962389600584,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,0.0,2.077764824050164
2021-05-28,2021-06-30,balanced,0.25,0.45,0.3,0.0,0.18288495228577753,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.1869890977971953
2021-06-30,2021-07-30,balanced,0.25,0.45,0.3,0.0,0.1022828348492658,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.3176719887868367
2021-07-30,2021-08-31,balanced,0.25,0.45,0.3,0.0,0.06551040199881769,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.4476018973401947
2021-08-31,2021-09-30,balanced,0.25,0.45,0.3,0.0,0.2981551918004184,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.05884025757047078,2.3035843712707247
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.259469087285265,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.05884025757047078,0.0,2.481304074468382
