cluster_id,n,win_rate,loss_rate,avg_realized_return,top1_signal,top1_centroid_z,top2_signal,top2_centroid_z,top3_signal,top3_centroid_z
6,57,0.5087719298245614,0.0,0.05450341948597238,theme_phase_multiplier_max,-2.0844265966364337,theme_phase_multiplier_primary,-2.077356165002248,selection_confirmation_score,-1.7729497242425571
5,158,0.5443037974683544,0.02531645569620253,0.09461880038923909,rs_acceleration_score,-1.448606356650954,h6_dynamic_leader_score,-0.4813832130502552,entry_quality_score,-0.4733410509850832
7,163,0.5521472392638037,0.006134969325153374,0.08805094634811496,rs_acceleration_score,0.7525995802428018,h6_dynamic_leader_score,-0.4834318727182987,entry_quality_score,-0.48147008177816253
0,252,0.5595238095238095,0.027777777777777776,0.06146535228023066,entry_quality_score,1.2603578559493864,selection_confirmation_score,0.5289850091443834,theme_phase_multiplier_primary,0.45840053199434605
2,84,0.5714285714285714,0.05952380952380952,0.0746342315241723,h6_dynamic_leader_score,1.9445834378253397,entry_quality_score,-0.6507425442066062,selection_confirmation_score,0.6377232192576009
1,110,0.6090909090909091,0.00909090909090909,0.06811203754958708,portfolio_risk_entry_block_score,2.539022132461554,portfolio_monster_early_score,2.2435727958494787,theme_phase_multiplier_max,-2.0844265966364337
4,101,0.6534653465346535,0.0594059405940594,0.08252917299316223,h6_dynamic_leader_score,1.8606613432562167,rs_acceleration_score,0.9280495407683733,selection_confirmation_score,0.6377232192576008
