portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.3470921071223303,0.3,0.35,0.0,-0.260291354973877,-0.25,-0.25,1.0291,1.2692893337961444,2019-07-01,2026-06-18,6.965092402464066,1752,1752,warn,True,796643.6378168205,0.2658719030523195,0.14893984967034585,13,1655,37158.81529482841,12,7,5,1128,0.5718085106382979,0.11022780334805282,60.81117021276596,3.610642344709914,0.33902083126255134,-0.1517094411301918,1.8721317555904136
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.4435202595154313,0.5,0.5,5.648,-0.24698578341002997,-0.28,-0.25,0.0,1.399958219468848,2019-07-01,2026-06-18,6.965092402464066,1713,1713,warn,True,1289422.1151327442,0.4193887336179518,0.057604641409579084,5,589,36176.815784041886,5,3,2,390,0.5487179487179488,0.11943673606917872,53.325641025641026,3.743986345903453,0.5388827260786277,-0.19315383343926817,1.662040842992092
