portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.32939264206293095,0.3,True,0.0,-0.2565269024185842,-0.25,False,0.6527,1.2367560856453923,0.0,False
concentrated,broker_ledger_next_close,True,0.46988319326463657,0.5,False,3.0117,-0.23222939116159713,-0.28,True,0.0,1.454733358301226,0.0,False
