ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,65609.5,0.2922379693657731,0.0,0.0,-65609.5
DDOG,47840.60153198242,0.2130917053924148,0.0,0.0,-47840.60153198242
DXCM,22694.349060058597,0.101085216095071,0.0,0.0,-22694.349060058597
PCTY,18975.59912109375,0.0845211524954067,0.0,0.0,-18975.59912109375
TSLA,15349.31964111328,0.0683689710036675,0.0,0.0,-15349.31964111328
