rebalance_date,ticker,weight,target_weight,sector,industry_group,primary_lane,holding_state,hold_replace_decision,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,selection_confirmation_score,breakout_setup_quality_score,volatility_contraction_score,rs_benchmark_1m,ticker_ret_1m,rs_benchmark_3m,ticker_ret_3m,atr14_pct,price_above_ma50,price_above_ma200,spy_1m_return,qqq_1m_return,benchmark_risk_score,linked_mdd_position_pnl_usd
2021-10-29,DDOG,0.1949383653179272,0.1949383653179272,Information Technology,Software - Application,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,balanced,bull,bull,1.0,0.7201880277244911,0.0738929945501732,0.1434001669558847,0.2092804675680037,0.4517026725248677,0.5018430100707594,0.0358998580835428,1.0,1.0,0.0570837025811121,0.0746768986431258,0.0,-53766.1819152832
2021-10-29,NVDA,0.058,0.058,Information Technology,Semiconductors,MARKET_LEADER,NEW,cashfunded_early_entry,GREEN,balanced,bull,bull,1.0,0.6669899665190061,-0.0468796326222185,0.1802571100369531,0.2461374106490721,0.2504144750710043,0.300554812616896,0.0276570121361018,1.0,1.0,,,,-11828.239923477173
2021-10-29,NET,0.2670635848602603,0.2670635848602603,Information Technology,Software - Infrastructure,MARKET_LEADER,NEW,new_entry,GREEN,balanced,bull,bull,1.0,0.5607142857142857,-0.0472897910825247,0.6674293626269115,0.7333096632390306,0.5672697646876154,0.617410102233507,0.0497586204310195,1.0,1.0,0.0570837025811121,0.0746768986431258,0.0,-8435.995483398438
2021-10-29,DXCM,0.1039053285663428,0.1039053285663428,Health Care,Medical Devices,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,balanced,bull,bull,0.2451249999999999,0.538849559895981,-0.3226882401425022,0.0764086440909798,0.1422889447030988,0.3163985039277156,0.3665388414736072,0.0281790016611609,1.0,1.0,0.0570837025811121,0.0746768986431258,0.0,-3516.9009704589844
2021-10-29,PCTY,0.1040927212554696,0.1040927212554696,Industrials,Software - Application,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,balanced,bull,bull,1.0,0.6956697840937697,0.2474308223202695,0.0294604609514615,0.0953407615635806,0.4382749730465037,0.4884153105923954,0.0231212312368723,1.0,1.0,0.0570837025811121,0.0746768986431258,0.0,-1790.8793334960938
2021-10-29,TSLA,0.08,0.08,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,NEW,new_entry,GREEN,balanced,bull,bull,0.2451249999999999,0.3976190476190476,-0.2368747850662609,0.3599301849650244,0.4258104855771434,0.5945042263932533,0.6446445639391449,0.0355142415862916,1.0,1.0,0.0570837025811121,0.0746768986431258,0.0,-1418.2789001464844
2021-11-30,DDOG,0.0274079817263764,0.0274079817263764,Information Technology,Software - Application,MARKET_LEADER,HOLD,keep_prior_holding,WATCH,quality_compounder,neutral,neutral,1.0,0.4793670510929603,-0.2402436615251431,0.0613183074608856,0.0672851842504453,0.2812115989922795,0.3049109779294239,0.0519514697547432,1.0,1.0,-0.0080347746686206,0.0199685282477402,0.0,-53766.1819152832
2021-11-30,NVDA,0.076,0.076,Information Technology,Semiconductors,MARKET_LEADER,NEW,new_entry,WATCH,quality_compounder,neutral,neutral,0.246716875,0.5228537975560572,-0.3718288700182566,0.2720868486991394,0.2780537254886992,0.416787550290293,0.4404869292274374,0.0532181674454223,1.0,1.0,-0.0080347746686206,0.0199685282477402,0.0,-11828.239923477173
2021-11-30,BLDR,0.0551,0.0551,Industrials,Construction & Engineering,MARKET_LEADER,NEW,cashfunded_early_entry,WATCH,quality_compounder,neutral,neutral,0.2451249999999999,0.5198357091703218,-0.3337646190268191,0.1857269947719999,0.1916938715615597,0.2761883938365704,0.2998877727737148,0.0311985689235283,1.0,1.0,,,,-10084.340187072754
2021-11-30,RKLB,0.076,0.076,Industrials,Aerospace & Defense,MARKET_LEADER,NEW,new_entry,WATCH,quality_compounder,neutral,neutral,0.2451249999999999,0.6317897680926924,0.4459040422309814,0.1228587062261592,0.128825583015719,0.5575568602371542,0.5812562391742986,0.0684561432428818,1.0,1.0,-0.0080347746686206,0.0199685282477402,0.0,-3643.319808959961
