date,equity_usd,portfolio_return,spy_return,qqq_minus_spy,semis_minus_qqq,cash_weight
2019-07-02,100240.2446610117,0.004724178767365972,0.0026040973005712065,0.0013586947443742226,-0.015702677221221095,0.0731871754840803
2019-07-03,100796.81456724645,0.005552359814333219,0.00799541809328641,-0.0004695494101933928,-0.011187728290153576,0.0727830577590148
2019-07-05,100812.05182234288,0.00015116802214287794,-0.0011378613026368223,-0.0008994980086126647,-0.005313709180878701,0.0727720569510982
2019-07-08,100568.9767338419,-0.0024111709275527193,-0.005494999552672075,-0.0015186168130985056,0.0005112979715067301,0.0729479469199363
2019-07-09,100867.194915452,0.002965309892724921,0.0012465712742242285,0.003761064217515875,0.0019916435258302556,0.0727322731907234
2019-07-10,100928.27691999912,0.0006055685854882142,0.004778431039159425,0.005186937013571757,-3.572097811788133e-05,0.0726882554666789
2019-07-11,100658.61181036472,-0.0026718489393031675,0.0023440656958679806,-0.003071006404209098,0.0034978012518703805,0.0728829878003264
2019-07-12,101090.8195072794,0.004293797511622177,0.004476724207341576,0.001291801828160244,0.012593209780753734,0.072571380985237
2019-07-15,101539.17736975194,0.004435198613067515,0.0003327711449643278,0.002870965419424998,0.0048487598058568615,0.0722509337441024
2019-07-16,102576.33516851904,0.010214360856896976,-0.0032253453094091,-0.0019253245806812869,-0.005181832965918454,0.0715203985843329
2019-07-17,102010.35777441502,-0.0055176215174210785,-0.006805075010178463,0.001886461145238827,0.008515646633729168,0.0719172105326407
2019-07-18,101803.83741728308,-0.002024503801747679,0.003660953623417784,-0.002516135779248918,0.016863707118385474,0.0720631025577346
2019-07-19,101284.09990469457,-0.005105284101012519,-0.005554703479952128,-0.0017730399721817003,0.007413667273660995,0.0724328930550388
2019-07-22,101963.2305924082,0.006705205341733578,0.002456424818523484,0.005501344176018774,0.012049098799863378,0.0719504505099394
2019-07-23,100911.52198950291,-0.010314586903483192,0.007149710965147937,-0.0006054829008024232,0.004567800156163093,0.0727003243230812
2019-07-24,102164.69574896336,0.01241853987288799,0.004699854382133495,0.002318136264538584,0.01962425935506773,0.0718085667733909
