ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,27224.159133911133,0.123225948841332,0.0,0.0,-27224.159133911133
TSLA,23499.239318847656,0.1063656749826869,0.0,0.0,-23499.239318847656
ENPH,21419.19921875,0.0969506949386098,0.0,0.0,-21419.19921875
NVDA,19551.755264282227,0.0884979984911129,0.0,0.0,-19551.755264282227
DDOG,16563.600524902344,0.074972577880926,0.0,0.0,-16563.600524902344
SAIA,20432.219512939453,0.0924832838374108,4131.1201171875,0.0306262991636216,-16301.099395751953
BE,15514.100395202637,0.0702221777434887,0.0,0.0,-15514.100395202637
FSLR,13437.880340576172,0.0608244885448511,0.0,0.0,-13437.880340576172
U,9867.0,0.0446614505607595,0.0,0.0,-9867.0
DXCM,9136.814895629885,0.041356380535521,0.0,0.0,-9136.814895629885
MDB,8546.55029296875,0.0386846390366341,0.0,0.0,-8546.55029296875
PCTY,7888.579681396484,0.0357064367523362,0.0,0.0,-7888.579681396484
MEDP,7718.339813232422,0.0349358722995664,0.0,0.0,-7718.339813232422
SNOW,6666.549896240234,0.030175107793835,0.0,0.0,-6666.549896240234
BILL,4454.380187988281,0.0201620634990033,0.0,0.0,-4454.380187988281
