rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.15203467822097366,-0.1520346782209736,
2022-11-30,-0.08597992931168336,-0.34041586388497425,
2026-02-27,-0.08253552134261907,-0.15120084303130632,
2024-11-29,-0.08178443446772235,-0.1794474900052614,
2025-01-31,-0.06383414293147008,-0.2324495769229581,
2023-07-31,-0.059407453778947655,-0.2634028485091817,
2023-03-31,-0.058785535716366466,-0.3552232433997078,
2021-08-31,-0.054889308240647104,-0.05488930824064708,
2022-05-31,-0.054666266224299785,-0.27946704671084355,
2022-03-31,-0.052361416357460715,-0.19612811388213336,
