portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3462514569241335,0.35,False,0.3749,-0.260082912772058,-0.25,False,1.0083,1.277777018348046,0.0,False
concentrated,broker_ledger_next_close,True,0.4480340434908925,0.5,False,5.1966,-0.25818217242887864,-0.25,False,0.8182,1.4049146270274107,0.0,False
