ticker,source_count,row_count,first_source,source_files
SJM,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SLB,1,4,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SLGN,1,39,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SLM,1,41,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SMCI,1,8,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SMMT,1,11,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SN,1,22,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNA,1,17,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNDK,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNDR,1,13,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNOW,1,1,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNPS,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SNX,1,13,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SO,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SOFI,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SOLV,1,9,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SON,1,45,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SPG,1,27,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SPGI,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SPOT,1,12,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SRE,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SRPT,1,34,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SSB,1,46,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SSD,1,38,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SSNC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ST,1,32,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
STAG,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
STE,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
STLD,1,33,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
STT,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
STZ,1,1,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SUI,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SW,1,18,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SWK,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SWKS,1,34,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SYF,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SYK,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
SYY,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
T,1,10,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TAP,1,22,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TDC,1,25,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TDG,1,12,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TDY,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TECH,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TEM,1,6,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TER,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TFC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TFX,1,4,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TGT,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
THC,1,40,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
THG,1,7,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
THO,1,20,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TIGO,1,8,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TJX,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TKO,1,27,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TKR,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TLN,1,23,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TMO,1,42,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TMUS,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TNL,1,44,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TOL,1,10,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TOST,1,9,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TPG,1,27,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TPL,1,25,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TPR,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TREX,1,20,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TRGP,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TRMB,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TROW,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TRU,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TRV,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TSCO,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TSLA,1,22,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TSN,1,15,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TT,1,33,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TTC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TTD,1,34,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TTEK,1,25,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TTWO,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TW,1,31,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TXRH,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TXT,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
TYL,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UAL,1,28,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UBER,1,34,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UDR,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UGI,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UHS,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UI,1,13,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ULTA,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UNH,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UNM,1,2,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UNP,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
URI,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
USB,1,45,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
USFD,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UTHR,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
UWMC,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
V,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VEEV,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VFC,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VICI,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VIRT,1,17,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VKTX,1,11,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VLO,1,5,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VLTO,1,17,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VMC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VMI,1,18,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VNOM,1,15,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VNT,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VOYA,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VRSK,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VRSN,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VRT,1,13,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VRTX,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VST,1,19,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VTR,1,36,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VVV,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
VZ,1,27,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WAB,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WAL,1,28,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WAT,1,44,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WBS,1,14,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WCC,1,18,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WDAY,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WDC,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WEC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WELL,1,5,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WEN,1,37,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WEX,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WFC,1,6,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WFRD,1,31,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WH,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WHR,1,41,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WING,1,21,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WLK,1,4,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WM,1,43,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WMB,1,1,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WMS,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WMT,1,24,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WPC,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WRB,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WSC,1,41,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WSM,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WSO,1,45,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WST,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WTM,1,22,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WTRG,1,1,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WTW,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WU,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WY,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
WYNN,1,9,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
XEL,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
XOM,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
XPO,1,16,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
XRAY,1,29,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
XYL,1,3,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
YETI,1,2,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
YUM,1,9,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ZBH,1,32,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ZBRA,1,21,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ZION,1,35,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ZS,1,24,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
ZTS,1,47,research\entry_classifier_predictions.csv,research\entry_classifier_predictions.csv
