comparison_method,rebalance_date,target_cash_weight,target_stock_weight,broker_cash_date,broker_cash_weight,cash_drift
rebalance_day_next_close,2019-07-31,0.0785000000000001,0.9214999999999998,2019-08-01,0.0766938932366104,-0.0018061067633897004
rebalance_day_next_close,2019-09-30,0.5555851679520383,0.4444148320479616,2019-10-01,0.55495359393236,-0.0006315740196782826
rebalance_day_next_close,2019-10-31,0.1760656885658732,0.8239343114341268,2019-11-01,0.1768281109464724,0.0007624223805992036
rebalance_day_next_close,2019-12-31,0.0785000000000001,0.9214999999999998,2020-01-02,0.0763588289263918,-0.0021411710736082973
rebalance_day_next_close,2020-03-31,0.97125,0.0287499999999998,2020-04-01,0.9706332898120388,-0.0006167101879611669
rebalance_day_next_close,2020-04-30,0.72,0.2799999999999999,2020-05-01,0.7205970296964171,0.0005970296964171729
rebalance_day_next_close,2020-06-30,0.0884794773610578,0.9115205226389419,2020-07-01,0.0869172068898689,-0.001562270471188898
rebalance_day_next_close,2020-08-31,0.0785,0.9214999999999998,2020-09-01,0.0762102600073897,-0.0022897399926102985
rebalance_day_next_close,2020-09-30,0.4730745272483383,0.5269254727516615,2020-10-01,0.4693459202528856,-0.0037286069954527434
rebalance_day_next_close,2020-11-30,0.3397294574732276,0.6602705425267723,2020-12-01,0.341581475497962,0.001852018024734392
rebalance_day_next_close,2021-03-31,0.5886334651318783,0.4113665348681216,2021-04-01,0.5889756075490603,0.0003421424171820009
rebalance_day_next_close,2021-06-30,0.03,0.9699999999999998,2021-07-01,0.0289441834138431,-0.0010558165861568984
rebalance_day_next_close,2021-08-31,0.1516696976524282,0.8483303023475717,2021-09-01,0.1511543878570112,-0.0005153097954169739
rebalance_day_next_close,2021-09-30,0.4667981826405831,0.5332018173594169,2021-10-01,0.4659679870399716,-0.000830195600611483
rebalance_day_next_close,2021-11-30,0.6696666605989925,0.3303333394010074,2021-12-01,0.6690674243158268,-0.0005992362831657161
rebalance_day_next_close,2022-01-31,0.7702274270321238,0.22977257296787612,2022-02-01,0.7714164673142864,0.0011890402821626012
rebalance_day_next_close,2022-02-28,0.8679486664701197,0.13205133352988022,2022-03-01,0.8674291030060816,-0.0005195634640381419
rebalance_day_next_close,2022-03-31,1.0,0.0,2022-04-01,1.0,0.0
