rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month
2019-06-28,2019-07-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.14266280112261392,0.0,0.14266280112261392,1.0,0.857337198877386,initial_rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.006337736976402
2019-07-31,2019-08-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.16320994477188658,0.0,0.16320994477188658,1.0,0.8367900552281133,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.0115041640685656
2019-08-30,2019-09-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.2272792812286722,0.0,0.2272792812286722,1.0,0.7727207187713279,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.014858822703637737,0.9964744030306795
2019-09-30,2019-10-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.014858822703637737,0.0,1.0255466242993339
2019-10-31,2019-11-29,growth_reentry_alert,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.0012849558331427511,0.0,0.0012849558331427511,1.0,0.9987150441668572,rebalance,"core_compounder,early_scout,future_winner",1,20,0.0,0.0,1.0331086133000336
2019-11-29,2019-12-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.062031128249370786,0.0,0.062031128249370786,1.0,0.9379688717506292,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.069540114210837
2019-12-31,2020-01-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.1395770263755387
2020-01-31,2020-02-28,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.3103332879111312,0.0,0.3103332879111312,1.0,0.6896667120888688,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,-0.033182722562010075,1.1017627580712788
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.8281702792310688,0.28,0.8281702792310688,0.72,0.171829720768931,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.033182722562010075,-0.0840830481557271,1.043757916389644
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.3992394670508496,0.3999999999999999,0.3992394670508496,0.6000000000000001,0.6007605329491504,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.0840830481557271,0.0,1.1594455626523006
2020-04-30,2020-05-29,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.0,0.0,0.0,0.9999999999999999,1.0,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.3480284883487696
2020-05-29,2020-06-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.018173269751459147,0.0,0.018173269751459147,1.0,0.9818267302485407,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.4502705870671666
2020-06-30,2020-07-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.030962595797626606,0.0,0.030962595797626606,0.9999999999999999,0.9690374042023734,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.5917975823372876
2020-07-31,2020-08-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.061141867576043854,0.0,0.061141867576043854,1.0,0.938858132423956,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,1.7597354316278497
2020-08-31,2020-09-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.14440773918481573,0.0,0.14440773918481573,1.0,0.8555922608151842,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.025655759467466677,1.714588082667627
2020-09-30,2020-10-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.15233215232949143,0.0,0.15233215232949143,1.0,0.8476678476705086,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.025655759467466677,-0.02535610730660457,1.7151153911922599
2020-10-30,2020-11-30,risk_off_alert,0.18,0.36,0.18,0.28,0.2856455515549782,0.28,0.2856455515549782,0.72,0.7143544484450217,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.02535610730660457,0.0,1.8451585928116085
2020-11-30,2020-12-31,growth_reentry_alert,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.06090245713780041,0.0,0.06090245713780041,1.0,0.9390975428621996,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,20,0.0,0.0,1.9493661583166897
2020-12-31,2021-01-29,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.08068706707185924,0.0005284419862654072,0.08068706707185924,0.9994715580137347,0.9193129329281406,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,1.9564660031097987
2021-01-29,2021-02-26,risk_off_alert,0.18,0.36,0.18,0.28,0.4503885189704477,0.2799999999999999,0.4503885189704477,0.7200000000000001,0.5496114810295524,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.0625145195136927
2021-02-26,2021-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.508888856741125,0.28,0.508888856741125,0.72,0.491111143258875,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.020950879887848,2.019303025548419
2021-03-31,2021-04-30,growth_reentry_alert,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.1757996122170012,0.0,0.1757996122170012,1.0,0.824200387782999,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.020950879887848,0.0,2.1025873144795137
2021-04-30,2021-05-28,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.11214068715066652,0.0,0.11214068715066652,1.0,0.8878593128493335,rebalance,"core_compounder,early_scout,future_winner",1,21,0.0,-0.006476615511590608,2.088969664864082
2021-05-28,2021-06-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.06134404044633677,0.0,0.06134404044633677,1.0,0.9386559595536633,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.006476615511590608,0.0,2.1669457211504177
2021-06-30,2021-07-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.06833299769581518,0.0,0.06833299769581518,1.0,0.9316670023041848,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.2748402831241483
2021-07-30,2021-08-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.0745116576540979,0.0,0.0745116576540979,1.0,0.9254883423459022,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.371892888996394
2021-08-31,2021-09-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.24578906756264823,0.0,0.24578906756264823,1.0,0.7542109324373517,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.04866689730298942,2.2564602213539158
2021-09-30,2021-10-29,risk_off_alert,0.18,0.36,0.18,0.28,0.33874056741566944,0.28,0.33874056741566944,0.72,0.6612594325843305,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.04866689730298942,0.0,2.424530879814003
2021-10-29,2021-11-30,growth_reentry_alert,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.16376136902974828,0.0,0.16376136902974828,1.0,0.8362386309702519,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,0.0,2.4401021617016205
2021-11-30,2021-12-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.06804640881319131,0.0,0.06804640881319131,1.0,0.9319535911868086,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,0.0,0.0,2.5146575676931056
2021-12-31,2022-01-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.3048697788701342,0.0,0.3048697788701342,1.0,0.6951302211298658,rebalance,"core_compounder,early_scout,future_winner",1,18,0.0,-0.041074855951437714,2.4113683703329185
2022-01-31,2022-02-28,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.15403533717769186,0.0,0.15403533717769186,1.0,0.8459646628223082,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.041074855951437714,-0.055509591432082526,2.375069953518867
2022-02-28,2022-03-31,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.12234371355148921,0.0,0.12234371355148921,1.0,0.8776562864485109,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.055509591432082526,-0.023673366898926903,2.4551271564679435
2022-03-31,2022-04-29,growth_reentry_alert,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.6522248737302144,0.0,0.6522248737302144,1.0,0.3477751262697856,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.023673366898926903,-0.08055929596180263,2.31207852445473
2022-04-29,2022-05-31,risk_off_alert,0.18,0.36,0.18,0.28,0.39999147546068503,0.3081792755531545,0.39999147546068503,0.6918207244468455,0.600008524539315,rebalance,"core_compounder,early_scout,future_winner",1,18,-0.08055929596180263,-0.08024265653460345,2.3128747641865663
2022-05-31,2022-06-30,balanced,0.35000000000000003,0.30000000000000004,0.35000000000000003,0.0,0.5740518442352182,0.0,0.5740518442352182,1.0,0.4259481557647818,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,18,-0.08024265653460345,-0.13180770300080924,2.1832063298618753
