rebalance_date,ticker,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,entry_signal_breakdown,regime_state,regime_state_score,engine_version,Name,sector,weight_cap,cash_target,rebalance_action,due_sleeves,active_rebalance_interval_months,sleeve_rebalance_interval_months,next_scheduled_rebalance_date
2019-04-30,NOW,0.09876325107405157,4.661970586487964,core_compounder,core_compounder,,-0.04085514798744905,-0.004034987238351963,14,"{""rs_acceleration_score"": 0.6558731186963023, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,SERVICENOW INC,Information Technology,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,V,0.14050451833865646,4.716635489861156,core_compounder,core_compounder,,-0.022662368825089874,-0.0031841652161822367,14,"{""rs_acceleration_score"": 0.07044073727724598, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,VISA INC CLASS A,Financials,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,HD,0.1312586250246935,5.030401901379769,core_compounder,core_compounder,,-0.06732285442166897,-0.008836705304125874,14,"{""rs_acceleration_score"": 0.24913975392003057, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.920607061109682, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,HOME DEPOT INC,Consumer Discretionary,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,CHTR,0.11684723769982651,3.7540783745297306,core_compounder,core_compounder,,0.00860287678040339,0.001005222388062113,14,"{""rs_acceleration_score"": 0.1688137034612207, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,CHARTER COMMUNICATIONS INC CLASS A,Communication,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,DHR,0.06847608126606292,4.519512468155934,core_compounder,core_compounder,,-0.0034674783593959813,-0.00023743932992631371,14,"{""rs_acceleration_score"": 0.41379067921721535, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,DANAHER CORP,Health Care,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,AMT,0.06524804380622258,4.220265471066809,core_compounder,core_compounder,,0.07135181201842444,0.004655566156231517,14,"{""rs_acceleration_score"": -1.1409408302840913, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,AMERICAN TOWER REIT CORP,Real Estate,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,MELI,0.04908533414985439,2.4751848078392618,core_compounder,core_compounder,,0.16361890252962796,0.008031288503899245,14,"{""rs_acceleration_score"": 0.9445266959451994, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,MercadoLibre,Internet,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,CSX,0.04360797300588015,3.181468358480182,core_compounder,core_compounder,,-0.06030658520696808,-0.0026298479397822753,14,"{""rs_acceleration_score"": -0.024216375992448413, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,CSX CORP,Industrials,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,FDS,0.05999999999999999,1.3369778985083234,core_compounder,core_compounder,,0.012672003638644735,0.000760320218318684,14,"{""rs_acceleration_score"": 0.1106828519723817, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,FACTSET RESEARCH SYSTEMS INC,Financials,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
2019-04-30,VICI,0.05999999999999999,1.4347168960494123,core_compounder,core_compounder,,-0.02713334058458239,-0.001628000435074943,14,"{""rs_acceleration_score"": -1.244083158782454, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.24058267916221163, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.0, ""theme_phase_multiplier_max"": 1.0, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",bull,1,2026-05-02-phase18c-active-gate-ab,VICI PPTYS INC,Real Estate,0.27,0.0,initial_rebalance,"core_compounder,early_scout,future_winner",1,1,2019-05-31
