ticker,Name,sector,portfolio_sleeve_label,portfolio_candidate_gate_label,governance_catalyst_score,governance_catalyst_label,event_regime_label,live_event_alert_label,portfolio_monster_early_score,rs_acceleration_score,market_cap_live,ownership_flow_pillar_score,insider_cluster_boost_score,event_revision_pillar_score,selection_flow_confirmation_score,event_reaction_score,live_event_growth_reentry_score,live_event_defensive_score,live_event_risk_score,focus_live_event_growth_score,focus_event_stress_penalty
RKLB,ROCKET LAB CORP,Industrials,future_winner,future_relaxed,1.5122193419361813,revision_event+growth_reentry,balanced,balanced,0.0,-0.3945496963316399,71851936291.60393,0.0666666666666666,0.0,2.846287493867231,0.2,6.0,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3957164605675513,0.0
QCOM,QUALCOMM INC,Information Technology,unassigned,rejected,1.4370039587241061,revision_event+growth_reentry,balanced,balanced,0.0,2.844917491813128,224681178070.0684,0.0666666666666666,0.0,2.470210577806855,0.2,6.0,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.2214866114701081,0.0
QUBT,Quantum Computing Inc,Information Technology,unassigned,rejected,1.4194222109729708,revision_event+growth_reentry,balanced,balanced,0.0,1.925512033666109,2487650846.385661,0.0666666666666666,0.0,3.153123968651305,0.2,4.972237160533164,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1139084845060968,0.0
DVA,DAVITA INC,Health Care,early_scout,early_relaxed,1.3756725130319576,revision_event+growth_reentry,balanced,balanced,0.0,2.0084892366695164,12718020391.845703,0.0666666666666666,0.0,3.0722427724134804,0.2,4.788414102576842,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.2190778490014888,0.0
NXPI,NXP Semiconductors,Semiconductors,future_winner,adr_global_alpha_fallback,1.3537980927292967,revision_event+growth_reentry,balanced,balanced,0.0,0.5221162240597494,74249216000.0,0.0666666666666666,0.0,2.578618688040839,0.2,5.300750079722625,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.2233025492666303,0.0
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,unassigned,rejected,1.2648774349995082,revision_event+growth_reentry,balanced,balanced,0.0,3.0,8301290133.569527,0.0666666666666666,0.0,3.123649359510874,0.2,3.981352718211084,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.0929713208919561,6.875118825646613e-05
HRB,H&R BLOCK INC,Consumer Discretionary,early_scout,early_relaxed,1.2132019449655538,revision_event+growth_reentry,balanced,balanced,0.0,3.0,4568437976.332436,0.0666666666666666,0.0,2.83984874411641,0.2,4.01812440750993,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.0805121772665277,0.0017932325878123
URI,UNITED RENTALS INC,Industrials,unassigned,rejected,1.2080342193627167,revision_event+growth_reentry,balanced,balanced,0.0,0.0566467706100459,58590819511.60278,0.0666666666666666,0.0,2.6733010414576355,0.2,4.202747786056363,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1554529903495572,0.0
ARM,Arm Holdings,Information Technology,future_winner,future_relaxed,1.1648540282993454,revision_event+growth_reentry,balanced,balanced,0.0,3.0,234925027130.12692,0.0666666666666666,0.0,2.3164835940117987,0.2,4.390636442228336,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.2571540764138633,0.0
AAON,AAON INC,Industrials,early_scout,early_relaxed,1.0826194643906313,revision_event+growth_reentry,balanced,balanced,0.0,1.8541400611195749,11088387782.74048,0.0666666666666666,0.0,2.1461499411392984,0.2,4.069517553333577,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1592296328328389,0.0
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,future_winner,future_relaxed,1.0080160789185217,revision_event+growth_reentry,balanced,balanced,0.0,2.2362090583166183,23427411485.403763,0.0666666666666666,0.0,2.000896007454468,0.2,3.765833561765953,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.2701507379654352,0.0
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,future_winner,future_relaxed,0.9853719014680357,revision_event+growth_reentry,balanced,balanced,0.0,0.7239184631948633,16220723994.01007,0.0666666666666666,0.0,2.378005033374333,0.2,3.1120603442028933,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1551774831852293,0.0
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,early_scout,early_relaxed,0.9585498566420421,revision_event+growth_reentry,balanced,balanced,0.0,0.5140945291981481,19780913945.076805,0.0666666666666666,0.0,2.0178042253504915,0.0,3.413763219403056,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1184189239155258,0.000149258004999
IONQ,IonQ,Information Technology,future_winner,future_relaxed,0.9402540732479369,revision_event+growth_reentry,balanced,balanced,0.0,2.9539863150926804,20626896699.958782,0.0666666666666666,0.0,1.7403422511268891,0.2,3.66149186573216,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1235214907665069,0.0
EXEL,EXELIXIS INC,Health Care,future_winner,future_relaxed,0.9337098954650277,revision_event+growth_reentry,balanced,balanced,0.0,0.7240545292387209,12892002437.192451,0.0666666666666666,0.0,2.461769730984542,0.2,2.655960707369227,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1777920571812388,0.0
SNDK,SANDISK CORP,Information Technology,unassigned,rejected,0.8153489022810488,revision_event+growth_reentry,balanced,balanced,0.0,0.0,214319937577.9619,0.0666666666666666,0.0,0.7897137027345582,0.0,4.096295457142681,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3334839435895514,0.0
PL,Planet Labs,Information Technology,early_scout,early_relaxed,0.788710890289852,revision_event+growth_reentry,balanced,balanced,0.0,0.0,11363922447.667671,0.0666666666666666,0.0,1.1860423564873124,0.0,3.3902705055310305,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3278832260715278,0.0
ELV,ELEVANCE HEALTH INC,Health Care,unassigned,rejected,0.7653940182335054,revision_event+growth_reentry,balanced,balanced,0.0,2.115569949404846,86786776724.28955,0.0666666666666666,0.0,1.6093343279292367,0.2,2.670435396566153,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1030813235345924,0.0
FLEX,FLEX LTD,Information Technology,future_winner,future_relaxed,0.7621534405623968,revision_event+growth_reentry,balanced,balanced,0.0,0.0,55219201171.875,0.0666666666666666,0.0,0.8196081632134584,0.0,3.701799765046467,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3006044640453683,0.0
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,unassigned,rejected,0.7526761895599281,revision_event+growth_reentry,balanced,balanced,0.0,0.2498573105875197,5963267278.321533,0.0666666666666666,0.0,2.24251166644202,0.2,1.7456561451429884,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.0699986343455215,0.002545634650637
HALO,HALOZYME THERAPEUTICS INC,Health Care,unassigned,rejected,0.7498944677960215,revision_event+growth_reentry,balanced,balanced,0.0,-0.4366017971166906,8306468245.20874,0.0666666666666666,0.0,2.2781133511715197,0.2,1.6771091570555925,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.0858028669443633,0.0010256766374261
CIEN,CIENA CORP,Information Technology,future_winner,future_relaxed,0.7404948416112856,revision_event+growth_reentry,balanced,balanced,0.0,0.0,81493323212.78076,0.0666666666666666,0.0,1.2240277156438737,0.2,3.018183035465172,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3743549201186549,0.0
STX,Seagate Technology,Information Technology,future_winner,future_relaxed,0.7340216962924763,growth_reentry,balanced,balanced,0.0,0.0,183273561136.85938,0.0666666666666666,0.0,0.5455993936680288,0.0,3.87959982930757,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.3226006013344327,0.0
EME,EMCOR GROUP INC,Industrials,future_winner,future_relaxed,0.7250888323051415,revision_event+growth_reentry,balanced,balanced,0.0,-1.5581091483501055,41018821430.76709,0.0666666666666666,0.0,1.749805634858409,0.2,2.214439081138164,0.5019630973196804,0.0750198905948451,0.1089378662769314,0.1882497606135606,0.0
