as_of_date,recommendation_date,current_account_last_trade_date,current_account_stale_days,pending_order_count_to_recommendation,portfolio_kind,row_type,ticker,shares,current_price,market_value_usd,current_weight,recommended_target_weight,projected_weight_after_recommendation_orders,recommended_trade_action,recommended_trade_quantity,recommended_trade_value_delta_usd,cost_basis,avg_entry_price,entry_date,latest_entry_date,entry_signal_date,return_since_entry_pct,unrealized_pnl_usd,realized_pnl_usd,entry_reason,entry_sleeve,open_lot_count
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,MU,47.0,751.0,35297.0,0.091127435369382,0.0,,SELL,47.0,-35297.0,240.2619781494141,240.2619781494141,2025-12-01,2025-12-01,2025-11-28,2.1257546690678133,24004.68702697754,11981.698537044524,target_rebalance,core_compounder,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,BE,115.0,302.489990234375,34786.348876953125,0.0898090704315189,0.0,,SELL,115.0,-34786.348876953125,166.0,166.0,2026-03-02,2026-03-02,2026-02-27,0.8222288568335843,15696.348876953123,0.0,target_rebalance,future_winner,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,KO,377.0,81.4800033569336,30717.961265563965,0.0793055792250577,0.0,,SELL,377.0,-30717.961265563965,79.67218017578125,79.67218017578125,2026-03-02,2026-03-02,2026-02-27,0.022690770820677164,681.5493392944336,-1230.286506910324,target_rebalance,core_compounder,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,LRCX,94.0,305.3500061035156,28702.90057373047,0.0741032302163476,0.0,,SELL,94.0,-28702.90057373047,194.05373532431463,199.88307400967213,2026-01-02,2026-02-02,2025-12-31,0.5276431364505634,10461.84945324489,3474.2633594649183,target_rebalance,future_winner,2
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,VRT,85.0,327.4599914550781,27834.09927368164,0.0718602170900469,0.1244380835846251,0.1247756860331354,BUY,62.0,20365.337245984512,257.68865966796875,257.68865966796875,2026-03-02,2026-03-02,2026-02-27,0.27075825485300586,5930.563201904297,3566.978028926849,target_rebalance,future_winner,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,AMAT,51.0,432.1600036621094,22040.160186767574,0.0569018124189163,0.0,,SELL,51.0,-22040.160186767574,341.42972878848803,341.42972878848803,2026-02-02,2026-03-02,2026-01-30,0.26573630596130005,4627.244018554688,2382.555217952727,target_rebalance,"core_compounder,future_winner",2
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,FTI,301.0,70.98999786376953,21367.98935699463,0.0551664466981095,0.0,,SELL,301.0,-21367.98935699463,67.40113067626953,67.40113067626953,2026-03-02,2026-03-02,2026-02-27,0.053246394407498565,1080.2490234375,0.0,target_rebalance,future_winner,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,VZ,382.0,48.34999847412109,18469.699417114258,0.0476838354513129,0.0,,SELL,382.0,-18469.699417114258,49.239402770996094,49.239402770996094,2026-03-02,2026-03-02,2026-02-27,-0.018062857118951503,-339.75244140625,-544.7607037067413,target_rebalance,future_winner,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,SCCO,102.0,179.6699981689453,18326.339813232426,0.047313719208082,0.0,,SELL,102.0,-18326.339813232426,215.55323791503903,215.55323791503903,2026-03-02,2026-03-02,2026-02-27,-0.16647042787748434,-3660.0904541015625,0.0,target_rebalance,future_winner,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,LITE,17.0,946.9000244140624,16097.300415039062,0.0415589342775023,0.0,,SELL,17.0,-16097.300415039062,551.9555852194394,591.6476440429688,2025-12-01,2026-03-02,2025-11-28,0.6004458632565657,6714.055466308593,14221.554078369143,target_rebalance,"early_scout,future_winner",2
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,PR,526.0,20.440000534057617,10751.440280914308,0.0277573498973507,0.0,,SELL,526.0,-10751.440280914308,18.6336612701416,18.6336612701416,2026-03-02,2026-03-02,2026-02-27,0.09693957820358556,950.1344528198242,629.2793201780319,target_rebalance,early_scout,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,ETR,92.0,112.4000015258789,10340.80014038086,0.0266971866294657,0.0,,SELL,92.0,-10340.80014038086,106.0512237548828,106.0512237548828,2026-03-02,2026-03-02,2026-02-27,0.059865200477743574,584.0875549316406,-471.45723181724486,target_rebalance,early_scout,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,ATI,58.0,162.2899932861328,9412.819610595703,0.0243013885233366,0.0,,SELL,58.0,-9412.819610595703,166.4199981689453,166.4199981689453,2026-03-02,2026-03-02,2026-02-27,-0.02481675837191044,-239.540283203125,242.41649324417116,target_rebalance,early_scout,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,equity,THC,41.0,173.77999877929688,7124.979949951172,0.0183947970053352,0.0,,SELL,41.0,-7124.979949951172,235.1199951171875,235.1199951171875,2026-03-02,2026-03-02,2026-02-27,-0.2608880470047552,-2514.939849853516,-81.0039324951172,target_rebalance,early_scout,1
2026-05-22,2026-05-22,2026-03-02,81,27,main,cash,CASH,0.0,1.0,96066.85979175911,0.24801899755823498,0.0,0.0020885885010613,DEPLOY_CASH,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,uninvested_cash,cash,0
