ticker,pnl_usd,contribution_return_on_start,positive_contribution_share
SNDK,434393.6981201172,4.294505624791328,0.3942387955139279
WDC,183653.5876159668,1.8156372167530552,0.1666768405869222
FTAI,62725.018966674805,0.6201124646450131,0.0569267833143663
CIEN,53717.70127105713,0.5310642655677412,0.04875209271802693
PLTR,41275.22566986084,0.40805538747648756,0.037459786647622895
ACLS,40396.85878753662,0.3993716714532208,0.03666261508826231
BE,36048.22375488281,0.3563801693004147,0.03271596336467067
LRCX,27413.148609161377,0.2710120367877227,0.02487910560325781
CROX,25920.518829345703,0.256255591165031,0.02352445297111941
ELF,25597.089630126953,0.25305810344530216,0.023230921231396112
SQM,18322.763774871826,0.18114261885804683,0.016629026508331774
AVGO,17027.615295410156,0.16833851407002093,0.01545360021010432
TSCO,16429.97285079956,0.16243009769312278,0.014911203212793071
AMD,13437.401580810547,0.1328449213722567,0.012195262125075396
ROKU,13143.189636230469,0.12993628145333558,0.011928246827295945
TLN,9492.840515136715,0.09384817773352884,0.00861533219033593
P,8172.25527954103,0.08079259993204367,0.007416820483311216
TEAM,6983.361724853516,0.06903895322865188,0.006337827014891533
CHRW,6163.23664855957,0.06093102770298538,0.005593513449459724
ZS,5833.562744140625,0.05767180354066204,0.005294314258603691
KKR,5687.5582275390625,0.05622837279913924,0.005161806247981776
TSLA,5552.508281707764,0.05489324120190344,0.0050392401789776395
BKR,5467.455606460571,0.05405239292571225,0.004962049684755924
UAL,4867.559371948242,0.04812169511735694,0.004417607235542298
RH,4835.849868774414,0.047808208433897534,0.004388828925931235
CPRT,4420.340236663818,0.04370039457753604,0.004011728572964282
ENPH,4130.669540405272,0.04083665037543769,0.003748834735224784
INTU,3294.412078857422,0.03256923676439147,0.0029898800454884805
MRNA,2624.7201232910156,0.02594852407333817,0.0023820937192355124
NTNX,2263.979881286621,0.022382171695113574,0.0020546999307973343
SSD,1813.7458801269531,0.017931065569909508,0.0016460850934165163
MOS,1424.6744461059589,0.01408462518856962,0.001292979018947408
EXEL,1359.5400886535645,0.013440693507108787,0.0012338656138963405
ARES,1334.3452758789062,0.013191612395562793,0.0012109997834654081
ANET,1276.7449684143066,0.012622163884990633,0.001158723988640695
PWR,909.4590911865234,0.008991100007942907,0.0008253896367056021
SAN,790.8043384552002,0.00781805466861575,0.0007177032061675034
ALGN,616.9501647949219,0.006099296477811929,0.0005599199318808103
UTHR,481.9509887695349,0.004764666801340639,0.00043739993957441983
HII,474.5170135498047,0.004691172990233685,0.0004306531533084358
HEI,341.43585205077943,0.003375505200657943,0.0003098738762562568
TPG,288.69264221191406,0.002854074958223984,0.00026200619399383387
MUSA,261.0279235839853,0.0025805758483840946,0.00023689877324324432
COF,258.41598510742006,0.002554753686304486,0.00023452827964857707
EXE,252.6605224609375,0.002497853996425097,0.00022930484599566238
PDD,197.52017211914062,0.0019527251289470705,0.0001792616124104575
TREX,169.45519638061887,0.0016752689948219698,0.00015379093390115978
KBR,144.3833293914795,0.001427403350649788,0.00013103668427493582
FDS,101.8645935058596,0.0010070543649024846,9.244833620528569e-05
CARR,63.75163650512695,0.0006302618172080724,5.7858501393068564e-05
GGG,-1.8897743225097656,-1.868269842017896e-05,0.0
CHRD,-22.490936279297784,-0.00022235003126486338,0.0
RRX,-40.211090087890625,-0.0003975351238030307,0.0
AFG,-47.59294128417969,-0.00047051362607188724,0.0
DPZ,-54.12506103515625,-0.0005350915081493166,0.0
LOW,-81.20640563964889,-0.0008028232621646494,0.0
CW,-100.27677917480469,-0.0009913569051894432,0.0
SMG,-115.30187225341797,-0.0011398980719198953,0.0
MRVL,-125.42193603515989,-0.0012399471081329392,0.0
SAIA,-221.94044494628906,-0.002194148978945301,0.0
PANW,-230.3997802734375,-0.002277779711392965,0.0
WSM,-295.4549560546875,-0.002920928586534136,0.0
GEN,-319.52581787109375,-0.003158898087269267,0.0
PLNT,-387.24005126953125,-0.003828334954025128,0.0
CHE,-390.1534423828143,-0.0038571373389983824,0.0
RGLD,-493.4559631347656,-0.004878407349001395,0.0
DAL,-598.670768737793,-0.005918582601149238,0.0
BRKR,-742.9712295532227,-0.007345166695977626,0.0
