rebalance_date,net_return,drawdown,regime_state
2019-04-30,-0.1892098264945795,-0.1892098264945795,
2022-05-31,-0.16535354512587447,-0.2522244745653357,
2020-02-28,-0.12612202305147377,-0.23975833624318954,
2025-01-31,-0.11562230756813711,-0.22816544910479764,
2022-11-30,-0.109697641044972,-0.22925914532038127,
2020-08-31,-0.10063143284049852,-0.10063143284049847,
2021-08-31,-0.09609563437327451,-0.14201251543892213,
2025-03-31,-0.08968117421148591,-0.3137583420814981,
2023-07-31,-0.08788690798884657,-0.19994326396971984,
2024-08-30,-0.0803900016364849,-0.08039000163648502,
