book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"FDS,NOW,VICI,MKTX,GPK,FAST,TSCO,APH","0.5000,0.5000,0.3151,0.2218,0.1752,0.1235,0.1234,0.0906",10,0.0,"APH,FAST,FDS,GPK,MKTX,NOW,TSCO,VICI",
concentrated_grid_presence,2019-05-31,"FDS,MA,PEG,NOW,VICI,TSCO,MKTX,CMS","1.0000,0.5000,0.5000,0.4864,0.3118,0.2500,0.2364,0.1667",13,0.0,"CMS,MA,PEG","APH,FAST,GPK"
concentrated_grid_presence,2019-06-28,"FDS,MA,VEEV,NOW,VICI,AVGO,MKTX,GPK","1.0000,0.5000,0.5000,0.4944,0.3035,0.2500,0.2429,0.1702",14,0.0,"AVGO,GPK,VEEV","CMS,PEG,TSCO"
concentrated_grid_presence,2019-07-31,"MA,V,TSCO,VEEV,WRB,AVGO,ORLY,CBRE","1.0000,0.5000,0.5000,0.4959,0.2500,0.2402,0.1667,0.1368",17,0.0,"CBRE,ORLY,TSCO,V,WRB","FDS,GPK,MKTX,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,TSCO,WRB,AEP,ORLY,LRCX,CBRE","1.0000,0.5000,0.4788,0.2587,0.2500,0.1669,0.1667,0.1333",18,0.0,"AEP,BKNG,LRCX","AVGO,MA,VEEV"
concentrated_grid_presence,2019-09-30,"V,BKNG,AEP,WRB,DUK,LRCX,ORLY,CBRE","1.0000,0.5132,0.5000,0.2737,0.2582,0.2050,0.1794,0.1391",21,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"BKNG,V,LRCX,ORLY,LPX,DUK,CBRE,WU","0.5000,0.5000,0.2500,0.1667,0.1316,0.1044,0.0980,0.0786",10,0.0,"LPX,WU","AEP,WRB"
concentrated_grid_presence,2019-11-29,"BKNG,V,MA,CPRT,LRCX,BIO,ORLY,LPX","1.0000,0.5220,0.5000,0.5000,0.2512,0.2500,0.1738,0.1335",16,0.0,"BIO,CPRT,MA","CBRE,DUK,WU"
concentrated_grid_presence,2019-12-31,"BKNG,V,MA,LRCX,SWKS,CPRT,ORLY,AVGO","1.0000,0.5070,0.5000,0.5000,0.5000,0.3068,0.1614,0.1382",17,0.0,"AVGO,SWKS","BIO,LPX"
concentrated_grid_presence,2020-01-31,"LRCX,MA,CPRT,SWKS,ADBE,AVGO,JD,V","1.0000,0.5226,0.5000,0.4776,0.1667,0.1270,0.1250,0.0982",15,0.0,"ADBE,JD","BKNG,ORLY"
concentrated_grid_presence,2020-02-28,"MA,RNG,LRCX,ADBE,TT,JD,NVDA,CPRT","1.0000,0.5000,0.2665,0.1733,0.1667,0.1407,0.1255,0.1012",14,0.0,"NVDA,RNG,TT","AVGO,SWKS,V"
concentrated_grid_presence,2020-03-31,"MA,JD,VEEV,NOW,NVDA,VRTX,MRNA,QGEN","0.5000,0.5000,0.2576,0.1667,0.1259,0.1250,0.0833,0.0833",13,0.0,"MRNA,NOW,QGEN,VEEV,VRTX","ADBE,CPRT,LRCX,RNG,TT"
concentrated_grid_presence,2020-04-30,"NVDA,AMZN,SE,FTNT,BIO,MRNA,RNG,TSCO","0.5000,0.5000,0.5000,0.3164,0.2169,0.1440,0.1274,0.0936",10,0.0,"AMZN,BIO,FTNT,RNG,SE,TSCO","JD,MA,NOW,QGEN,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,VEEV,FTNT,V,BIO,NOW","1.0000,0.5865,0.5045,0.5000,0.3306,0.2606,0.1984,0.1877",16,0.0,"NOW,V,VEEV","MRNA,RNG,TSCO"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,NOW,MELI,FTNT,ETSY,ZTO","1.0000,0.6300,0.5073,0.5000,0.5000,0.2937,0.2500,0.1838",17,0.0,"ETSY,MELI,ZTO","BIO,V,VEEV"
concentrated_grid_presence,2020-07-31,"NOW,MELI,NVDA,MA,ETSY,MNST,CTAS,ZTO","1.0000,0.5106,0.5094,0.5000,0.2561,0.2500,0.1769,0.1690",16,0.0,"CTAS,MA,MNST","AMZN,FTNT,SE"
concentrated_grid_presence,2020-08-31,"NVDA,MA,META,SE,JD,BIO,MNST,CTAS","1.0000,0.5000,0.5000,0.5000,0.3000,0.2672,0.2252,0.1672",16,0.0,"BIO,JD,META,SE","ETSY,MELI,NOW,ZTO"
concentrated_grid_presence,2020-09-30,"NVDA,SE,BIO,CPRT,MA,JD,NOW,MNST","1.0000,0.5213,0.5000,0.5000,0.4991,0.3104,0.2500,0.2194",18,0.0,"CPRT,NOW","CTAS,META"
concentrated_grid_presence,2020-10-30,"CPRT,GOOG,CBRE,LRCX,XPO,LEA,DLB,AEP","0.5000,0.5000,0.2689,0.1880,0.1461,0.0968,0.0963,0.0777",10,0.0,"AEP,CBRE,DLB,GOOG,LEA,LRCX,XPO","BIO,JD,MA,MNST,NOW,NVDA,SE"
concentrated_grid_presence,2020-11-30,"CPRT,GOOG,LRCX,CBRE,TECH,XPO,DLB,LEA","1.0000,0.5125,0.5000,0.2965,0.1667,0.1518,0.1256,0.0993",16,0.0,TECH,AEP
concentrated_grid_presence,2020-12-31,"CPRT,LRCX,TWLO,GOOG,CBRE,PANW,XPO,Z","1.0000,0.5000,0.5000,0.4858,0.2891,0.1667,0.1601,0.1250",16,0.0,"PANW,TWLO,Z","DLB,LEA,TECH"
concentrated_grid_presence,2021-01-29,"LRCX,TWLO,NVDA,AMAT,GOOG,TECH,PANW,QGEN","1.0000,0.5111,0.5000,0.5000,0.2790,0.1872,0.1644,0.1515",16,0.0,"AMAT,NVDA,QGEN,TECH","CBRE,CPRT,XPO,Z"
concentrated_grid_presence,2021-02-26,"NVDA,AMAT,LRCX,DXCM,GOOG,SAM,TECH,QGEN","1.0000,0.5351,0.5000,0.5000,0.2746,0.2613,0.1860,0.1289",17,0.0,"DXCM,SAM","PANW,TWLO"
concentrated_grid_presence,2021-03-31,"LRCX,NVDA,AMAT,GOOGL,SAM,GOOG,ORLY,TECH","1.0000,1.0000,0.5728,0.5000,0.2915,0.2678,0.2500,0.1855",22,0.0,"GOOGL,ORLY","DXCM,QGEN"
concentrated_grid_presence,2021-04-30,"NVDA,GOOG,ORLY,WSM,CSX,YETI,TSCO,SITE","0.5000,0.5000,0.2500,0.1667,0.1250,0.0883,0.0873,0.0682",10,0.0,"CSX,SITE,TSCO,WSM,YETI","AMAT,GOOGL,LRCX,SAM,TECH"
concentrated_grid_presence,2021-05-28,"NVDA,CRWD,GOOG,ORLY,NDAQ,FTNT,WSM,CSX","1.0000,0.5000,0.4838,0.2344,0.2248,0.1641,0.1615,0.1200",16,0.0,"CRWD,FTNT,NDAQ","SITE,TSCO,YETI"
concentrated_grid_presence,2021-06-30,"NVDA,ABT,GOOGL,GOOG,ORLY,NOW,DXCM,WSM","1.0000,0.5000,0.5000,0.4385,0.2163,0.1983,0.1625,0.1336",18,0.0,"ABT,DXCM,GOOGL,NOW","CRWD,CSX,FTNT,NDAQ"
concentrated_grid_presence,2021-07-30,"ABT,GOOGL,MA,DXCM,NVDA,NOW,NET,FTNT","1.0000,0.5127,0.5000,0.5000,0.2883,0.2029,0.1278,0.1167",16,0.0,"FTNT,MA,NET","GOOG,ORLY,WSM"
concentrated_grid_presence,2021-08-31,"DXCM,LRCX,GOOGL,ABT,MA,HUBS,NVDA,BIO","0.5278,0.5000,0.3039,0.2651,0.2299,0.1755,0.1662,0.1319",15,0.0,"BIO,HUBS,LRCX","FTNT,NET,NOW"
concentrated_grid_presence,2021-09-30,"DXCM,MA,PANW,LRCX,CPRT,GOOGL,ABT,GTM","1.0000,0.5000,0.5000,0.4759,0.2915,0.2903,0.2508,0.2145",18,0.0,"CPRT,GTM,PANW","BIO,HUBS,NVDA"
