ticker,trade_count,win_rate,compound_realized_return,avg_realized_return,best_trade_return,worst_trade_return,avg_alpha_vs_benchmark,avg_holding_days,max_holding_days,dominant_exit_reason,churn_tag
NVDA,7,0.7142857142857143,8.225216846343512,0.44149989724446487,1.2045530076721125,-0.0799999999999999,0.3127424418328696,127.14285714285714,306.0,scheduled_rebalance,normal
SHOP,6,0.8333333333333334,3.1054494397354473,0.30875989562820605,1.0607995281339804,-0.0799999999999999,0.2597886870527259,61.333333333333336,121.0,scheduled_rebalance,profitable_reentry_churn
LRCX,8,0.625,2.552434030825864,0.20845869600997707,0.8938224952174174,-0.1166732167498076,0.18885387758384803,101.375,210.0,scheduled_rebalance,normal
PLTR,1,1.0,1.797173657864656,1.797173657864656,1.797173657864656,1.797173657864656,1.670588406961338,336.0,336.0,scheduled_rebalance,patient_winner
MELI,5,0.8,1.3154123605487866,0.1967040445950294,0.3754362491006937,-0.1154218671976929,0.1260081075949395,91.4,122.0,scheduled_rebalance,normal
JD,5,0.6,1.1697115841225334,0.23917459917630207,1.1939360694179944,-0.0799999999999999,0.1353884097387309,48.8,244.0,single_period_hold,profitable_reentry_churn
AVGO,7,0.42857142857142855,1.1286343144942625,0.16840698531462497,1.0162038251364756,-0.1085524449837184,0.15094063887399672,113.71428571428571,368.0,scheduled_rebalance,normal
GOOGL,7,0.42857142857142855,1.017154903845055,0.1410046045441998,0.6562264140521705,-0.1331074767325023,0.10578601625158088,109.14285714285714,305.0,scheduled_rebalance,normal
NOW,9,0.6666666666666666,0.9796031853476292,0.11155573216958109,0.8673596619142934,-0.1674032163039291,0.06563954784351217,88.44444444444444,276.0,scheduled_rebalance,normal
ORLY,9,0.8888888888888888,0.9764941988283973,0.0827643194437861,0.3162968064458131,-0.0255624319022452,0.040329429042677514,77.88888888888889,183.0,scheduled_rebalance,normal
MRNA,2,0.5,0.9548241719817341,0.5122524471679972,1.0885191319449867,-0.0640142376089923,0.4122710886677701,15.0,30.0,scheduled_rebalance,normal
UNH,6,1.0,0.9106141350495034,0.12055205303399917,0.3881790763567003,0.0313896801062056,0.03296560290122936,116.83333333333333,276.0,scheduled_rebalance,normal
VRT,2,1.0,0.8647450627192022,0.4200067554558533,0.8094603763416495,0.0305531345700571,0.3710665748793586,137.0,274.0,scheduled_rebalance,normal
BLDR,4,1.0,0.8022718343828192,0.16970592075447016,0.4606325009500833,0.051839258452677,0.15742575377311374,106.5,213.0,scheduled_rebalance,normal
GOOG,6,0.8333333333333334,0.7404627543841846,0.09800835492341353,0.1544603992080497,-0.009485060668343,0.058461018508711576,65.83333333333333,243.0,scheduled_rebalance,profitable_reentry_churn
ADBE,5,0.8,0.7325564155466984,0.1301697045826768,0.475484998809343,-0.0799999999999999,0.110211781720625,60.4,213.0,scheduled_rebalance,profitable_reentry_churn
TPL,1,1.0,0.7298453603958217,0.7298453603958217,0.7298453603958217,0.7298453603958217,0.6684193701951864,91.0,91.0,scheduled_rebalance,normal
