book,rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,period_forward_return,weighted_forward_return,regime_state
production_main,2019-11-29,AAPL,APPLE INC,Information Technology,0.0597635326117665,4.688523284361609,core_compounder,0.1083919193998854,0.006477884009907,bull
production_main,2019-12-31,AAPL,APPLE INC,Information Technology,0.0818724175775537,4.506399864339362,core_compounder,0.0272079751336515,0.002227582701582,neutral
production_main,2020-01-31,AAPL,APPLE INC,Information Technology,0.0986644269245024,4.386302301970066,core_compounder,-0.0701611298160168,-0.0069224076656729,neutral
production_main,2020-11-30,AAPL,APPLE INC,Information Technology,0.0940801520231867,5.344280262886826,core_compounder,0.1033799639482306,0.0097260027244011,neutral
production_main,2020-12-31,AAPL,APPLE INC,Information Technology,0.129653059348454,6.174226693482402,core_compounder,0.0017223780063262,0.0002233115778746,bull
production_main,2021-01-29,AAPL,APPLE INC,Information Technology,0.0099582662617004,4.9602415481776285,core_compounder,-0.0733835447660988,-0.0007307728780082,neutral
production_main,2022-01-31,AAPL,APPLE INC,Information Technology,0.129742130228037,4.993711753157038,core_compounder,-0.0522966834636411,-0.0067850831164341,neutral
production_main,2022-02-28,AAPL,APPLE INC,Information Technology,0.0902375525285166,5.401535915743489,core_compounder,0.0566483227173584,0.0051118059968599,bear
production_main,2022-03-31,AAPL,APPLE INC,Information Technology,0.176,5.354249372989281,core_compounder,-0.08,-0.01408,neutral
production_main,2023-04-28,AAPL,APPLE INC,Information Technology,0.043081137854863,4.808197983980775,core_compounder,0.0511918659150434,0.0022054038325336,neutral
production_main,2023-05-31,AAPL,APPLE INC,Information Technology,0.0604678304378912,5.121597980432828,core_compounder,0.0904897778641733,0.0054717205442532,bull
production_main,2023-06-30,AAPL,APPLE INC,Information Technology,0.0569641776217775,5.051743387877219,core_compounder,0.0126946880287084,0.0007231424637204,bull
production_main,2023-07-31,AAPL,APPLE INC,Information Technology,0.1027970182233282,5.367247665351999,core_compounder,-0.0330926774036385,-0.0034018285621205,bull
production_main,2024-07-31,AAPL,APPLE INC,Information Technology,0.0908959273870085,5.80554187997451,core_compounder,0.0198092055937186,0.0018005761132409,neutral
production_main,2024-08-30,AAPL,APPLE INC,Information Technology,0.026315187508714,4.654153500042632,core_compounder,0.0042440427078864,0.000111682779653,neutral
production_main,2024-09-30,AAPL,,Unknown,0.0045516496764814,0.0,core_compounder,-0.0372517439143883,-0.0001695568881362,
production_main,2024-10-31,AAPL,APPLE INC,Information Technology,0.0007313879824565,4.4136915625743685,core_compounder,0.0749471083869737,5.48154143940994e-05,neutral
production_main,2024-11-29,AAPL,APPLE INC,Information Technology,0.0002022470133749,4.128522543845046,core_compounder,0.0491423031419828,9.938884040830956e-06,bull
production_main,2024-12-31,AAPL,APPLE INC,Information Technology,5.594783485244931e-05,3.939838787001708,core_compounder,-0.0760857373305718,-4.256832266797673e-06,neutral
production_main,2025-01-31,AAPL,APPLE INC,Information Technology,1.000845699938758e-05,4.056302320316202,core_compounder,0.0524625125016302,5.250688004523998e-07,neutral
production_main,2025-02-28,AAPL,APPLE INC,Information Technology,2.0779813119794758e-06,4.63265721132233,core_compounder,-0.08,-1.6623850495835802e-07,neutral
production_main,2021-06-30,ABT,ABBOTT LABORATORIES,Health Care,0.033767811822846,4.69758544401917,core_compounder,0.0549479672516692,0.0018554726182022,bull
production_main,2021-07-30,ABT,ABBOTT LABORATORIES,Health Care,0.0059250483133966,3.442471118096727,core_compounder,0.0347325711199262,0.000205792161934,neutral
production_main,2021-08-31,ABT,ABBOTT LABORATORIES,Health Care,0.0007290679959754,3.052870596670374,core_compounder,-0.0598154340750143,-4.3609518649470406e-05,bull
production_main,2024-12-31,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,0.0341299902240042,3.0047264459805025,core_compounder,0.0117333248517057,0.0004004582624837,neutral
production_main,2025-01-31,ACI,,Unknown,0.0066858155493102,0.0,core_compounder,0.0551062754948485,0.000368430393568,
production_main,2025-02-28,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,0.0013916129810619,-0.6952614207550984,core_compounder,0.0541447150772136,7.534848835734976e-05,neutral
production_main,2025-03-31,ACI,,Unknown,4.620670899243663e-05,0.0,core_compounder,0.0062960347799931,2.9091904688540496e-07,
production_main,2025-04-30,ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,1.0975309558421849e-05,1.3652982909670062,core_compounder,0.0081854292315104,8.983761968438218e-08,bear
