book,holding_run_count,unique_tickers,avg_run_months,median_run_months,runs_ge_6m,runs_ge_12m,long_winner_count,open_winner_hold_count,open_stale_watch_count,quick_loss_count,short_big_win_review_count,avg_total_return,total_weighted_contribution
concentrated_grid_presence,452,231,2.75,2.0,37,3,7,1,0,7,25,0.07838469020446176,13.518511612413825
production_main,560,271,2.8553571428571427,2.0,72,6,10,0,2,8,33,0.06994721183375123,2.041176409872626
main_v2_research,510,228,1.7431372549019608,1.0,16,1,8,1,0,72,28,0.050400346328100754,1.7307805716346052
lifecycle_review_overlay_main,166,119,5.566265060240964,4.0,55,14,12,0,2,8,2,0.10635823000893896,1.2697361545546322
monster_lifecycle_concentrated,142,109,3.8943661971830985,3.0,30,1,6,0,0,27,3,0.05668352550140609,1.217692154632748
monster_lifecycle_main,200,149,4.42,4.0,49,8,7,1,0,31,3,0.06092926680803476,1.1981541741166728
