book,journey_tag,count,avg_run_months,avg_total_return,total_weighted_contribution
concentrated_grid_presence,normal,412,2.650485436893204,0.05145429398975407,8.57975777352333
concentrated_grid_presence,short_big_win_review,25,2.84,0.3560765534492616,2.5517852303975768
concentrated_grid_presence,long_winner,7,8.571428571428571,0.7984466486003967,2.1322304581561675
concentrated_grid_presence,quick_loss,7,2.0,-0.1274434007342194,-0.0358531595170538
concentrated_grid_presence,open_winner_hold,1,6.0,0.6317742773432578,0.2905913098538016
lifecycle_review_overlay_main,normal,142,5.169014084507042,0.04808188671566057,0.26471776322067603
lifecycle_review_overlay_main,long_winner,12,12.583333333333334,0.8655282733998884,0.985840681255732
lifecycle_review_overlay_main,quick_loss,8,2.0,-0.14580435443607231,-0.04279892266307246
lifecycle_review_overlay_main,open_stale_watch,2,8.5,0.38595971672323626,0.053427171546478594
lifecycle_review_overlay_main,short_big_win_review,2,3.0,0.41800719455175683,0.008549461194818243
main_v2_research,normal,401,1.688279301745636,0.03921888859320413,1.2456209634966775
main_v2_research,quick_loss,72,1.2083333333333333,-0.15501803387978141,-0.7490209023221874
main_v2_research,short_big_win_review,28,2.0,0.3327701188200395,0.6416594380082093
main_v2_research,long_winner,8,7.625,1.015831523079104,0.4567984110171496
main_v2_research,open_winner_hold,1,8.0,3.6944852292068475,0.1357226614347565
monster_lifecycle_concentrated,normal,106,4.320754716981132,0.06175822625406341,0.6705625829307333
monster_lifecycle_concentrated,quick_loss,27,1.3333333333333333,-0.1462304353000974,-0.10848000712809928
monster_lifecycle_concentrated,long_winner,6,8.333333333333334,0.7235796408257557,0.5727146186023937
monster_lifecycle_concentrated,short_big_win_review,3,3.0,0.36981084880567977,0.0828949602277203
monster_lifecycle_main,normal,158,4.7025316455696204,0.055034930402164485,0.49732193472477526
monster_lifecycle_main,quick_loss,31,1.3548387096774193,-0.1455336776084128,-0.08782935076882181
monster_lifecycle_main,long_winner,7,11.714285714285714,0.8864479386318965,0.6556858519827042
monster_lifecycle_main,short_big_win_review,3,3.0,0.3201872487452837,0.0467118462917967
monster_lifecycle_main,open_winner_hold,1,8.0,0.8361810472666358,0.08626389188621839
production_main,normal,507,2.7297830374753453,0.03437833419460767,1.1579956625299062
production_main,short_big_win_review,33,2.3636363636363638,0.3768240629694088,0.4522899905293012
production_main,long_winner,10,10.5,0.9600668233806589,0.4526830544235665
production_main,quick_loss,8,2.0,-0.13859713896710546,-0.0661440971638298
production_main,open_stale_watch,2,8.0,0.40676899508718556,0.04435179955368238
