horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-22,2026-06-22,0.220756923544561,9.487876001679151,-0.12741512915373,4.393665781755823,0.6541951977788888,665425.2325565603,812322.4597446707,0.1635169633433219,0.1463158822644615,main,portfolio
3M,completed,2026-03-23,2026-06-22,0.47424486317975334,3.7489107720073127,-0.12741512915373,3.452386073123031,0.49384502372960726,551009.1844529798,812322.4597446707,0.30658559994525936,0.1463158822644615,main,portfolio
6M,completed,2025-12-22,2026-06-22,0.8956281202099698,2.609224778017184,-0.12828528334738432,3.165165135148444,0.4466360083916919,428524.1662561397,812322.4597446707,0.2431562802298172,0.1463158822644615,main,portfolio
YTD,completed,2026-01-02,2026-06-22,0.8857694788641859,2.8764482313151327,-0.12828528334738432,3.241991723122739,0.4587664014114934,430764.4539002397,812322.4597446707,0.22358706287917302,0.1463158822644615,main,portfolio
1Y,completed,2025-06-23,2026-06-22,1.7462881944729047,1.755832344694051,-0.12828528334738432,2.885600530583286,0.3784504810855831,295789.2261196498,812322.4597446707,0.18734512765401432,0.1463158822644615,main,portfolio
2Y,completed,2024-06-24,2026-06-22,2.2002072895336386,0.7924888486416364,-0.23813348171388837,1.984725608022853,0.3225922105889373,253834.3257955172,812322.4597446707,0.2194146625592711,0.1463158822644615,main,portfolio
FULL,completed,2019-07-01,2026-06-22,7.142044819405221,0.3506772113688734,-0.26032442012514556,1.2762080744375914,0.26381106351618966,99768.85140801904,812322.4597446707,0.26361693275964937,0.1463158822644615,main,portfolio
1M,completed,2026-05-22,2026-06-22,0.27262131529724254,16.12351471241265,-0.1502240765123939,5.036954886196838,0.68548844649134,1099055.2101803068,1398681.0871639494,0.06649197599807229,0.0553912220447082,concentrated,portfolio
3M,completed,2026-03-23,2026-06-22,0.4693561521009397,3.6860185588254053,-0.1502240765123939,3.265671912436365,0.5218965189531789,951900.6574165586,1398681.0871639494,0.39901258398322154,0.0553912220447082,concentrated,portfolio
6M,completed,2025-12-22,2026-06-22,1.3257859794582547,4.440729641182421,-0.1502240765123939,3.756634487078358,0.4941514710251294,601379.9633832792,1398681.0871639494,0.30785938188765255,0.0553912220447082,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-22,1.239967470664907,4.598916704106372,-0.1502240765123939,3.763414754260696,0.5001386838350663,624420.267473245,1398681.0871639494,0.3191557008228892,0.0553912220447082,concentrated,portfolio
1Y,completed,2025-06-23,2026-06-22,3.5861588923300545,3.610208393252547,-0.1502240765123939,3.5349929949496035,0.4661937194879205,304978.76763561764,1398681.0871639494,0.20799846464650779,0.0553912220447082,concentrated,portfolio
2Y,completed,2024-06-24,2026-06-22,4.795737512160681,1.4147080885742143,-0.23025233394314226,2.5559997677545847,0.3751544546731429,241329.26728120816,1398681.0871639494,0.29852304410332187,0.0553912220447082,concentrated,portfolio
FULL,completed,2019-07-01,2026-06-22,13.017567773431084,0.46006744047113224,-0.2459978159609807,1.434152969313825,0.3028626597691149,99780.58317756176,1398681.0871639494,0.4133115077523461,0.0553912220447082,concentrated,portfolio
1M,completed,2026-05-22,2026-06-22,0.0012316607050502082,0.01460849090135774,-0.04494652583696357,0.18192323380388298,0.16361109578978963,743.7239990234375,744.6400146484375,,,SPY,benchmark
3M,completed,2026-03-23,2026-06-22,0.13912292951156435,0.6867838887022062,-0.04494652583696357,3.593544861756019,0.15063864489459766,653.6959228515625,744.6400146484375,,,SPY,benchmark
6M,completed,2025-12-22,2026-06-22,0.09311400417635007,0.19562909787994998,-0.08884968175523733,1.3916332275779602,0.13795555798707373,681.2098388671875,744.6400146484375,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-22,0.09577013887691344,0.21573627530072836,-0.08884968175523733,1.4784034028454047,0.14118338507858194,679.55859375,744.6400146484375,,,SPY,benchmark
1Y,completed,2025-06-23,2026-06-22,0.2545044005198507,0.2554815909171677,-0.08884968175523733,1.9061492367464394,0.12399410604645116,593.5730590820312,744.6400146484375,,,SPY,benchmark
2Y,completed,2024-06-24,2026-06-22,0.4044813799629545,0.18579955423671057,-0.18755234489427308,1.0967378247165334,0.1694622747004666,530.1885986328125,744.6400146484375,,,SPY,benchmark
FULL,completed,2011-06-22,2026-06-22,6.534957396087269,0.14411422524352213,-0.33717256183427213,0.8712213977411342,0.17201896037749517,98.82471466064453,744.6400146484375,,,SPY,benchmark
1M,completed,2026-05-22,2026-06-22,0.028068142912129224,0.3856232074529926,-0.07032000186501774,1.3754858455490664,0.3000065487783744,717.5399780273438,737.6799926757812,,,QQQ,benchmark
3M,completed,2026-03-23,2026-06-22,0.25455781067309746,1.4849382919482634,-0.07032000186501774,4.1104999257819035,0.23116394807234578,588.0,737.6799926757812,,,QQQ,benchmark
6M,completed,2025-12-22,2026-06-22,0.1928265287823836,0.4245592651959271,-0.11723572714706232,1.8992268087139235,0.2009875070444295,618.4302368164062,737.6799926757812,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-22,0.20467465015427533,0.488452550725901,-0.11723572714706232,2.068250266524752,0.20601198113639463,612.347900390625,737.6799926757812,,,QQQ,benchmark
1Y,completed,2025-06-23,2026-06-22,0.39268142603473244,0.39426645927365667,-0.11964367111609375,1.9815508924370504,0.17647652678755313,529.6832275390625,737.6799926757812,,,QQQ,benchmark
2Y,completed,2024-06-24,2026-06-22,0.5710143752022481,0.2543736640248293,-0.22768304800555927,1.14762474089859,0.2197991072701039,469.5564880371094,737.6799926757812,,,QQQ,benchmark
FULL,completed,2011-06-22,2026-06-22,14.302035247834032,0.19944317049154114,-0.35118718560279216,0.9783619228439051,0.20876445946350625,48.20796585083008,737.6799926757812,,,QQQ,benchmark
