rebalance_date,regime_label,rebalance_action,reported_cash_weight,period_end_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2021-05-28,balanced,rebalance,0.0,0.0,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,False,26,18.0,0.0,0.0,2021-06-30,no_cash
2021-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1581424551486885,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,True,20,21.0,0.0,0.0,2021-07-30,no_cash
2021-07-30,balanced,rebalance,0.0,0.0,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,False,17,18.0,0.0,0.0,2021-08-31,no_cash
2021-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.4069298664356496,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,-0.0465298417571206,2021-09-30,no_cash
2021-09-30,risk_off_alert,rebalance,0.28,0.2849639090069625,0.28,0.7199999999999993,0.9999999999999993,0.0,0.28,0.28,0.0,False,True,True,False,False,17,18.0,-0.0465298417571206,0.0,2021-10-29,confirmed_macro_defense_cash
2021-10-29,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.1103331423457521,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,True,24,18.0,0.0,0.0,2021-11-30,no_cash
2021-11-30,balanced,rebalance,0.0,0.0194191519087472,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,0.0,0.0,2021-12-31,no_cash
2021-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.328397899547822,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,-0.0577364096020162,2022-01-31,no_cash
2022-01-31,balanced,rebalance,0.0,0.0456685564347681,0.0,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0,False,False,False,False,False,17,18.0,-0.0577364096020162,-0.0686408040061493,2022-02-28,no_cash
2022-02-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0649389724863184,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,True,27,18.0,-0.0686408040061493,-0.0230044794753301,2022-03-31,no_cash
2022-03-31,growth_reentry_alert,rebalance,0.0,0.514897493447243,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0230044794753301,-0.0717376537082243,2022-04-29,no_cash
2022-04-29,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2799999999999999,0.4373745391863816,0.2799999999999999,0.7199999999999995,0.9999999999999994,0.0,0.28,0.2799999999999999,0.0,False,True,True,False,True,18,18.0,-0.0717376537082243,-0.0774801952095228,2022-05-31,confirmed_macro_defense_cash
2022-05-31,balanced,rebalance,0.0,0.4943433920320155,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,25,18.0,-0.0774801952095228,-0.1221158677793725,2022-06-30,no_cash
2022-06-30,balanced,circuit_breaker_rebalance,0.0,0.0972439788433859,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,25,18.0,-0.1221158677793725,-0.095000674309789,2022-07-29,no_cash
2022-07-29,balanced,circuit_breaker_rebalance,0.0,0.0466883884457605,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.095000674309789,-0.1136684632260948,2022-08-31,no_cash
2022-08-31,balanced,circuit_breaker_rebalance,0.0,0.0665280812358365,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,True,True,False,False,26,18.0,-0.1136684632260948,-0.152759795165108,2022-09-30,no_cash
2022-09-30,balanced,circuit_breaker_rebalance,0.0,0.0994385130262742,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,True,True,False,False,18,18.0,-0.152759795165108,-0.060879256549703,2022-10-31,no_cash
2022-10-31,balanced,circuit_breaker_release,0.0,0.0755961479550367,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,27,18.0,-0.060879256549703,-0.0402520632195929,2022-11-30,no_cash
2022-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.4458834651202364,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,True,36,18.0,-0.0402520632195929,-0.0800473481004693,2022-12-30,no_cash
2022-12-30,balanced,rebalance,0.0,0.0596747523421032,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,28,18.0,-0.0800473481004693,-0.065804210511889,2023-01-31,no_cash
2023-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2128075253609015,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,-0.065804210511889,-0.0751507648531715,2023-02-28,no_cash
2023-02-28,balanced,rebalance,0.0,0.0966953409624739,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,-0.0751507648531715,-0.0387158471727728,2023-03-31,no_cash
2023-03-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0802640286208704,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,-0.0387158471727728,-0.0229840342979687,2023-04-28,no_cash
2023-04-28,balanced,rebalance,0.0,0.1248444818864465,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0229840342979687,-0.0217803817622905,2023-05-31,no_cash
2023-05-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.146793271447284,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,True,24,18.0,-0.0217803817622905,0.0,2023-06-30,no_cash
2023-06-30,growth_reentry_alert,rebalance,0.0,0.0,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,False,17,18.0,0.0,0.0,2023-07-31,no_cash
2023-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1118584649369781,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,True,26,18.0,0.0,0.0,2023-08-31,no_cash
2023-08-31,balanced,rebalance,0.0,0.3303379073588355,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,0.0,-0.0494744781900486,2023-09-29,no_cash
2023-09-29,systemic_alert,"partial_rebalance:core_compounder,early_scout",0.4,0.5845228109876867,0.4,0.5999999999999992,0.9999999999999992,0.0,0.4,0.4,0.0,False,True,True,False,True,18,18.0,-0.0494744781900486,-0.0518011471316582,2023-10-31,confirmed_macro_defense_cash
2023-10-31,balanced,rebalance,0.0368226376063674,0.0510298054116361,0.0368226376063674,0.963177362393631,0.9999999999999984,0.0,0.0,0.0,0.0368226376063674,True,False,False,False,False,29,18.0,-0.0518011471316582,-0.0074875858323187,2023-11-30,idle_cash_candidate
2023-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1329450872410911,0.0,0.9999999999999984,0.9999999999999984,0.0,0.0,0.0,0.0,False,False,False,False,True,39,18.0,-0.0074875858323187,0.0,2023-12-29,no_cash
2023-12-29,balanced,rebalance,0.0,0.0884042958126319,0.0,0.999999999999998,0.999999999999998,0.0,0.0,0.0,0.0,False,False,False,False,False,40,18.0,0.0,0.0,2024-01-31,no_cash
2024-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1253739330258771,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,0.0,2024-02-29,no_cash
2024-02-29,balanced,rebalance,0.0,0.0230509244674655,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,29,18.0,0.0,0.0,2024-03-28,no_cash
2024-03-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2261584669691258,0.0,0.9999999999999982,0.9999999999999982,0.0,0.0,0.0,0.0,False,False,False,False,True,37,18.0,0.0,-0.0265275134311659,2024-04-30,no_cash
2024-04-30,balanced,rebalance,0.0,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,34,18.0,-0.0265275134311659,0.0,2024-05-31,no_cash
2024-05-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1122177972284506,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,False,True,42,18.0,0.0,0.0,2024-06-28,no_cash
2024-06-28,balanced,rebalance,0.0,0.1149135283857023,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,17,18.0,0.0,0.0,2024-07-31,no_cash
2024-07-31,systemic_alert,"partial_rebalance:core_compounder,early_scout",0.3606890999382146,0.4079368203985208,0.3606890999382146,0.6393109000617844,0.9999999999999989,0.0,0.4,0.3606890999382146,0.0,False,True,True,False,True,29,18.0,0.0,0.0,2024-08-30,confirmed_macro_defense_cash
2024-08-30,balanced,rebalance,0.0,0.0799360398125973,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,False,False,34,18.0,0.0,0.0,2024-09-30,no_cash
2024-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0592961024421081,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2024-10-31,no_cash
2024-10-31,balanced,rebalance,0.0030614107968864,0.0268460691197696,0.0030614107968864,0.9969385892031122,0.9999999999999986,0.0,0.0,0.0,0.0030614107968864,False,False,False,False,False,27,18.0,0.0,0.0,2024-11-29,no_cash
2024-11-29,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.4705929585107976,0.0,0.999999999999998,0.999999999999998,0.0,0.0,0.0,0.0,False,False,False,False,True,38,18.0,0.0,-0.0475336483903239,2024-12-31,no_cash
2024-12-31,balanced,rebalance,0.0,0.005560513218455,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,28,18.0,-0.0475336483903239,-0.022379383329785,2025-01-31,no_cash
2025-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2904475987635791,0.0,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,-0.022379383329785,0.0,2025-02-28,no_cash
2025-02-28,risk_off_alert,rebalance,0.28,0.7054113849826038,0.28,0.7199999999999993,0.9999999999999993,0.0,0.28,0.28,0.0,False,True,True,False,False,18,18.0,0.0,-0.0376242777977403,2025-03-31,confirmed_macro_defense_cash
2025-03-31,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2821154230257804,0.574782805588792,0.2821154230257804,0.7178845769742188,0.9999999999999992,0.0,0.28,0.28,0.002115423025780383,False,True,True,False,True,22,18.0,-0.0376242777977403,-0.0396136365405403,2025-04-30,confirmed_macro_defense_cash
2025-04-30,balanced,rebalance,0.0,0.048830997200404,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,-0.0396136365405403,0.0,2025-05-30,no_cash
2025-05-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.362831860844817,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2025-06-30,no_cash
2025-06-30,balanced,rebalance,0.0,0.2066547433627434,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,False,25,18.0,0.0,0.0,2025-07-31,no_cash
2025-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1936225641820615,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,-0.000853311400372,2025-08-29,no_cash
2025-08-29,balanced,rebalance,0.0,0.0036844812537634,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,24,18.0,-0.000853311400372,0.0,2025-09-30,no_cash
2025-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2441737270893185,0.0,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,0.0,2025-10-31,no_cash
2025-10-31,balanced,rebalance,0.0,0.3401886306550659,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,25,18.0,0.0,-0.0224773632734646,2025-11-28,no_cash
2025-11-28,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.2609956259380735,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,True,30,18.0,-0.0224773632734646,0.0,2025-12-31,no_cash
2025-12-31,balanced,rebalance,0.0,0.1129472563311159,0.0,0.9999999999999984,0.9999999999999984,0.0,0.0,0.0,0.0,False,False,False,False,False,34,18.0,0.0,0.0,2026-01-30,no_cash
2026-01-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.4219254758678593,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,True,38,18.0,0.0,0.0,2026-02-27,no_cash
2026-02-27,risk_off_alert,rebalance,0.287021072786799,0.671946334083333,0.287021072786799,0.7129789272131994,0.9999999999999984,0.0,0.28,0.28,0.007021072786798976,False,True,True,False,False,37,18.0,0.0,-0.0289868904980318,2026-03-31,confirmed_macro_defense_cash
