rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,3,0.5,-0.13656547290913476,0.0025,0.5,-0.13906547290913476,0.0,3,"AMZN,MU,AAPL",0.8609345270908653,-0.13906547290913474
2019-05-31,3,0.5,0.07438700545107277,0.005,1.0,0.06938700545107276,0.0,3,"V,TGT,KO",0.9206721958151359,-0.07932780418486407
2019-06-28,3,0.5,0.01451067940722759,0.005,1.0,0.00951067940722759,0.0,3,"AMZN,HD,AAPL",0.9294284139086819,-0.07057158609131808
2019-07-31,3,0.5,-0.018962391461019124,0.005,1.0,-0.023962391461019125,0.0,3,"GOOG,GOOGL,INTC",0.907157086419608,-0.09284291358039198
2019-08-30,3,0.5,-0.029333861258042448,0.0038331246088168748,0.7666249217633749,-0.03316698586685932,0.0,3,"ABT,CRM,GOOG",0.8770694201553076,-0.12293057984469236
2019-09-30,3,0.5,0.05304864296843224,0.005,1.0,0.04804864296843224,0.0,3,"INTC,NRG,GOOGL",0.9192114155828798,-0.08078858441712022
2019-10-31,3,0.5,0.005237522213477525,0.003784622364606065,0.756924472921213,0.0014528998488714602,0.0,3,"GOOG,CRM,GOOGL",0.920546937709661,-0.079453062290339
2019-11-29,3,0.5,-0.035569090353066324,0.0025,0.5,-0.038069090353066326,0.0,3,"XYZ,CRM,GOOG",0.8855025531637535,-0.11449744683624652
2019-12-31,3,0.5,0.023026100641871602,0.005,1.0,0.0180261006418716,0.0,3,"V,AVGO,PLNT",0.9014647113057176,-0.09853528869428241
2020-01-31,3,0.5,0.008711480932125142,0.005,1.0,0.0037114809321251415,0.0,3,"XYZ,AMZN,PYPL",0.9048104803927124,-0.09518951960728761
2020-02-28,3,0.5,-0.2344075258439447,0.005,1.0,-0.2394075258439447,0.0,3,"ETSY,CSGP,HUBS",0.688192041924222,-0.311807958075778
2020-03-31,3,0.5,0.23468398843222057,0.005,1.0,0.22968398843222057,0.0,3,"AMZN,VEEV,MOH",0.8462587349206913,-0.15374126507930874
2020-04-30,3,0.5,0.038308201738490595,0.0025,0.5,0.03580820173849059,0.0,3,"AMZN,ABT,COST",0.8765617384236912,-0.12343826157630877
2020-05-29,3,0.5,-0.028144807079184056,0.002841076990920204,0.5682153981840408,-0.03098588407010426,0.0,3,"COST,ABT,GOOGL",0.8494006980166057,-0.15059930198339433
2020-06-30,3,0.5,0.12942002144994788,0.005,1.0,0.12442002144994788,0.0,3,"MELI,NOW,SE",0.9550831510834323,-0.044916848916567664
2020-07-31,3,0.5,0.09420224432780645,0.0025,0.5,0.09170224432780645,0.0,3,"MELI,MA,CMCSA",1.0426664195574564,0.0
2020-08-31,3,0.5,-0.04061892460099856,0.005,1.0,-0.045618924600998555,0.0,3,"AMZN,SE,JD",0.9951010987796717,-0.04561892460099859
2020-09-30,3,0.5,-0.09112558449565025,0.005,1.0,-0.09612558449565026,0.0,3,"MA,CMCSA,APH",0.899446424027212,-0.13735936330531484
2020-10-30,3,0.5,0.19112222035305998,0.005,1.0,0.18612222035305998,0.0,3,"COST,MU,ADI",1.0668533895557766,0.0
2020-11-30,3,0.5,0.044235168662928905,0.005,1.0,0.03923516866292891,0.0,3,"CSCO,COR,BURL",1.1087115622336148,0.0
2020-12-31,3,0.5,0.02237534641388585,0.002617374125994391,0.5234748251988782,0.01975797228789146,0.0,3,"CSCO,CIEN,AZO",1.1306174545554915,0.0
2021-01-29,3,0.5,0.04237172734095078,0.0025,0.5,0.03987172734095078,0.0,3,"INTC,CSCO,CIEN",1.1756971254304478,0.0
2021-02-26,3,0.5,-0.07217102069054754,0.005,1.0,-0.07717102069054754,0.0,3,"DXCM,MSFT,V",1.0849673782380373,-0.0771710206905476
2021-03-31,3,0.5,0.07353485800110747,0.002823943916056886,0.5647887832113772,0.07071091408505058,0.0,3,"MSFT,SPGI,MCO",1.1616864133057099,-0.011916940019401911
2021-04-30,3,0.5,-0.057293293605234275,0.005,1.0,-0.06229329360523427,0.0,3,"DXCM,MA,AMZN",1.0893211404844458,-0.07346788818113159
2021-05-28,3,0.5,0.024951317519988525,0.005,1.0,0.019951317519988524,0.0,3,"HD,DHR,V",1.1110545324394872,-0.05498235182576772
2021-06-30,3,0.5,0.06624026969309672,0.004063421863430607,0.8126843726861213,0.062176847829666114,0.0,3,"AAPL,NOW,HD",1.1801364010334379,0.0
2021-07-30,3,0.5,0.0346283606623769,0.003436578136569394,0.6873156273138787,0.031191782525807506,0.0,3,"NOW,TWLO,AVGO",1.216946959005262,0.0
2021-08-31,3,0.5,-0.0006649995675049106,0.005,1.0,-0.005664999567504911,0.0,3,"TSLA,PYPL,HD",1.2100529550088208,-0.00566499956750488
2021-09-30,3,0.5,0.2653731936069851,0.0024999999999999996,0.49999999999999994,0.2628731936069851,0.0,3,"TSLA,LOW,MTCH",1.5281434397255589,0.0
2021-10-29,3,0.5,-0.0037711619917901494,0.005,1.0,-0.00877116199179015,0.0,3,"DOCU,AAPL,ABT",1.5147398460690347,-0.008771161991790066
2021-11-30,3,0.5,0.04429730484714747,0.005,1.0,0.039297304847147475,1.1102230246251565e-16,3,"MU,ADI,PG",1.5742650395641307,0.0
2021-12-31,3,0.5,-0.14461989464525365,0.004999999999999999,0.9999999999999999,-0.14961989464525366,0.0,3,"DG,SBUX,BIO",1.3387236702008394,-0.1496198946452536
2022-01-31,3,0.5,-0.08461705841760876,0.005,1.0,-0.08961705841760877,0.0,3,"MA,V,SJM",1.2187511928434152,-0.22582845822400222
2022-02-28,3,0.5,-0.0010252738679752352,0.005,1.0,-0.006025273867975235,0.0,3,"LAD,KO,UNP",1.211407883129612,-0.23049305378399532
2022-03-31,3,0.5,-0.13344764503330733,0.005,1.0,-0.13844764503330734,0.0,3,"FCX,AM,URI",1.0436913145355333,-0.337029478324373
2022-04-29,3,0.5,-0.022723685203820277,0.005,1.0,-0.027723685203820278,0.0,3,"KO,DG,AN",1.0147563450813888,-0.3554094643667206
2022-05-31,3,0.5,-0.2002276085572787,0.00448844655701744,0.897689311403488,-0.20471605511429614,0.0,3,"DAR,VLO,AN",0.8070194292141255,-0.4873674959855767
2022-06-30,3,0.5,0.12541874637562442,0.005,1.0,0.12041874637562441,1.1102230246251565e-16,3,"VICI,AMGN,ENPH",0.9041996971808623,-0.4256369325007626
