ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
ADI,165.0,417.489990234375,2026-05-15,68885.84838867188,417.489990234375,0.23290528833685017
CIEN,18.0,554.4600219726562,2026-05-15,9980.280395507812,554.4600219726562,0.033743651817760185
EXPE,284.0,217.72999572753906,2026-05-15,61835.318786621094,217.72999572753906,0.20906721900470016
JHG,1186.0,51.720001220703125,2026-05-15,61339.921447753906,51.720001220703125,0.20739226452930248
MRVL,88.0,176.88999938964844,2026-05-15,15566.319946289062,176.88999938964844,0.052630232772604105
MU,8.0,724.6599731445312,2026-05-15,5797.27978515625,724.6599731445312,0.019600791040750968
NVDA,318.0,225.32000732421875,2026-05-15,71651.76232910156,225.32000732421875,0.2422569331068466
