fill_date,gross_value,portfolio,price_return,reason,relative_return,signal_date,ticker
2019-05-06,3947.320190429688,main,-0.0899528622569795,daily_hard_stop_exit,-0.0968238212165664,2019-05-03,W
2019-05-14,6045.949859619141,main,-0.0800252275147692,daily_hard_stop_exit,-0.0441577140394616,2019-05-13,AVGO
2019-05-21,3466.560028076172,main,-0.1316096316262481,daily_hard_stop_exit,-0.10757176339558,2019-05-20,KEYS
2019-07-08,1829.3081893920896,main,-0.0588978453251105,weekly_relative_trim,-0.0677265778789748,2019-07-05,AVGO
2019-07-08,95.08612823486328,main,0.0112373682453981,weekly_relative_trim,-0.074209491355461,2019-07-05,PEG
2019-07-09,1856.304473876953,main,-0.0845345998307411,daily_hard_stop_exit,-0.0881121076931621,2019-07-08,AVGO
2019-07-22,3048.735378265381,main,0.0132960565487232,weekly_relative_trim,-0.068297464048013,2019-07-19,ELS
2019-08-05,2593.999938964844,main,-0.1405285800329389,daily_hard_stop_exit,-0.1340078804319524,2019-08-02,XYZ
2019-08-15,3330.3599395751958,main,-0.0851376034797878,daily_hard_stop_exit,-0.0498835116358596,2019-08-14,CBRE
2019-08-15,4769.785308837891,main,-0.0944355174575877,daily_hard_stop_exit,-0.0569238115309286,2019-08-14,ORCL
2019-08-26,3124.04146194458,main,-0.0997097296242291,daily_hard_stop_exit,-0.0681355315179222,2019-08-23,TSCO
2019-09-11,3594.2398681640625,main,-0.0812085995451153,daily_hard_stop_exit,-0.1039833438208961,2019-09-10,ROKU
2019-09-11,5733.914909362793,main,0.1674533663530575,daily_trailing_stop_exit,0.0699900355074645,2019-09-10,SHOP
2019-09-16,2228.5288696289062,main,-0.0489004367439164,weekly_relative_trim,-0.0815945807415232,2019-09-13,AMGN
2019-09-16,4439.549961090088,main,-0.0441382741966862,weekly_relative_trim,-0.0780831989871378,2019-09-13,NOW
2019-09-23,1774.0341186523438,main,-0.0379968352197305,weekly_relative_trim,-0.0666247456863688,2019-09-20,EL
2019-10-14,2413.5821075439453,main,-0.043410699100276,weekly_relative_trim,-0.0656122445116983,2019-10-11,ABT
2019-10-23,6952.315826416016,main,-0.113100954129133,daily_hard_stop_exit,-0.1426059534350023,2019-10-22,NOW
2019-10-28,5318.623046875,main,0.0384211798821561,weekly_relative_trim,-0.0635447018716606,2019-10-25,MA
2019-10-28,1157.71533203125,main,-0.0361811017564575,weekly_relative_trim,-0.0628974073984298,2019-10-25,SBUX
2019-11-04,314.9210586547852,main,-0.0230629536798141,weekly_relative_trim,-0.0642289932563725,2019-11-01,WRB
2019-11-05,1183.9148406982422,main,-0.0825874974095191,daily_hard_stop_exit,-0.136212349112937,2019-11-04,EL
2019-11-08,2172.7719955444336,main,-0.0978974546626862,daily_hard_stop_exit,-0.1038689127547594,2019-11-07,SHOP
2019-11-11,705.0303649902344,main,-0.0340149012712872,weekly_relative_trim,-0.0951009615838652,2019-11-08,AEP
2019-11-11,5211.553726196289,main,-0.0529154465672971,weekly_relative_trim,-0.1128062919108118,2019-11-08,BKNG
2019-11-11,3045.6676483154297,main,-0.0479946757986033,weekly_relative_trim,-0.1081966962320406,2019-11-08,DUK
2019-11-11,343.8475341796875,main,-0.0376551735046059,weekly_relative_trim,-0.0865608234679612,2019-11-08,LHX
2019-11-11,244.86801147460935,main,-0.0415610237947486,weekly_relative_trim,-0.0902681813447404,2019-11-08,MLM
2019-11-18,5124.2773361206055,main,-0.0682215575571568,weekly_relative_exit,-0.1351230167163349,2019-11-15,BKNG
2019-11-18,3115.430145263672,main,-0.052379227677752,weekly_relative_exit,-0.1204181621606075,2019-11-15,DUK
2019-12-09,141.1557159423828,main,-0.009294024395883,weekly_relative_trim,-0.0894218311017209,2019-12-06,DG
2019-12-13,2293.087520599365,main,-0.097892096946191,daily_hard_stop_exit,-0.1135092227487648,2019-12-12,DXCM
2019-12-16,625.119140625,main,-0.0414939950255962,weekly_relative_trim,-0.0752645304406782,2019-12-13,LPX
2019-12-23,1027.5493927001953,main,0.0280647808409102,weekly_relative_trim,-0.0768870546184825,2019-12-20,ORCL
2019-12-30,538.1521606445312,main,-0.0066871570204973,weekly_relative_trim,-0.0627360216519838,2019-12-27,COST
2019-12-30,1347.5424194335938,main,-0.0254583031890672,weekly_relative_trim,-0.0639276538633164,2019-12-27,JKHY
2019-12-30,3033.4026947021484,main,-0.0076691886311912,weekly_relative_trim,-0.0636626409550642,2019-12-27,ORLY
2020-01-06,2291.8545989990234,main,-0.0074654973565936,weekly_relative_trim,-0.0621636353979714,2020-01-03,PG
2020-01-13,1370.3995876312256,main,-0.0272563753398407,weekly_relative_trim,-0.0738302827387694,2020-01-10,AVGO
2020-02-06,3694.8694229125977,main,1.1416934523829454,daily_trailing_stop_exit,0.9953493187437994,2020-02-05,TSLA
2020-02-07,4016.880615234375,main,-0.1012768539196573,daily_hard_stop_exit,-0.1278096309155695,2020-02-06,PAYC
2020-02-24,3915.782470703125,main,0.0004247033511204,weekly_relative_trim,-0.0696683917861984,2020-02-21,BABA
2020-02-24,1911.419982910156,main,-0.0374687349391977,weekly_relative_trim,-0.064484729190417,2020-02-21,PCTY
2020-02-26,5122.411866188049,main,0.1594400342968998,daily_trailing_stop_exit,0.1500402997684964,2020-02-25,NVDA
2020-02-28,10360.439247131348,main,-0.0982915813148999,daily_hard_stop_exit,-0.0153678200589386,2020-02-27,AAPL
2020-02-28,7983.360317230225,main,-0.0818895075871094,daily_hard_stop_exit,-0.0429899344651281,2020-02-27,CPRT
2020-02-28,6169.973545074463,main,0.1845304259875493,daily_trailing_stop_exit,0.1466171920004866,2020-02-27,LRCX
2020-02-28,1942.800064086914,main,-0.1010269084921537,daily_hard_stop_exit,-0.02062071511862,2020-02-27,PCTY
2020-03-09,1412.4992980957031,main,-0.0830592242449025,daily_hard_stop_exit,-0.0472091106726145,2020-03-06,PAYC
2020-03-09,1906.1700973510744,main,-0.093963084208581,daily_hard_stop_exit,-0.058539284557988,2020-03-06,XYZ
2020-03-10,11300.920166015623,main,-0.148231201674256,daily_hard_stop_exit,0.0067290614952479,2020-03-09,ADBE
2020-03-10,2223.6200523376465,main,-0.0882848442380146,daily_hard_stop_exit,0.0276118689621056,2020-03-09,AMD
2020-03-10,2571.088966369629,main,-0.1163575992532756,daily_hard_stop_exit,-0.0040294787393454,2020-03-09,BKNG
2020-03-10,2904.72003364563,main,-0.1243511186492707,daily_hard_stop_exit,-0.0130391297846197,2020-03-09,CPRT
2020-03-10,3237.4222888946533,main,-0.1089799308479987,daily_hard_stop_exit,0.0042860346867672,2020-03-09,LRCX
2020-03-10,10559.785583496094,main,-0.1008230806747707,daily_hard_stop_exit,-0.1125476034125161,2020-03-09,MA
2020-03-10,4692.000102996826,main,-0.1518873171168818,daily_hard_stop_exit,-0.0440757141745807,2020-03-09,NOW
2020-03-10,3829.388350963593,main,-0.1121076354328505,daily_hard_stop_exit,0.0007607380700682,2020-03-09,NVDA
2020-03-10,2561.8591918945312,main,0.2798410930268202,daily_trailing_stop_exit,0.4217758992372353,2020-03-09,RNG
2020-03-10,4431.265933990479,main,-0.1823781431737969,daily_hard_stop_exit,-0.0784425167362404,2020-03-09,TSLA
2020-03-13,2406.2898559570312,main,-0.0952024987443657,daily_hard_stop_exit,0.1271767628267992,2020-03-12,AMT
2020-03-13,3132.0941009521484,main,-0.1289400841936095,daily_hard_stop_exit,0.088746916451756,2020-03-12,BABA
2020-03-13,2434.530059814453,main,-0.1326467023233062,daily_hard_stop_exit,0.0805296002095661,2020-03-12,BIO
2020-03-13,1469.6067810058594,main,-0.0853612674942508,daily_hard_stop_exit,0.1394367515727235,2020-03-12,DPZ
2020-03-17,3763.319885253906,main,-0.1010204751436405,daily_hard_stop_exit,0.2148311101117297,2020-03-16,JD
2020-03-17,6404.479431152344,main,-0.1025063475842917,daily_hard_stop_exit,0.1399392558625456,2020-03-16,MSFT
2020-04-03,1359.0699768066406,main,-0.0997477858997512,daily_hard_stop_exit,-0.1200529097400024,2020-04-02,SHOP
