date,cash_usd,equity_usd,cash_weight
2019-06-03,29840.93407792094,99477.72407502178,0.29997604343477147
2019-07-01,31600.530266613994,106360.40914043906,0.29710801718418006
2019-08-01,32707.61085100655,108271.7670437861,0.3020880857867526
2019-09-03,33392.98167911532,110907.65172496799,0.3010881680366311
2019-10-01,22043.39473804478,105835.24770626072,0.2082802772779904
2019-11-01,23622.03204029562,111019.31061619284,0.21277408325800037
2019-12-02,22057.44821286919,109951.15145898583,0.200611343493725
2020-01-02,28015.519871938242,119853.22740672829,0.23374856462451435
2020-02-03,16305.61622855784,126087.49443814874,0.1293198528626202
2020-03-02,39184.65480814101,124530.23594198347,0.3146597652508783
2020-04-01,67426.24951324824,102810.76160774592,0.6558287134424675
2020-05-01,19826.778843005945,111112.29265602474,0.17843911208262603
2020-06-01,3674.880000911997,127521.49437793379,0.028817730052792534
2020-07-01,10349.675918821145,138272.55726838473,0.0748498192503419
2020-08-03,15177.203366216478,156721.10271161443,0.0968421170066953
2020-09-01,6798.383171895806,177225.02019009955,0.03836017716123578
2020-10-01,251.17276703244715,174669.5069879187,0.0014379886413134488
2020-11-02,3115.1460826338025,163461.87082170852,0.019057325521690385
2020-12-01,79.7968849790741,178491.5018944395,0.00044706265638498713
2021-01-04,282.13966875440565,195789.12981920608,0.0014410384734583408
2021-02-01,494.57910879498195,211505.7854228819,0.0023383715381880784
2021-03-01,836.0201188553019,225595.71935095673,0.003705833254551762
2021-04-01,8387.559462212379,219554.73068871384,0.03820259046981919
2021-05-03,18675.052477453995,223052.64344463235,0.0837248650769281
2021-06-01,14107.20800650958,222705.3210340822,0.06334472809632892
2021-07-01,8919.740556539316,224383.94814854983,0.03975213302973947
2021-08-02,15463.65641835572,223739.71464017272,0.06911449066262107
2021-09-01,3486.0691000592888,232239.10830942512,0.015010689308256404
2021-10-01,6993.940508083131,223277.10369320278,0.03132403812301891
2021-11-01,10131.157658599644,239669.2767000425,0.042271407491579614
2021-12-01,1460.6937183511873,227526.95047418005,0.006419871207815217
2022-01-03,3110.363142026712,227355.20003701572,0.013680633394443205
2022-02-01,97082.55693132762,194470.2962234724,0.4992153496787333
2022-03-01,96661.01225389841,193795.81718935375,0.49877759827733026
2022-04-01,30740.90581863288,202434.6019017017,0.15185598474691625
2022-05-02,120366.37824519043,185882.24344523315,0.6475410238991128
2022-06-01,98878.30656103972,189033.1550755966,0.5230738836343133
2022-07-01,120198.44757054214,177037.5703694618,0.6789431605940963
2022-08-01,27562.82201417807,178329.13220437887,0.15456152157230799
2022-09-01,92193.44121916179,182901.67592985515,0.5040601227433203
2022-10-03,117613.40914014225,181375.68681958562,0.6484519022504505
2022-11-01,56905.236209973154,186472.58812533267,0.3051667635552191
2022-12-01,2693.9056058586466,190693.24532753835,0.014126906284653885
2023-01-03,94656.93141667254,175920.73299519427,0.5380658084187174
2023-02-01,16978.116295927837,183243.53440582164,0.09265328979262716
2023-03-01,13004.245699333016,185123.78405229934,0.07024621804218946
2023-04-03,11772.880669754806,182994.64758602984,0.06433456292332329
2023-05-01,30601.216873644644,174977.52422380334,0.17488655762727817
2023-06-01,23.79081555252378,184673.59668560867,0.00012882629666343507
2023-07-03,5159.900441864778,198435.80338833696,0.026002870216756714
2023-08-01,1840.9084193122926,208758.4425913704,0.008818366320713256
2023-09-01,5919.838593720253,208874.84260678178,0.028341558609165155
2023-10-02,31242.171601530354,188491.9392588103,0.16574805121312403
2023-11-01,54902.92155795458,185685.6752553499,0.295676666939728
2023-12-01,11743.493520933407,192094.3196041167,0.06113399680498276
2024-01-02,11094.012434285916,193756.5416691721,0.05725748580519305
2024-02-01,4659.6177391875135,211892.51637219073,0.02199047809221757
2024-03-01,77.42547612907947,242855.62978368523,0.0003188127703609069
2024-04-01,727.1288528037257,248663.12154002907,0.002924152356410738
2024-05-01,42.87216775657362,228261.1404058242,0.000187820702553012
2024-06-03,9530.555522496732,239030.17703967812,0.03987176698996753
2024-07-01,4218.383882882641,237130.44137799984,0.01778929714113883
2024-08-01,13534.623993365807,242009.32082793,0.05592604428235639
2024-09-03,32764.60944899326,237030.25734862094,0.13822964973118815
2024-10-01,37902.15343992955,255259.3683447147,0.14848486731638635
2024-11-01,36653.60942353969,254118.10406770473,0.14423848138648973
2024-12-02,22403.27301139598,280902.32891196973,0.07975467166175332
2025-01-02,21576.663965394542,272403.74835412746,0.07920839597752037
2025-02-03,16770.654941566023,290856.72691345937,0.057659505143767616
2025-03-03,56486.41515475276,260246.78931456569,0.21704942183350612
2025-04-01,158021.92436295035,254434.9840095568,0.6210699561543586
2025-05-01,151047.84238836763,254627.5607568979,0.5932108917800082
2025-06-02,29541.720266213404,262956.1459482813,0.11234466553226607
2025-07-01,3574.1328641271266,262937.4773503637,0.013593090266719952
2025-08-01,503.83671119208157,270196.5196182966,0.0018647046671949946
2025-09-02,32.452475604961364,269955.2349863624,0.00012021428518176652
2025-10-01,4781.540433058681,315432.5149089193,0.01515867961309995
2025-11-03,25022.929317583963,352107.2991067075,0.07106620448103992
2025-12-01,14827.457454714699,342160.0950279569,0.04333485309998874
2026-01-02,11561.48096727841,371610.4047114801,0.031111833309012956
2026-02-02,5075.156239504759,436470.9694070768,0.01162770629716587
2026-03-02,739.8751455640122,452322.4233137464,0.0016357251098533519
2026-04-01,220546.66448316092,450802.17402944085,0.4892315902379777
2026-05-01,4652.3623530292025,498773.1854349994,0.009327611204623394
