rank,ticker,target_weight,regime_state,row_type
1,GOOGL,0.13604651162790693,neutral,equity
2,NVDA,0.10966924293092402,neutral,equity
3,GEV,0.06477751582132295,neutral,equity
4,AVGO,0.04534296043575996,neutral,equity
5,AMZN,0.04059973110054202,neutral,equity
6,VRT,0.03023255813953488,neutral,equity
7,PR,0.030232558139534876,neutral,equity
8,MRVL,0.027859399171026443,neutral,equity
9,FTI,0.02272242983765543,neutral,equity
10,GLW,0.022388094522909272,neutral,equity
11,AMKR,0.021803079916972994,neutral,equity
12,TER,0.021484488985891923,neutral,equity
13,ZTO,0.020786143651043726,neutral,equity
14,WMT,0.01940112736703347,neutral,equity
15,CIEN,0.0174003744840955,neutral,equity
16,TSM,0.01636015937112002,neutral,equity
17,PWR,0.011748472150069201,neutral,equity
18,ASML,0.01110972212360834,neutral,equity
19,FANG,0.010603186390585113,neutral,equity
20,WELL,0.008635698233531382,neutral,equity
21,CASH,0.31079654559893155,neutral,cash
