rank,ticker,target_weight,regime_state,row_type
1,GOOGL,0.18,neutral,equity
2,NVDA,0.14510084449322258,neutral,equity
3,GEV,0.0857056363174427,neutral,equity
4,AVGO,0.05999222457654396,neutral,equity
5,AMZN,0.05371656730225561,neutral,equity
6,VRT,0.04000000000000001,neutral,equity
7,PR,0.04,neutral,equity
8,MRVL,0.036860128133973456,neutral,equity
9,FTI,0.030063522554436423,neutral,equity
10,GLW,0.02962117121492612,neutral,equity
11,TER,0.02842563158133394,neutral,equity
12,ZTO,0.02750166698445786,neutral,equity
13,WMT,0.025669183900998135,neutral,equity
14,TSM,0.02164574932178957,neutral,equity
15,PWR,0.015544132383168485,neutral,equity
16,ASML,0.014699016963543345,neutral,equity
17,FANG,0.014028831224466461,neutral,equity
18,WELL,0.011425693047441525,neutral,equity
19,CASH,0.1399999999999998,neutral,cash
