rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.07438493606160171,-0.10247138971041281,
2022-11-30,-0.07297216670684528,-0.25230319094244913,
2020-02-28,-0.0704489184017739,-0.1050220400945322,
2020-08-31,-0.06391354499906049,-0.06391354499906055,
2023-08-31,-0.061318591638029565,-0.1467397395170683,
2021-08-31,-0.059939774196338155,-0.059939774196338114,
2025-10-31,-0.05961622671078097,-0.05961622671078093,
2026-02-27,-0.05882291516234218,-0.05882291516234217,
2019-08-30,-0.05494104891907838,-0.05494104891907836,
2024-11-29,-0.052823883267836505,-0.05282388326783649,
