rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop
2019-04-30,1.0047320179081038,100473.20179081039,0.9386810683613055,93868.10683613055,0.004732017908103821,-0.06131893163869451,0.0,0.0,1.0047320179081038,False,,0.0,0,1.0,1,0,0.0,1,0.0017606290070134012,0.005471388901090418,3,True,-0.08,-0.15
2019-05-31,1.0500870329254082,105008.70329254081,1.0138863711765451,101388.6371176545,0.04514140508006855,0.08011805644118142,0.0,0.0,1.0500870329254082,False,,0.0,0,1.0,1,0,0.0,2,0.047891405080068554,0.0,1,True,-0.08,-0.15
2019-06-28,1.0528320102926418,105283.20102926418,1.0102027204974469,101020.27204974469,0.002614047484794143,-0.0036331987329345505,0.0,0.0,1.0528320102926418,False,,0.0,0,1.0,1,0,0.0,3,0.005614107599663034,1.124798891097463e-05,2,True,-0.08,-0.15
2019-07-31,1.0617927937316856,106179.27937316855,0.9940281763363923,99402.81763363924,0.008511123665923652,-0.01601118650035893,0.0,0.0,1.0617927937316856,False,,0.0,0,1.0,1,0,0.0,4,0.01126451728841229,0.0,0,True,-0.08,-0.15
2019-08-30,1.0670493407063812,106704.93407063812,1.0056503165476978,100565.03165476977,0.004950633499989601,0.011691962549935209,0.0,0.0,1.0670493407063812,False,,0.0,0,1.0,1,0,0.0,5,0.0074035042082845675,0.0,0,True,-0.08,-0.15
2019-09-30,1.0842078526146088,108420.78526146089,1.0489716902723578,104897.16902723578,0.01608033598227877,0.043077969560411544,0.0,0.0,1.0842078526146088,False,,0.0,0,1.0,1,0,0.0,6,0.018118195753935674,0.0,0,True,-0.08,-0.15
2019-10-31,1.0788029727038397,107880.29727038398,1.0650333649139971,106503.3364913997,-0.00498509570626607,0.01531182851795454,0.0,-0.004985095706266123,1.0842078526146088,False,,0.0,0,1.0,1,0,0.0,7,-0.0022350957062660702,0.0,0,True,-0.08,-0.15
2019-11-29,1.1181723710737455,111817.23710737455,1.114278678263725,111427.8678263725,0.03649359462852871,0.046238282266118924,-0.004985095706266123,0.0,1.1181723710737455,False,,0.0,0,1.0,1,0,0.0,8,0.039243594628528715,0.0,2,True,-0.08,-0.15
2019-12-31,1.2163246029645254,121632.46029645254,1.1112243606625787,111122.43606625787,0.08777916037804412,-0.0027410715656029927,0.0,0.0,1.2163246029645254,False,,0.0,0,1.0,1,0,0.0,9,0.08981884857851073,0.0,0,True,-0.08,-0.15
2020-01-31,1.1928405828189466,119284.05828189466,1.0569478029777035,105694.78029777035,-0.019307362597403437,-0.048843923519200194,0.0,-0.019307362597403403,1.2163246029645254,False,,0.0,0,1.0,1,0,0.0,10,-0.036012821593624254,0.018916775757827048,3,True,-0.08,-0.15
2020-02-28,1.12646747711388,112646.747711388,0.8449822658042982,84498.22658042982,-0.055642897014965866,-0.20054494325665084,-0.019307362597403403,-0.07387594202373134,1.2163246029645254,False,,0.0,0,1.0,1,0,0.0,11,-0.12734515188834086,0.07344687110757334,11,True,-0.08,-0.15
2020-03-31,1.2478937458696058,124789.37458696058,0.9681844766787635,96818.44766787635,0.10779385221740417,0.1458044930176079,-0.07387594202373134,0.0,1.2478937458696058,False,,0.0,0,1.0,1,0,0.0,12,0.11037397290933613,0.0,0,True,-0.08,-0.15
