rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.17823719934529694,-0.2654993033797002,
2020-02-28,-0.1645870943802456,-0.19612881546179595,
2024-11-29,-0.111217562500252,-0.3576141288429098,
2024-03-28,-0.10770888020779204,-0.36357764737933096,
2023-07-31,-0.1065025049048903,-0.23111430576233105,
2022-11-30,-0.10341548441568679,-0.2390014828855178,
2020-08-31,-0.10336715306488342,-0.10336715306488331,
2023-08-31,-0.09031424325142852,-0.30055563538425534,
2025-03-31,-0.08890130971177963,-0.4361394408764909,
2024-05-31,-0.08102737566223467,-0.39637846215748684,
