rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return,equity,drawdown
2019-05-31,real_estate,"AMT,SBAC,EQIX",3,1.0,0.0,0.008028067169874892,0.5,0.0025,0.005528067169874891,1.005528067169875,0.0
2019-06-28,industrials,"HEI,ACM,OC",3,1.0,0.0,0.0021090915976534706,1.0,0.005,-0.0028909084023465296,1.0026211776316982,-0.002890908402346626
2019-07-31,communication,"GOOG,GOOGL,T",3,1.0,0.0,-0.01152967526138323,1.0,0.005,-0.01652967526138323,0.9860481751552606,-0.019372797886628712
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.018493201467087453,1.0,0.005,-0.023493201467087454,0.9628827467200841,-0.04241087030998436
2019-09-30,communication,"GOOGL,GOOG,T",3,1.0,0.0,0.02738606278199468,1.0,0.005,0.02238606278199468,0.9844379003398595,-0.020974219933387994
2019-10-31,consumer_discretionary,"BKNG,HD,TJX",3,1.0,0.0,-0.06796378673690351,1.0,0.005,-0.07296378673690351,0.9126095833237369,-0.09240764816009894
2019-11-29,information_technology,"AAPL,QRVO,UI",3,0.9999999999999999,1.1102230246251565e-16,0.1082521796358393,1.0,0.005,0.1032521796358393,1.0068385119584677,0.0
2019-12-31,information_technology,"AAPL,QRVO,MSFT",3,1.0,0.0,-0.022533040045039577,0.06661773369989452,0.00033308866849947257,-0.02286612871353905,0.9838160129502772,-0.022866128713539102
2020-01-31,information_technology,"NOW,AAPL,MSFT",3,1.0,0.0,-0.012484099826912882,0.5508110314463026,0.002754055157231513,-0.015238154984144395,0.9688244720690579,-0.037755846084459255
2020-02-28,information_technology,"NOW,ENPH,ENTG",3,1.0,0.0,-0.1620870943802456,0.5,0.0025,-0.1645870943802456,0.8093684672467362,-0.19612881546179595
2020-03-31,health_care,"GILD,VRTX,QGEN",3,1.0,0.0,0.07309780895945905,1.0,0.005,0.06809780895945905,0.8644846865071146,-0.1413869491090992
2020-04-30,consumer_discretionary,"AMZN,EBAY,DPZ",3,1.0,0.0,0.10165635888772917,1.0,0.005,0.09665635888772917,0.9480426286190924,-0.058396537916500235
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.25444611526766847,1.0,0.005,0.24944611526766847,1.184528179436274,0.0
2020-06-30,internet,"MELI,PDD,SE",3,1.0,0.0,0.11628509225597472,0.13606561112054777,0.0006803280556027389,0.11560476420037198,1.3214652803087004,0.0
2020-07-31,internet,"MELI,PDD,SE",3,1.0,0.0,0.0625159121841092,0.051197789072738684,0.00025598894536369343,0.06225992323874551,1.4037396072233874,0.0
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09836715306488342,1.0,0.005,-0.10336715306488342,1.2586390403802883,-0.10336715306488331
2020-09-30,consumer_discretionary,"HD,TSLA,LOW",3,1.0,0.0,-0.05209010422130616,0.607559979758195,0.003037799898790975,-0.05512790412009713,1.1892529080403926,-0.15279664268165227
2020-10-30,internet,"BABA,JD,MELI",3,1.0,0.0,-0.026159314055018174,1.0,0.005,-0.031159314055018174,1.1521966031879185,-0.17919491816080035
2020-11-30,communication,"GOOGL,GOOG,DIS",3,1.0,0.0,-0.003663324398921062,1.0,0.005,-0.008663324398921063,1.1422147502431668,-0.1863058188530562
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.06404094193826239,1.0,0.005,0.05904094193826239,1.2096521849933006,-0.13826454794845744
2021-01-29,internet,"PDD,SE,MELI",3,0.9999999999999999,1.1102230246251565e-16,0.03888435688021007,1.0,0.005,0.033884356880210076,1.2506404713305395,-0.10906519635481382
2021-02-26,communication,"GOOG,GOOGL,DIS",3,1.0,0.0,-0.007662432887117454,1.0,0.005,-0.012662432887117454,1.2348043202964036,-0.12034659851276808
2021-03-31,consumer_discretionary,"WSM,HD,AZO",3,1.0,0.0,0.014057441229568904,1.0,0.005,0.009057441229568905,1.2459884878575063,-0.11237918952640702
2021-04-30,financials,"MSCI,SPGI,BAC",3,1.0,0.0,-0.02489066384376342,1.0,0.005,-0.02989066384376342,1.2087450648137585,-0.1389107647930019
2021-05-28,information_technology,"GEN,FTNT,ORCL",3,0.9999999999999999,1.1102230246251565e-16,0.031504570609501514,1.0,0.005,0.026504570609501513,1.2407823337330013,-0.11608796435737634
2021-06-30,health_care,"IDXX,RMD,ISRG",3,1.0,0.0,0.09268711030838804,1.0,0.005,0.08768711030838804,1.3495829510997461,-0.038580272185069875
2021-07-30,information_technology,"ORCL,MSFT,FTNT",3,0.9999999999999999,1.1102230246251565e-16,0.06195528052033601,1.0,0.005,0.056955280520336014,1.426448826665095,0.0
2021-08-31,information_technology,"MSFT,NOW,AAPL",3,1.0,0.0,-0.05307758404341906,0.6510931886684019,0.00325546594334201,-0.056333049986761065,1.3460926136090137,-0.05633304998676092
2021-09-30,energy,"LNG,XOM,ENB",3,1.0,0.0,0.06852393682147537,1.0,0.005,0.06352393682147536,1.431601715751767,0.0
2021-10-29,information_technology,"MSFT,INTU,CRM",3,1.0,0.0,0.021505036785623426,1.0,0.005,0.016505036785623425,1.4552303547326115,0.0
2021-11-30,consumer_discretionary,"TSLA,HD,LOW",3,1.0,0.0,-0.024883669785167116,1.0,0.005,-0.029883669785167117,1.4117427313504305,-0.02988366978516721
2021-12-31,information_technology,"AAPL,CSCO,MSFT",3,1.0,0.0,-0.05715992296307218,1.0,0.005,-0.06215992296307218,1.3239889119260106,-0.09018602613653948
2022-01-31,energy,"XOM,LNG,ENB",3,1.0,0.0,0.11574304271161105,1.0,0.005,0.11074304271161105,1.4706114725491322,0.0
2022-02-28,communication,"NXST,LYV,OMC",3,1.0,0.0,0.000432868065362961,1.0,0.005,-0.004567131934637039,1.4638949959294094,-0.004567131934637092
2022-03-31,utilities,"ATO,SRE,NI",3,1.0,0.0,-0.058713659332867436,1.0,0.005,-0.06371365933286743,1.3706248888596737,-0.06798980257929277
