rebalance_date,selected_theme,selected_tickers,n_positions,invested_weight,cash_weight,gross_return,turnover,cost,net_return
2019-05-31,real_estate,"AMT,SBAC,EQIX",3,1.0,0.0,0.008028067169874892,0.5,0.0025,0.005528067169874891
2019-06-28,industrials,"HEI,ACM,OC",3,1.0,0.0,0.0021090915976534706,1.0,0.005,-0.0028909084023465296
2019-07-31,communication,"GOOG,GOOGL,T",3,1.0,0.0,-0.01152967526138323,1.0,0.005,-0.01652967526138323
2019-08-30,consumer_staples,"TGT,COST,DG",3,1.0,0.0,-0.018493201467087453,1.0,0.005,-0.023493201467087454
2019-09-30,communication,"GOOGL,GOOG,T",3,1.0,0.0,0.02738606278199468,1.0,0.005,0.02238606278199468
2019-10-31,consumer_discretionary,"BKNG,HD,TJX",3,1.0,0.0,-0.06796378673690351,1.0,0.005,-0.07296378673690351
2019-11-29,information_technology,"AAPL,QRVO,UI",3,0.9999999999999999,1.1102230246251565e-16,0.1082521796358393,1.0,0.005,0.1032521796358393
2019-12-31,information_technology,"AAPL,QRVO,MSFT",3,1.0,0.0,-0.022533040045039577,0.06661773369989452,0.00033308866849947257,-0.02286612871353905
2020-01-31,information_technology,"NOW,AAPL,MSFT",3,1.0,0.0,-0.012484099826912882,0.5508110314463026,0.002754055157231513,-0.015238154984144395
2020-02-28,information_technology,"NOW,ENPH,ENTG",3,1.0,0.0,-0.1620870943802456,0.5,0.0025,-0.1645870943802456
2020-03-31,health_care,"GILD,VRTX,QGEN",3,1.0,0.0,0.07309780895945905,1.0,0.005,0.06809780895945905
2020-04-30,consumer_discretionary,"AMZN,EBAY,DPZ",3,1.0,0.0,0.10165635888772917,1.0,0.005,0.09665635888772917
2020-05-29,internet,"MELI,SE,PDD",3,1.0,0.0,0.25444611526766847,1.0,0.005,0.24944611526766847
2020-06-30,internet,"MELI,PDD,SE",3,1.0,0.0,0.11628509225597472,0.13606561112054777,0.0006803280556027389,0.11560476420037198
2020-07-31,internet,"MELI,PDD,SE",3,1.0,0.0,0.0625159121841092,0.051197789072738684,0.00025598894536369343,0.06225992323874551
2020-08-31,consumer_discretionary,"TSLA,AMZN,HD",3,1.0,0.0,-0.09836715306488342,1.0,0.005,-0.10336715306488342
2020-09-30,consumer_discretionary,"HD,TSLA,LOW",3,1.0,0.0,-0.05209010422130616,0.607559979758195,0.003037799898790975,-0.05512790412009713
2020-10-30,internet,"BABA,JD,MELI",3,1.0,0.0,-0.026159314055018174,1.0,0.005,-0.031159314055018174
2020-11-30,communication,"GOOGL,GOOG,DIS",3,1.0,0.0,-0.003663324398921062,1.0,0.005,-0.008663324398921063
2020-12-31,information_technology,"ENPH,AAPL,PANW",3,1.0,0.0,0.06404094193826239,1.0,0.005,0.05904094193826239
2021-01-29,internet,"PDD,SE,MELI",3,0.9999999999999999,1.1102230246251565e-16,0.03888435688021007,1.0,0.005,0.033884356880210076
2021-02-26,communication,"GOOG,GOOGL,DIS",3,1.0,0.0,-0.007662432887117454,1.0,0.005,-0.012662432887117454
2021-03-31,consumer_discretionary,"WSM,HD,AZO",3,1.0,0.0,0.014057441229568904,1.0,0.005,0.009057441229568905
2021-04-30,financials,"MSCI,SPGI,BAC",3,1.0,0.0,-0.02489066384376342,1.0,0.005,-0.02989066384376342
2021-05-28,information_technology,"GEN,FTNT,ORCL",3,0.9999999999999999,1.1102230246251565e-16,0.031504570609501514,1.0,0.005,0.026504570609501513
2021-06-30,health_care,"IDXX,RMD,ISRG",3,1.0,0.0,0.09268711030838804,1.0,0.005,0.08768711030838804
2021-07-30,information_technology,"ORCL,MSFT,FTNT",3,0.9999999999999999,1.1102230246251565e-16,0.06195528052033601,1.0,0.005,0.056955280520336014
2021-08-31,information_technology,"MSFT,NOW,AAPL",3,1.0,0.0,-0.05307758404341906,0.6510931886684019,0.00325546594334201,-0.056333049986761065
2021-09-30,energy,"LNG,XOM,ENB",3,1.0,0.0,0.06852393682147537,1.0,0.005,0.06352393682147536
2021-10-29,information_technology,"MSFT,INTU,CRM",3,1.0,0.0,0.021505036785623426,1.0,0.005,0.016505036785623425
2021-11-30,consumer_discretionary,"TSLA,HD,LOW",3,1.0,0.0,-0.024883669785167116,1.0,0.005,-0.029883669785167117
2021-12-31,information_technology,"AAPL,CSCO,MSFT",3,1.0,0.0,-0.05715992296307218,1.0,0.005,-0.06215992296307218
2022-01-31,energy,"XOM,LNG,ENB",3,1.0,0.0,0.11574304271161105,1.0,0.005,0.11074304271161105
2022-02-28,communication,"NXST,LYV,OMC",3,1.0,0.0,0.000432868065362961,1.0,0.005,-0.004567131934637039
2022-03-31,utilities,"ATO,SRE,NI",3,1.0,0.0,-0.058713659332867436,1.0,0.005,-0.06371365933286743
2022-04-29,consumer_staples,"KO,DG,DLTR",3,1.0,0.0,-0.035985728703418506,1.0,0.005,-0.0409857287034185
2022-05-31,energy,"VLO,DVN,XOM",3,1.0,0.0,-0.17323719934529694,1.0,0.005,-0.17823719934529694
2022-06-30,health_care,"UTHR,VRTX,HALO",3,1.0,0.0,-0.019272392797685178,1.0,0.005,-0.02427239279768518
2022-07-29,information_technology,"ENPH,FSLR,CDNS",3,1.0,0.0,0.12288279467920477,1.0,0.005,0.11788279467920476
2022-08-31,information_technology,"FSLR,ENPH,PANW",3,1.0,0.0,0.029475044946842714,0.08322936422712839,0.00041614682113564195,0.029058898125707073
2022-09-30,information_technology,"FSLR,ENPH,CDNS",3,1.0,0.0,0.1158551546962902,0.02287162437840009,0.00011435812189200045,0.11574079657439819
2022-10-31,energy,"FANG,DVN,XOM",3,1.0,0.0,-0.07227570870474517,1.0,0.005,-0.07727570870474518
2022-11-30,ai_compute_semiconductors,"MCHP,LSCC,ON",3,1.0,0.0,-0.09841548441568679,1.0,0.005,-0.10341548441568679
2022-12-30,health_care,"GILD,ISRG,A",3,1.0,0.0,-0.03828251687635769,1.0,0.005,-0.04328251687635769
2023-01-31,information_technology,"FSLR,NOW,ALGM",3,1.0,0.0,0.06936736808062614,1.0,0.005,0.06436736808062614
2023-02-28,information_technology,"ADI,ALGM,FTNT",3,1.0,0.0,0.06161549773716064,0.8775608446643839,0.0043878042233219195,0.057227693513838725
2023-03-31,information_technology,"AAPL,MSFT,CRM",3,1.0,0.0,0.039336219312433876,1.0,0.005,0.03433621931243388
2023-04-28,health_care,"ISRG,SYK,WST",3,1.0,0.0,-0.036395602600272095,1.0,0.005,-0.04139560260027209
2023-05-31,information_technology,"NOW,AAPL,CRM",3,1.0,0.0,0.0553413055737419,1.0,0.005,0.050341305573741904
2023-06-30,information_technology,"NOW,AAPL,PANW",3,1.0,0.0,0.010013251593252701,0.28716487531630597,0.0014358243765815299,0.008577427216671171
2023-07-31,ai_compute_semiconductors,"ON,MCHP,TER",3,1.0,0.0,-0.1015025049048903,1.0,0.005,-0.1065025049048903
