portfolio,variant,description,target_pass,score,cagr,max_dd,sharpe,avg_cash_weight,cagr_delta,max_dd_improvement,avg_cash_delta,cagr_gap,max_dd_gap,cash_action_count,estimated_cash_action_cost_usd,confirm_days,release_step,change_band,equity_drawdown_breaker_enabled
main,late_dd_fast_release,Late drawdown breaker intended to avoid long cash lockups.,False,-8.329222349765956,0.3127969557277568,-0.27692534491348675,1.1584873770863413,0.24401515271091612,-0.010967831639987491,0.0075539109717109865,0.01041957872762947,0.03720304427224319,0.02692534491348675,81,7959.939865366735,1,0.3,0.04,True
main,crisis_only_confirm2,Daily crisis-state floors only; no account equity drawdown breaker.,False,-10.25153371371164,0.29536227536577875,-0.26659536293522157,1.1373819625977823,0.2647250669805772,-0.02840251200196553,0.017883892949976166,0.031129492997290537,0.05463772463422123,0.01659536293522157,145,9040.82735301377,2,0.1,0.03,False
main,crisis_only_fast_reentry,Crisis-state floors only with faster confirmation and cash release.,False,-10.646803901986411,0.2945203315524607,-0.2679216299095346,1.1346638562341895,0.26259598256467553,-0.029244455815283565,0.016557625975663126,0.029000408581388887,0.055479668447539265,0.01792162990953461,143,9395.411951323764,1,0.2,0.02,False
main,balanced_lite_dd,Lower crisis floors plus a delayed portfolio drawdown breaker.,False,-12.273484668104707,0.29490284477562856,-0.27669907792648596,1.1195830127278765,0.26007630123854725,-0.02886194259211572,0.007780177958711776,0.0264807272552606,0.05509715522437142,0.02669907792648596,124,9445.321292964229,2,0.2,0.03,True
main,workflow_default,Workflow command-line parameters.,False,-28.024043372651626,0.20770599182512584,-0.2501296486027912,0.9594332729462812,0.4195307869601878,-0.11605879554261844,0.03434960728240655,0.18593521297690116,0.14229400817487414,0.00012964860279118806,257,13496.826819400998,2,0.1,0.03,True
main,strong_dd_cap,Aggressive account drawdown defense; useful as an MDD lower-bound test.,False,-28.024043372651626,0.20770599182512584,-0.2501296486027912,0.9594332729462812,0.4195307869601878,-0.11605879554261844,0.03434960728240655,0.18593521297690116,0.14229400817487414,0.00012964860279118806,257,13496.826819400998,2,0.1,0.03,True
