ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
AMD,2020-01-31,2020-02-28,2,-10253.460613250732,Information Technology,Semiconductors,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0948345056741393,0.12,0.0696690113482786,0.0948345056741393,0.12,0.0696690113482786,0.6779833333333333,1.0,0.3559666666666666,0.4410725343182851,0.5473898539628262,0.3347552146737439,-0.003943305645136,0.0098680417926476,-0.0177546530829196,-0.037541183000995446,0.0248582506427423,-0.0999406166447332,0.0541238045783924,0.0698737431770018,0.038373865979783
PENN,2020-01-31,2020-02-28,2,-7279.479676246643,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.046186665791655104,0.0561538461538461,0.0362194854294641,0.046186665791655104,0.0561538461538461,0.0362194854294641,0.6225624999999999,1.0,0.2451249999999999,0.46171621689533776,0.5359657008769305,0.387466732913745,0.18122452606899975,0.2103813366147678,0.1520677155232317,0.1476266487131404,0.1670579243733265,0.1281953730529543,0.05845911071376805,0.0734576645633952,0.0434605568641409
NOW,2020-01-31,2020-02-28,2,-7005.095748901367,Information Technology,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.09939564955300176,0.12,0.0787912991060035,0.09939564955300176,0.12,0.0787912991060035,0.6225624999999999,1.0,0.2451249999999999,0.5583432636899076,0.6714098794465978,0.4452766479332174,0.15178567600180576,0.1830475299257037,0.1205238220779078,0.11818779864594635,0.1980377387757985,0.0383378585160942,0.029955857103078052,0.0355094736305215,0.0244022405756346
STM,2020-01-31,2020-02-28,2,-6038.030202865601,Semiconductors,Semiconductors,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.6233584375,1.0,0.246716875,0.4109610935230319,0.5020592017431047,0.3198629853029591,0.0095643288194109,0.0199410963580329,-0.0008124387192111,-0.024033548536448453,0.0349313052081277,-0.0829984022810246,0.06677791724565145,0.0694494811193696,0.0641063533719333
PCTY,2020-01-31,2020-02-28,2,-5490.659820556641,Industrials,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.03607032804719515,0.0561538461538461,0.0159868099405442,1.0,1.0,1.0,0.46425862872038237,0.6033464122761955,0.3251708451645693,0.081423933306247,0.1594014460749533,0.0034464205375407,0.0478260559503877,0.1743916549250481,-0.0787395430242727,0.03742036367825625,0.0471537825324065,0.027686944824106
FTNT,2020-01-31,2020-02-28,2,-5285.768050193787,Information Technology,Software - Infrastructure,QUALITY_COMPOUNDER,DEFENSE_REVIEW,cash_defense,bear,bear,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.6225624999999999,1.0,0.2451249999999999,0.4330715444520346,0.6639883924693474,0.2021546964347218,0.008025265927248403,0.0655643658255276,-0.0495138339710308,-0.025572611428610954,0.0805545746756224,-0.1316997975328443,0.03100764534389765,0.0394585705866543,0.022556720101141
PAYC,2020-01-31,2020-02-28,2,-5013.378692626953,Industrials,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.6225624999999999,1.0,0.2451249999999999,0.41483222460507907,0.5218045912798294,0.3078598579303288,0.0780391149098781,0.1867016248908984,-0.0306233950711422,0.04444123755401875,0.2016918337409932,-0.1128093586329557,0.04886843465312425,0.0545905883875262,0.0431462809187223
QRVO,2020-01-31,2020-02-28,2,-4762.779937744141,Information Technology,Semiconductors,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.03607032804719515,0.0561538461538461,0.0159868099405442,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.3342922890900659,0.4159862752631019,0.2525983029170299,-0.06816234600671744,-0.0321148114169966,-0.1042098805964383,-0.1017602233625769,-0.0892196717463436,-0.1143007749788102,0.0410736437770314,0.041214523603237,0.0409327639508258
SHOP,2020-01-31,2020-02-28,2,-4457.235000610352,Software,Software - Application,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.04667522876490225,0.0561538461538461,0.0371966113759584,0.04667522876490225,0.0561538461538461,0.0371966113759584,0.1861666666666666,0.1861666666666666,0.1861666666666666,0.6293222442538025,0.7147839345095095,0.5438605539980955,0.11456510981668144,0.1562458334863484,0.0728843861470145,0.0809672324608221,0.1712360423364431,-0.0093015774147989,0.052486434264151505,0.0718974028931696,0.0330754656351334
TSLA,2020-01-31,2020-02-28,2,-4453.431755065918,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,DEFENSE_REVIEW,cash_defense,bear,bear,0.0565514606363835,0.0569490751189209,0.0561538461538461,0.0565514606363835,0.0569490751189209,0.0561538461538461,0.7074625,1.0,0.414925,0.45584267143649426,0.5437404816284678,0.3679448612445207,0.4003381671554295,0.5401696484933742,0.2605066858174848,0.3667402897995702,0.5551598573434691,0.1783207222556713,0.068185296183002,0.0903691884890142,0.0460014038769898
