rebalance_date,net_return,drawdown,regime_state
2018-09-28,-0.08041084494847461,-0.08041084494847461,
2021-12-31,-0.0743849557286922,-0.10247133673297415,
2022-11-30,-0.07297218980877493,-0.25230326364057876,
2020-02-28,-0.07058540227446634,-0.10927993150280302,
2020-08-31,-0.06391354499906049,-0.06391354499906043,
2018-01-31,-0.06047610247229792,-0.060476102472297955,
2023-08-31,-0.060201386010198275,-0.1457242282774508,
2021-08-31,-0.05993983064145773,-0.05993983064145769,
2026-02-27,-0.05977943843739472,-0.05977943843739475,
2023-03-31,-0.050729213923753076,-0.2671078760338872,
