rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count
2017-05-31,lifecycle_review_concentrated,-0.0026217372867454953,0.00037500000000000006,0.07500000000000001,-0.002996737286745495,0.85,3,"AMZN,GOOGL,ALGN",0,0,3
2017-06-30,lifecycle_review_concentrated,0.017799385576725283,0.0006000000000000001,0.12000000000000001,0.017199385576725283,0.61,6,"AMZN,GOOGL,ALGN,DGX,WAT,UNH",0,0,5
2017-07-31,lifecycle_review_concentrated,0.013082552368331774,0.0008,0.16,0.012282552368331773,0.2899999999999999,7,"AMZN,GOOGL,ALGN,DGX,WAT,UNH,EA",0,1,5
2017-08-31,lifecycle_review_concentrated,0.016655499495234257,0.0010750000000000002,0.21500000000000002,0.015580499495234258,0.0,7,"GOOGL,ALGN,DGX,WAT,UNH,EA,META",1,1,3
2017-09-29,lifecycle_review_concentrated,0.10519294439383439,0.0011211764705882353,0.22423529411764706,0.10407176792324616,0.0,7,"GOOGL,ALGN,WAT,UNH,EA,META,ALB",1,3,2
2017-10-31,lifecycle_review_concentrated,-0.0022071446250063365,0.00106,0.212,-0.0032671446250063362,0.0,7,"GOOGL,ALGN,WAT,UNH,EA,META,ALB",2,3,1
2017-11-30,lifecycle_review_concentrated,-0.00872785451867698,0.0012266666666666667,0.24533333333333332,-0.009954521185343648,0.0,7,"GOOGL,ALGN,WAT,UNH,META,ROST,QCOM",2,2,3
2017-12-29,lifecycle_review_concentrated,0.06717860878551922,0.0015363128491620115,0.3072625698324023,0.0656422959363572,0.0,7,"GOOGL,UNH,META,ROST,QCOM,NTES,SYF",1,2,2
2018-01-31,lifecycle_review_concentrated,-0.059676521466711326,0.0007995810055865923,0.15991620111731847,-0.06047610247229792,0.0,7,"GOOGL,UNH,META,ROST,QCOM,SYF,URI",1,3,1
2018-02-28,lifecycle_review_concentrated,-0.03827118716917093,0.0017877094972067037,0.35754189944134074,-0.04005889666637764,0.0,7,"UNH,META,ROST,QCOM,URI,AMZN,CHRW",0,3,2
2018-03-29,lifecycle_review_concentrated,0.0022252431955016587,0.002804477611940299,0.5608955223880597,-0.0005792344164386402,0.52,6,"URI,AMZN,CHRW,SSNC,ADBE,TYL",0,0,4
2018-04-30,lifecycle_review_concentrated,0.04142685013780949,0.0015000000000000002,0.30000000000000004,0.039926850137809486,0.19999999999999996,7,"AMZN,CHRW,SSNC,ADBE,TYL,FFIV,WYNN",0,1,4
2018-05-31,lifecycle_review_concentrated,-0.018950932460133,0.0008355263157894738,0.16710526315789476,-0.019786458775922475,0.0,7,"AMZN,SSNC,ADBE,TYL,FFIV,WYNN,CSX",1,2,2
2018-06-29,lifecycle_review_concentrated,0.047938423312051406,0.00046052631578947373,0.09210526315789475,0.04747789699626193,0.0,7,"AMZN,SSNC,ADBE,TYL,FFIV,CSX,AMD",1,2,2
2018-07-31,lifecycle_review_concentrated,0.11931208273150708,0.001217105263157895,0.24342105263157898,0.11809497746834918,0.0,7,"AMZN,ADBE,FFIV,CSX,AMD,ALGN,VRSN",1,2,2
2018-08-31,lifecycle_review_concentrated,0.011856083106910477,0.000566618259696063,0.1133236519392126,0.011289464847214414,0.0,7,"AMZN,ADBE,FFIV,CSX,AMD,ALGN,VRSN",2,2,1
2018-09-28,lifecycle_review_concentrated,-0.08,0.00041084494847461086,0.08216898969492217,-0.08041084494847461,0.0,7,"AMZN,ADBE,FFIV,CSX,AMD,ALGN,VRSN",2,2,1
2018-10-31,lifecycle_review_concentrated,0.0064637109783714205,0.002875,0.575,0.0035887109783714205,0.85,3,"CHTR,CMCSA,PG",0,0,3
2018-11-30,lifecycle_review_concentrated,-0.038958373076948556,0.0010500000000000002,0.21000000000000002,-0.04000837307694856,0.42999999999999994,6,"CHTR,CMCSA,PG,CLX,XEL,EXC",0,0,3
2018-12-31,lifecycle_review_concentrated,0.03681507110414644,0.0017500000000000003,0.35000000000000003,0.03506507110414644,0.2899999999999999,7,"PG,CLX,XEL,EXC,NRG,DLTR,HDB",0,1,5
2019-01-31,lifecycle_review_concentrated,0.020263954085330445,0.00045000000000000004,0.09000000000000001,0.019813954085330446,0.10999999999999999,7,"PG,CLX,XEL,EXC,NRG,DLTR,HDB",0,1,3
2019-02-28,lifecycle_review_concentrated,0.047101302494720575,0.0016254672897196263,0.32509345794392525,0.045475835205000946,0.0,7,"PG,XEL,NRG,DLTR,WDAY,CRM,EBAY",0,2,3
2019-03-29,lifecycle_review_concentrated,0.02606645738486506,0.0003698034160489848,0.07396068320979696,0.025696653968816076,0.0,7,"PG,XEL,NRG,DLTR,WDAY,CRM,EBAY",0,2,2
2019-04-30,lifecycle_review_concentrated,-0.04181559093947088,0.0003444827586206896,0.06889655172413792,-0.04216007369809157,0.0,7,"PG,XEL,NRG,DLTR,WDAY,CRM,EBAY",0,2,1
2019-05-31,lifecycle_review_concentrated,0.036545009284097554,0.002245,0.449,0.03430000928409756,0.42999999999999994,6,"XEL,WDAY,EBAY,SBAC,BR,MKTX",0,0,3
