portfolio_kind,base_rebalance_date,period_end_date,action_date,ticker,action,reason,original_weight,new_weight,cash_weight_after,price_return,benchmark_return,relative_return,action_price
main,2019-05-31,2019-06-28,2019-06-21,ELS,weekly_relative_trim,relative_underperformance_trim50,0.0288,0.0144,0.29440000000000066,0.0027921519927405214,0.07308110174170679,-0.0655019920068306,51.06055450439453
main,2019-06-28,2019-07-31,2019-07-17,CSX,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0003136197754728,0.0,0.000313619775473839,-0.09139540137241653,0.003572885237765888,-0.09463018382335286,21.728206634521484
main,2019-07-31,2019-08-30,2019-08-14,NOW,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1391122782909379,0.0,0.13911227829093875,-0.0903814222681193,-0.04603478233678748,-0.046486642395580424,50.46200180053711
main,2019-07-31,2019-08-30,2019-08-15,UNP,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0362789026972069,0.0,0.17539118098814566,-0.08401499672938384,-0.043515028835249714,-0.042342503139192744,139.8375244140625
main,2019-07-31,2019-08-30,2019-08-23,ORCL,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0789880619151835,0.0,0.25437924290332914,-0.0838363864281032,-0.04284269430161547,-0.0428285840607745,46.78181076049805
main,2019-07-31,2019-08-30,2019-08-27,UNH,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0505991073587249,0.0,0.304978350262054,-0.10538141963043146,-0.03605534407706701,-0.0719191450747636,198.890380859375
main,2019-08-30,2019-09-30,2019-09-10,SHOP,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0423456598309019,0.0,0.04234565983090266,-0.12177089366233773,0.02601763340147656,-0.14404092313098216,33.7239990234375
main,2019-08-30,2019-09-30,2019-09-13,AMGN,weekly_relative_trim,relative_underperformance_trim50,0.0741630979661838,0.0370815489830919,0.07942720881399457,-0.05706711088019345,0.03620440151687143,-0.09001265798574809,159.11907958984375
main,2019-08-30,2019-09-30,2019-09-13,AMT,weekly_relative_trim,relative_underperformance_trim50,0.068157772935536,0.034078886467768,0.11350609528176259,-0.06604499697832944,0.03620440151687143,-0.09867686177121116,179.13238525390625
main,2019-08-30,2019-09-30,2019-09-13,ELS,weekly_relative_trim,relative_underperformance_trim50,0.0159204682787657,0.00796023413938285,0.12146632942114544,-0.033553803751187106,0.03620440151687143,-0.06732089264043017,54.725215911865234
main,2019-08-30,2019-09-30,2019-09-13,NOW,weekly_relative_trim,relative_underperformance_trim50,0.0656584879406713,0.03282924397033565,0.15429557339148114,-0.04593135798396086,0.03620440151687143,-0.07926598205971336,50.391998291015625
main,2019-09-30,2019-10-31,2019-10-22,NOW,daily_hard_stop_exit,daily_close_breached_hard_stop,0.0958988605112852,0.0,0.09589886051128604,-0.10567131434117472,0.004265368585623097,-0.10946975407668325,45.667999267578125
