ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
VICI,BUY,1998.0,15.683968544006348,31336.569150924683,78.34142287731171,-31414.910573801993,68585.08942619801,1998.0,2019-05-01,2019-04-30,target_rebalance,0.3134452663077733,next_close,
NOW,BUY,590.0,54.08000183105469,31907.201080322266,79.76800270080567,-31986.969083023072,36598.120343174945,590.0,2019-05-01,2019-04-30,target_rebalance,0.3192349914888197,next_close,
FDS,BUY,143.0,253.6052703857422,36265.55366516113,90.66388416290283,-36356.217549324036,241.9027938509098,143.0,2019-05-01,2019-04-30,target_rebalance,0.3673197422034068,next_close,
FDS,SELL,143.0,258.81585693359375,37010.667541503906,92.52666885375977,36918.14087265015,37160.04366650106,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
NOW,SELL,590.0,49.67599868774414,29308.839225769043,73.27209806442261,29235.56712770462,66395.61079420568,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
VICI,SELL,1998.0,15.182465553283691,30334.566175460815,75.83641543865204,30258.729760022165,96654.34055422785,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
TSCO,BUY,1205.0,18.216556549072266,21950.95064163208,54.877376604080204,-22005.82801823616,74648.51253599169,1205.0,2019-06-03,2019-05-31,target_rebalance,0.2271156918718659,next_close,
PEG,BUY,562.0,46.920223236083984,26369.1654586792,65.92291364669799,-26435.088372325896,48213.42416366579,562.0,2019-06-03,2019-05-31,target_rebalance,0.2728843081281341,next_close,
MA,BUY,206.0,232.9153594970703,47980.564056396484,119.95141014099121,-48100.51546653747,112.90869712831773,206.0,2019-06-03,2019-05-31,target_rebalance,0.5000000000000001,next_close,
PEG,SELL,562.0,46.53152084350586,26150.714714050293,65.37678678512573,26085.337927265165,26198.246624393483,0.0,2019-07-01,2019-06-28,target_exit,,next_close,
TSCO,SELL,1205.0,19.904512405395508,23984.937448501587,59.96234362125397,23924.975104880334,50123.22172927382,0.0,2019-07-01,2019-06-28,target_exit,,next_close,
MA,SELL,5.0,256.4798583984375,1282.3992919921875,3.205998229980469,1279.193293762207,51402.415023036025,201.0,2019-07-01,2019-06-28,target_rebalance,0.5000000000000001,next_close,
AVGO,BUY,740.0,25.294025421142578,18717.578811645508,46.793947029113774,-18764.37275867462,32638.042264361404,740.0,2019-07-01,2019-06-28,target_rebalance,0.1818529708149718,next_close,
VEEV,BUY,199.0,163.47000122070312,32530.530242919922,81.32632560729981,-32611.856568527222,26.185695834181388,199.0,2019-07-01,2019-06-28,target_rebalance,0.3181470291850282,next_close,
AVGO,SELL,370.0,23.155799865722656,8567.645950317383,21.419114875793458,8546.22683544159,8572.412531275771,370.0,2019-07-08,2019-07-05,weekly_relative_trim,,next_close,weekly_relative_trim
AVGO,SELL,370.0,23.203800201416016,8585.406074523926,21.463515186309817,8563.942559337616,17136.35509061339,0.0,2019-07-09,2019-07-08,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
MA,SELL,201.0,263.90484619140625,53044.874084472656,132.61218521118164,52912.26189926147,70048.61698987486,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
VEEV,SELL,199.0,165.24000549316406,32882.76109313965,82.20690273284912,32800.5541904068,102849.17118028167,0.0,2019-08-01,2019-07-31,target_exit,,next_close,
ORLY,BUY,1004.0,24.98666763305664,25086.614303588867,62.71653575897217,-25149.33083934784,77699.84034093384,1004.0,2019-08-01,2019-07-31,target_rebalance,0.2439750602487168,next_close,
TSCO,BUY,1355.0,19.427635192871094,26324.445686340332,65.81111421585084,-26390.256800556184,51309.58354037765,1355.0,2019-08-01,2019-07-31,target_rebalance,0.2560249397512832,next_close,
V,BUY,299.0,170.84580993652344,51082.89717102051,127.70724292755128,-51210.60441394806,98.97912642959272,299.0,2019-08-01,2019-07-31,target_rebalance,0.5,next_close,
TSCO,SELL,1355.0,17.851661682128906,24189.001579284668,60.472503948211674,24128.529075336457,24227.50820176605,0.0,2019-08-26,2019-08-23,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
ORLY,SELL,1004.0,25.590667724609375,25693.030395507812,64.23257598876953,25628.797819519044,49856.3060212851,0.0,2019-09-03,2019-08-30,target_exit,,next_close,
V,SELL,29.0,171.12094116210938,4962.507293701172,12.40626823425293,4950.101025466919,54806.407046752014,270.0,2019-09-03,2019-08-30,target_rebalance,0.4565807350607576,next_close,
AEP,BUY,329.0,73.12708282470703,24058.810249328613,60.14702562332153,-24118.957274951936,30687.44977180008,329.0,2019-09-03,2019-08-30,target_rebalance,0.2386318600936391,next_close,
BKNG,BUY,401.0,76.24681854248047,30574.974235534668,76.43743558883668,-30651.411671123504,36.038100676574686,401.0,2019-09-03,2019-08-30,target_rebalance,0.3047874048456033,next_close,
V,SELL,270.0,166.43235778808594,44936.7366027832,112.341841506958,44824.39476127624,44860.43286195282,0.0,2019-10-01,2019-09-30,target_exit,,next_close,
BKNG,BUY,89.0,77.67021942138672,6912.649528503418,17.281623821258545,-6929.931152324676,37930.50170962814,490.0,2019-10-01,2019-09-30,target_rebalance,0.3806127071005669,next_close,
AEP,BUY,175.0,73.47388458251953,12857.929801940918,32.144824504852295,-12890.07462644577,25040.427083182367,504.0,2019-10-01,2019-09-30,target_rebalance,0.3700212332453992,next_close,
LRCX,BUY,1170.0,21.34354019165039,24971.942024230957,62.429855060577395,-25034.371879291535,6.055203890831763,1170.0,2019-10-01,2019-09-30,target_rebalance,0.2493660596540338,next_close,
AEP,SELL,504.0,73.74188232421875,37165.90869140625,92.91477172851563,37072.993919677734,37079.04912356856,0.0,2019-11-01,2019-10-31,target_exit,,next_close,
LRCX,SELL,1170.0,25.77826690673828,30160.57228088379,75.40143070220948,30085.17085018158,67164.21997375015,0.0,2019-11-01,2019-10-31,target_exit,,next_close,
