rank,ticker,Name,sector,weight,score,score_model_core,score_total,score_focus_bonus,portfolio_seed_score,ensemble_weight_linear,ensemble_weight_catboost,ensemble_weight_ranker,adaptive_ensemble_active,adaptive_ensemble_history_months,adaptive_quality_linear,adaptive_quality_catboost,adaptive_quality_ranker,anticipatory_growth_score,profitability_inflection_score,dominant_archetype_label,archetype_alignment_score,portfolio_sleeve_label,portfolio_sleeve_confidence,portfolio_core_compounder_engine_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,portfolio_monster_slot,sage_sector,sage_composite_score,sage_g_score,sage_v_score,sage_q_score,sage_c_score,sleeve_target_core_compounder_weight,sleeve_target_future_winner_weight,sleeve_target_early_scout_weight,sleeve_invested_share,sleeve_growth_signal,sleeve_risk_signal,future_winner_regime_strength,early_scout_regime_strength,future_winner_scout_score,long_hold_compounder_score,score_future_winner_model,pred_future_winner_ret,pred_future_winner_p,strategy_blueprint_score,stagflation_score,growth_liquidity_reentry_score,m2_yoy_lag1m,fed_assets_bil,reverse_repo_bil,tga_bil,net_liquidity_bil,net_liquidity_change_1m_bil,liquidity_impulse_score,liquidity_drain_score,fear_greed_score,fear_greed_delta_1w,fear_greed_risk_off_score,fear_greed_risk_on_score,fund_join_status,fundamental_reliability_score,core_fundamental_fields_present,sector_adjusted_fields_present,partial_scout_confirmation_score,fundamental_lane_label,latest_statement_repair_used,revenues_ttm,gross_profit_ttm,op_income_ttm,net_income_ttm,op_margin_ttm,gross_margins,operating_margins,roe_proxy,roa_proxy,asset_turnover_ttm,book_to_market_proxy,capital_efficiency_score,sector_adjusted_quality_score,market_cap_live,current_price_live,return_on_equity_effective,revenue_growth_final,earnings_growth_final,forward_pe_final,peg_final,sales_growth_yoy,net_income_growth_yoy,op_income_growth_yoy,ocf_growth_yoy,sales_cagr_3y,sales_cagr_5y,net_income_cagr_3y,net_income_cagr_5y,op_income_cagr_3y,op_income_cagr_5y,ocf_cagr_3y,ocf_cagr_5y,ep_ttm,sp_ttm,fcfy_ttm,price_above_ma20,ma20_above_ma50,golden_cross_fresh_20d,death_cross_recent_20d,breakout_fresh_20d,breakout_volume_z,volume_dryup_20d,post_breakout_hold_score,held_from_prev_rebalance,prev_weight,portfolio_hold_policy_seed_bonus,portfolio_hold_policy_bonus,portfolio_hold_policy_support,portfolio_hold_policy_exit_risk,target_n,weight_cap,cash_target,prev_holdings_applied,prev_holdings_count,rebalance_action,active_rebalance_interval_months,sleeve_rebalance_interval_months,scheduled_rebalance_due,recommended_rebalance_interval_months,next_scheduled_rebalance_date,recommended_next_run_date,recommended_next_run_mode,atr14_pct,event_regime_label,live_event_alert_label,applied_regime_sleeve_policy_label,applied_regime_sleeve_live_label,applied_regime_sleeve_source_label,backtest_usable,research_only_backtest,research_only_output,entry_date,last_trade_date,thesis_status,entry_price,reference_price,shares_held,held_days,unrealized_return,manual_lock,portfolio_kind,snapshot_date,snapshot_source_path,archived_at_utc
1,GOOG,ALPHABET INC CLASS C,Communication,0.1789140872012445,6.660119083983758,4.587979330312694,6.613655972800878,0.8519012457990977,8.210466993764435,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.108068435959066,0.4639666850249299,emerging_growth,0.9686311836205984,core_compounder,0.0053226239712906,0.6269725600614103,0.6110046881475384,0.4381430089557962,,Software,-0.0140455908794636,0.4167181646395567,-1.5210671478400548,0.2517851478039135,1.049490343371512,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.3246327539473912,0.8373822699861804,0.1652511018591404,0.7261918532854662,0.323375339445506,0.9630808330317904,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm,1.0,5,0,1.0,full_ttm,False,422498000000.0,255053000000.0,138129000000.0,160208000000.0,0.3269340919957018,0.6036785972951352,0.3269340919957018,0.334640916059873,0.2275943681020117,0.6002082625983955,0.1031819677787107,1.2118263593655396,1.0253574290705667,4639822347900.391,382.9500122070313,0.334640916059873,0.1745419264802774,0.4433673285523802,29.0703,0.9748591549295774,0.1745419264802774,0.4433673285523802,0.1753258908818624,0.3148694202909481,0.1407157505639378,0.1652553373926271,0.3982809091830559,0.2555103323295595,0.2415626999405524,0.2269470549350005,0.2470137956517026,0.19035609074455,0.034528908218328,0.0910590898358831,0.0328307828572212,1.0,1.0,0.0,0.0,0.9,0.0,0.0690614055759931,0.78,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0267332507266488,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
2,PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.0609664208489582,6.609783100684205,4.5797375628549535,6.574833584579065,0.5268439641375954,7.799801743926132,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.2879940834876888,1.603999217258927,emerging_growth,1.2823066607657827,core_compounder,0.0187456850240831,0.809823023122605,0.8660600781948545,0.7294675072139323,,Software,1.7527099210891135,3.937910635371821,0.0831172887814884,2.127400604119815,-1.1879218301089949,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.4658616456583589,1.2811412551449155,0.117354356988658,0.3339109603597199,0.3384710364489046,0.6593297835021298,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm,0.9835,5,0,0.5714285714285714,full_ttm,False,5224174000.0,4392169000.0,1991965000.0,2281529000.0,0.3812975984337428,0.8407394164130062,0.3812975984337428,0.2666496109699997,0.2236972314351061,0.5122149489816978,0.0266172886431714,1.0088339483148268,0.8957263813584091,321455769395.01953,134.10009765625,0.2666496109699997,0.6770894863089338,2.9978359567611896,212.038,0.3222413033236577,0.6770894863089338,2.9978359567611896,3.911519589713243,1.0406706685179787,0.3806246688978458,0.3475328091248952,,,,,0.9351501348432258,,0.0070974896617778,0.0162516106331888,0.0083628177060232,0.0,0.0,0.0,0.0,0.0,0.0,0.0898137987640094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0450700281514456,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
3,LRCX,LAM RESEARCH CORP,Information Technology,0.0609664208489582,7.000560575781732,5.09915243696653,6.958520646492668,0.9328981953108968,8.924581974894739,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.010094720776088,0.6825976570541717,emerging_growth,0.96147300276389,core_compounder,0.0173038687977192,0.7160003612528714,0.6640887548597135,0.6470446882634981,True,Semiconductor,0.2058533683322099,-0.4172071936054013,0.0,0.1409571488252237,2.1109106592519638,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.5419183573128803,1.2969999030335386,0.0505361115587738,0.1548446588496752,0.200826113413311,0.8131219053924494,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.916585,5,0,0.8571428571428571,full_ttm,False,18435591000.0,8979059000.0,5900968000.0,5358217000.0,0.3200856430368844,0.4870502388559173,0.3200856430368844,0.5433405001754783,0.257706819623594,0.8866713543873554,0.0293591751834348,2.068541378179904,1.2433370961526011,360527124276.0315,288.2900085449219,0.5433405001754783,0.0,0.0516141094549162,47.8588,2.134647636039251,0.0,,,,0.0227899435576897,0.1290730876240473,0.0516141094549162,0.189238603578461,0.0310788682017604,0.1714683970487525,0.2572973770596889,0.237467758501531,0.0148621744085406,0.0511351012410514,0.01689877013341,1.0,1.0,0.0,0.0,0.8,0.0,0.0440560353801442,0.96,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0499323542135535,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
4,VRT,VERTIV HOLDINGS CLASS A,Industrials,0.0609664208489582,4.716243812656545,1.9048117381039256,4.687383572193503,1.1003173507839823,7.77308354256091,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,2.270284376822146,1.3024023575200427,emerging_growth,1.628862079162846,core_compounder,0.0048226485960856,0.8055385905708236,0.8915741614920829,0.9060421072803398,True,Industrial,1.1265252880270873,2.973771255395928,-1.7475397133542234,-0.1867234017432979,3.7951408494192864,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,2.6348957022724164,1.788834466535201,0.014358844166771,-0.2994763966199814,0.2584820285808764,1.4047880486527378,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.925,5,0,1.0,full_ttm,False,10229900000.0,3715200000.0,1829700000.0,1332800000.0,0.1788580533534052,0.363170705480992,0.1788580533534052,0.3381625352041205,0.0994619443138484,0.7634196759725673,0.0300556036996944,0.7717591372651792,0.0348379651678295,141234893912.417,367.6950073242188,0.3381625352041205,0.2768541401432887,1.0114235914207654,80.9207,0.5954429727740985,0.2768541401432887,,,,0.2158001362930794,0.5095356874012973,,1.0114235914207654,1.0154071645889724,,,0.5887392073654256,0.0094367614339449,0.0724318170716635,0.0134088676497635,1.0,1.0,0.0,0.0,0.95,0.0,0.2517180831246765,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0490155786532221,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
5,GLW,CORNING INC,Information Technology,0.0595206270011178,6.212853093158197,4.404489669627955,6.198369198430332,0.916524940465622,8.286133783981654,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.665054164194359,0.6075525971377478,emerging_growth,1.0647400577423918,future_winner,0.0019510505217183,0.4446250757316635,0.8915741614920829,0.8857210099269279,,Software,0.1711290896872023,-0.2741389596293352,-1.054205929397513,-0.0386422888597141,3.60193186747851,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,2.284338416016651,0.5920271805619888,0.020772639293428,-0.1243651002485603,0.2095894186424178,0.699409603637501,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.925,5,0,0.8571428571428571,full_ttm,False,15629000000.0,5621000000.0,2279000000.0,1742000000.0,0.1458186704203724,0.3596519291061488,0.1458186704203724,0.1415454619322337,0.0557386490896873,0.5000799923207372,0.0731477379359141,-0.0382927691797763,-0.3289032401172572,168822718903.74985,196.16000366210935,0.1415454619322337,0.1914163744473243,0.097964150138986,85.191,3.7795474711623775,0.1914163744473243,,,,0.0327374885957882,0.0669678819740504,0.097964150138986,0.3329892583557043,0.1658605508089325,0.349656141149296,0.0100930052936076,0.043333079463498,0.0103185164373117,0.0925764026399224,0.014535958287694,1.0,1.0,0.0,0.0,0.95,0.0,-0.0410391565740753,0.79,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0694112646959131,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
6,FTI,TECHNIPFMC PLC,Energy,0.056898740829369,2.311652357014561,0.5348193333068368,2.2874225807792405,0.9182102567242304,5.134756526068782,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.1917501459414164,0.223264155770627,emerging_growth,0.9146330551840388,future_winner,0.012929224401933,0.6440803779954762,0.8502650552009364,0.8114773819951373,True,Energy,1.2334723856992251,3.4755638122303294,-0.8853462570342459,-0.0759596983597821,1.7156769351141143,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.6529955109131234,0.7933313542212299,0.0368139574568928,0.0392185485195316,0.2058758597795265,0.9658178274052868,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.925,5,7,0.8571428571428571,full_ttm,False,9932600000.0,,1436100000.0,967100000.0,0.1445844995268107,,0.1445844995268107,0.2839984729686077,0.0958844350145249,0.984781035286186,0.115418932757857,0.7823799146190651,0.3344087497493996,29204913955.25,73.25,0.2839984729686077,0.0935012605550846,0.5631231381933035,28.0113,0.3012291644262824,0.0935012605550846,,,,0.1401825931107769,0.2372721575288066,,,0.5631231381933035,,0.7110926571390206,0.2185438260942596,0.0331142903376419,0.3401003000803045,0.0495601528639261,0.0,1.0,0.0,0.0,0.55,0.0,0.0777121700303735,0.51,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.031048258126276,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
7,FIX,COMFORT SYSTEMS USA INC,Industrials,0.0566464468687113,2.427711034898305,0.016107173393973,2.3885654470845163,1.1003173507839823,5.445584966423583,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,2.046533436365125,0.5459874037048736,emerging_growth,1.3951517154976878,core_compounder,0.0175138030815835,0.7466518271798152,0.8535006980355891,0.9060421072803398,,Industrial,1.232082585445819,3.442928843095314,-1.8091634649446149,-0.0538765419981529,3.2854499473210077,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,2.357981432114247,1.606775109382986,-0.0696970684192034,-0.6686867973755847,0.1125350603634544,1.416244315220374,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.925,5,0,1.0,full_ttm,False,9101641000.0,2195899000.0,1314589000.0,1022558000.0,0.1444342838835326,0.2412640753464128,0.1444342838835326,0.4175795724717757,0.1473777756254876,1.3117882849889584,0.0396965201066282,1.5361943017752735,0.4979597804104538,70914226043.95898,2014.469970703125,0.4175795724717757,0.2951507767511407,0.6078113384044881,53.7113,1.1229625757892536,0.2951507767511407,,,,0.3001727196670096,0.2608575995095228,0.6078113384044881,0.4677824854780246,0.7298848997394711,0.4714081007313051,0.5785164894676165,0.3287153315351434,0.0144196454935026,0.1283471809218927,0.0145450787175003,1.0,1.0,0.0,0.0,0.95,0.0,0.0528094610218625,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,1,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0467090274235393,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
8,PWR,QUANTA SERVICES INC,Industrials,0.0565631406386838,3.866320470076455,2.2558866286508503,3.872674744286325,0.7166763972447932,5.935047575403486,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.353638005685341,0.7894653389231702,emerging_growth,0.648426397667995,future_winner,0.0045132974589788,0.1208905229048219,0.608883843364234,0.6224237357411706,,Industrial,0.5448373706120884,1.779542556856606,-1.5169042456234836,-0.2209656779472654,2.37643304403309,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.4198796981209028,0.1142974322685521,0.0150700413723238,0.162884473729301,0.0853530399791164,0.3971107026421038,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.922195,5,0,0.8571428571428571,full_ttm,False,28479697000.0,4275081000.0,1611509000.0,1028378000.0,0.0565844854318499,0.1501097782044521,0.0565844854318499,0.1139114258794484,0.0399422557168479,1.106152932396791,0.0795532851900905,0.221586826150412,-0.3935070452034176,114928214191.94984,765.8809814453125,0.1139114258794484,0.2030559551586537,0.2792153103531403,100.8139,5.844284057971015,0.2030559551586537,,,,0.18590697460932,0.2051853516974104,0.2792153103531403,0.1820946295673038,0.2270874402243512,0.2139396764237213,0.2541354856572857,0.1485158356770424,0.0089480029532385,0.2478042245782573,0.0191690962527312,1.0,1.0,0.0,0.0,0.8,0.0,-0.0291856078826346,0.96,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0407355205287481,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
9,UMC,United Microelectronics,Semiconductors,0.0562924863585598,2.7063014553095672,0.5174150196528724,2.71333758934568,1.1003173507839823,4.680298673342787,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.2248887624591622,0.8367391374355634,emerging_growth,0.8369651455637138,future_winner,0.034380416568168,0.5339997656317749,0.8913241390597565,0.7881828893552525,,Semiconductor,0.3400630913783525,-0.0261466326227348,0.0,-0.2219698113084126,2.6980457708227528,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.626135996661925,0.8844496633752983,0.0537636668270988,0.0335183419909627,0.2645042766715376,0.7680975351518786,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_no_ttm,0.37978,4,0,0.8571428571428571,full_ttm,False,,2307230000.0,1574034000.0,1484435000.0,,,,0.1330974325730443,0.0868927557712018,,0.2762320522328071,0.1283377635496492,0.2408206440026857,40375455744.0,15.984999656677246,0.1330974325730443,,0.9990209822228148,27.199207606934625,0.2722586221003745,,0.9990209822228148,1.015341358674359,,,,-0.0662263443977294,0.575042799816387,-0.0546615120187825,0.5730339193048812,,,0.0367657769465696,,,1.0,1.0,0.0,0.0,1.0,-0.141937456236489,-0.4693865574549285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0488180817642935,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
10,OKE,ONEOK INC,Energy,0.0561550728003203,2.5050596104413283,0.2923829752894378,2.4900370379302954,0.9031281019841784,4.329793007676064,0.2611217666842975,0.4438775847365109,0.2950006485791916,True,12,-0.1812643320006934,-0.1273794084457746,-0.2781189190627065,1.1916498536982956,0.7783950767076154,emerging_growth,1.1107491697592229,future_winner,0.0119746998553798,0.6337554009965155,0.669679500562655,0.4128373208488841,,Energy,0.5806505315801604,0.9782423972798904,0.5711729885362749,-0.0389317378170475,0.7013691990159467,0.25,0.45,0.3,1.0,0.5071250741634636,0.4722160185178021,0.0349090556456615,0.1220238095238095,1.1833543693520716,0.5658176204565892,0.0309742752892987,0.0828303338430126,0.1811016348693173,0.8172202744638329,0.3080927532035859,0.5071250741634636,0.0469058690170494,6.0,1.199,6.0,6.0,-6.0,0.0,0.3425102858611372,6.0,-0.6571428571428726,0.070145826962638,0.2319999999999998,matched_with_ttm_fallback,0.8791666666666667,4,6,1.0,full_ttm,False,33629000000.0,10256000000.0,5741000000.0,3393000000.0,0.1707157512860923,0.3049748728775759,0.1707157512860923,,0.04974854478542,0.4930721522513672,,-0.0836943589256603,0.1883021392552557,55842963182.915375,88.63500213623047,,0.5498663471287677,0.2538196521045266,16.7786,0.5458230318802864,0.5498663471287677,,,,0.1452314859645511,0.6725043056260052,0.2538196521045266,0.6162352459467151,0.2692187572677891,0.6053222318441056,0.2442821513962259,0.2414431835302206,0.060759669734683,0.6022065822303726,0.0438193079401029,1.0,0.0,0.0,0.0,0.0,0.0,0.1474895768596161,0.6,0.0,0.0,0.0,0.0,0.0,0.0,18,0.1789140872012445,0.0,False,0,full_rebalance,1,2,True,1,2026-06-30,2026-06-30,full_step1_and_step2,0.0296437959612615,balanced,balanced,growth_25_45_30,balanced,balanced,True,True,False,,,,,,,,,False,main,2026-05-12,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/portfolio_latest.csv,2026-05-12T23:09:05.130085+00:00
