rebalance_date,portfolio_kind,regime,multiplier,pre_stock_weight,post_stock_weight,cash_weight,bull_floor_applied,rows_affected,variant_key
2022-10-31,main,bear,1.0,0.56,0.56,0.43999999999999995,False,0,main_N12
2022-11-30,main,neutral,1.0,0.7999999999999999,0.7999999999999999,0.20000000000000007,False,0,main_N12
2022-12-30,main,bear,1.0,0.39999999999999997,0.39999999999999997,0.6000000000000001,False,0,main_N12
2023-01-31,main,neutral,1.0,0.8,0.8,0.19999999999999996,False,0,main_N12
2023-02-28,main,neutral,1.0,0.7999999999999999,0.7999999999999999,0.20000000000000007,False,0,main_N12
2023-03-31,main,bull,1.0,0.8000000000000002,0.8000000000000002,0.19999999999999984,False,0,main_N12
2023-04-28,main,neutral,1.0,0.7999999999999998,0.7999999999999998,0.20000000000000018,False,0,main_N12
2023-05-31,main,bull,1.0,0.8,0.8,0.19999999999999996,False,0,main_N12
2023-06-30,main,bull,1.0,0.6940000000000001,0.6940000000000001,0.30599999999999994,False,0,main_N12
2023-07-31,main,bull,1.0,0.6931056611454343,0.6931056611454343,0.30689433885456574,False,0,main_N12
2023-08-31,main,bull,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N12
2023-09-29,main,bear,1.0,0.6799999999999999,0.6799999999999999,0.32000000000000006,False,0,main_N12
2023-10-31,main,bear,1.0,0.5599999999999999,0.5599999999999999,0.44000000000000006,False,0,main_N12
2023-11-30,main,neutral,1.0,0.9299999999999999,0.9299999999999999,0.07000000000000006,False,0,main_N12
2023-12-29,main,bull,1.0,0.855,0.855,0.14500000000000002,False,0,main_N12
2024-01-31,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N12
2024-02-29,main,neutral,1.0,0.9300000000000002,0.9300000000000002,0.06999999999999984,False,0,main_N12
2024-03-28,main,strong_bull,1.0,0.95775069608066,0.95775069608066,0.04224930391934001,False,0,main_N12
2024-04-30,main,neutral,1.0,0.8544328304052622,0.8544328304052622,0.1455671695947378,False,0,main_N12
2024-05-31,main,neutral,1.0,0.8900000000000001,0.8900000000000001,0.10999999999999988,False,0,main_N12
2024-06-28,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N12
2024-07-31,main,neutral,1.0,0.892,0.892,0.10799999999999998,False,0,main_N12
2024-08-30,main,neutral,1.0,0.97,0.97,0.030000000000000027,False,0,main_N12
2024-09-30,main,neutral,1.0,0.9699999999999999,0.9699999999999999,0.030000000000000138,False,0,main_N12
2024-10-31,main,neutral,1.0,0.7686590575990702,0.7686590575990702,0.23134094240092984,False,0,main_N12
2024-11-29,main,bull,1.0,0.6435824781446429,0.6435824781446429,0.35641752185535713,False,0,main_N12
2024-12-31,main,neutral,1.0,0.7772336004253044,0.7772336004253044,0.22276639957469557,False,0,main_N12
2025-01-31,main,neutral,1.0,0.8899999999999999,0.8899999999999999,0.1100000000000001,False,0,main_N12
2025-02-28,main,neutral,1.0,0.808,0.808,0.19199999999999995,False,0,main_N12
2025-03-31,main,bear,1.0,0.4,0.4,0.6,False,0,main_N12
2025-04-30,main,bear,1.0,0.39999999999999997,0.39999999999999997,0.6000000000000001,False,0,main_N12
2025-05-30,main,neutral,1.0,0.9699999999999998,0.9699999999999998,0.03000000000000025,False,0,main_N12
2025-06-30,main,bull,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N12
2025-07-31,main,bull,1.0,0.7109448666020315,0.7109448666020315,0.2890551333979685,False,0,main_N12
2025-08-29,main,bull,1.0,0.9699999999999999,0.9699999999999999,0.030000000000000138,False,0,main_N12
2025-09-30,main,neutral,1.0,0.97,0.97,0.030000000000000027,False,0,main_N12
2025-10-31,main,neutral,1.0,0.9699999999999999,0.9699999999999999,0.030000000000000138,False,0,main_N12
2025-11-28,main,bull,1.0,0.3613814125370973,0.3613814125370973,0.6386185874629027,False,0,main_N12
2025-12-31,main,neutral,1.0,0.8899999999999999,0.8899999999999999,0.1100000000000001,False,0,main_N12
2026-01-30,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N12
2026-02-27,main,neutral,1.0,0.9145955489257078,0.9145955489257078,0.08540445107429218,False,0,main_N12
2026-03-31,main,bear,1.0,0.4,0.4,0.6,False,0,main_N12
2026-04-30,main,neutral,1.0,0.9299999999999998,0.9299999999999998,0.07000000000000017,False,0,main_N12
2026-05-29,main,bull,1.0,0.9638273886047952,0.9638273886047952,0.03617261139520478,False,0,main_N12
2026-07-02,main,bull,1.0,0.9638273886047952,0.9638273886047952,0.03617261139520478,False,0,main_N12
2019-05-31,main,bear,1.0,0.97,0.97,0.030000000000000027,False,0,main_N14
2019-06-28,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N14
2019-07-31,main,neutral,1.0,0.9107142857142856,0.9107142857142856,0.08928571428571441,False,0,main_N14
2019-08-30,main,neutral,1.0,0.8685714285714283,0.8685714285714283,0.13142857142857167,False,0,main_N14
2019-09-30,main,neutral,1.0,0.8420019285272897,0.8420019285272897,0.15799807147271028,False,0,main_N14
2019-10-31,main,neutral,1.0,0.8746153846153848,0.8746153846153848,0.1253846153846152,False,0,main_N14
2019-11-29,main,bull,1.0,0.9592303689272607,0.9592303689272607,0.04076963107273934,False,0,main_N14
2019-12-31,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2020-01-31,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2020-02-28,main,bear,1.0,0.42000000000000004,0.42000000000000004,0.58,False,0,main_N14
2020-03-31,main,deep_bear,1.0,0.21,0.21,0.79,False,0,main_N14
2020-04-30,main,bear,1.0,0.6799999999999997,0.6799999999999997,0.3200000000000003,False,0,main_N14
2020-05-29,main,neutral,1.0,0.8,0.8,0.19999999999999996,False,0,main_N14
2020-06-30,main,bull,1.0,0.8800000000000001,0.8800000000000001,0.11999999999999988,False,0,main_N14
2020-07-31,main,bull,1.0,0.93,0.93,0.06999999999999995,False,0,main_N14
2020-08-31,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2020-09-30,main,neutral,1.0,0.8000000000000002,0.8000000000000002,0.19999999999999984,False,0,main_N14
2020-10-30,main,neutral,1.0,0.8890766265942951,0.8890766265942951,0.1109233734057049,False,0,main_N14
2020-11-30,main,neutral,1.0,0.8200000000000001,0.8200000000000001,0.17999999999999994,False,0,main_N14
2020-12-31,main,bull,1.0,0.9651923708521956,0.9651923708521956,0.03480762914780444,False,0,main_N14
2021-01-29,main,neutral,1.0,0.7880893428028694,0.7880893428028694,0.21191065719713065,False,0,main_N14
2021-02-26,main,neutral,1.0,0.8637000552736107,0.8637000552736107,0.1362999447263893,False,0,main_N14
2021-03-31,main,bull,1.0,0.9392307692307693,0.9392307692307693,0.06076923076923069,False,0,main_N14
2021-04-30,main,bull,1.0,0.9084615384615384,0.9084615384615384,0.09153846153846157,False,0,main_N14
2021-05-28,main,bull,1.0,0.9546153846153845,0.9546153846153845,0.04538461538461547,False,0,main_N14
2021-06-30,main,bull,1.0,0.9488371663865306,0.9488371663865306,0.051162833613469405,False,0,main_N14
2021-07-30,main,neutral,1.0,0.9191666666666667,0.9191666666666667,0.08083333333333331,False,0,main_N14
2021-08-31,main,bull,1.0,0.9699999999999998,0.9699999999999998,0.03000000000000025,False,0,main_N14
2021-09-30,main,neutral,1.0,0.92,0.92,0.07999999999999996,False,0,main_N14
2021-10-29,main,bull,1.0,0.9699999999999999,0.9699999999999999,0.030000000000000138,False,0,main_N14
2021-11-30,main,neutral,1.0,0.7079106961529532,0.7079106961529532,0.2920893038470468,False,0,main_N14
2021-12-31,main,bull,1.0,0.22087697390280542,0.22087697390280542,0.7791230260971946,False,0,main_N14
2022-01-31,main,neutral,1.0,0.4000000000000001,0.4000000000000001,0.5999999999999999,False,0,main_N14
2022-02-28,main,bear,1.0,0.39999999999999997,0.39999999999999997,0.6000000000000001,False,0,main_N14
2022-03-31,main,neutral,1.0,0.19248740166566575,0.19248740166566575,0.8075125983343343,False,0,main_N14
2022-04-29,main,bear,1.0,0.20999999999999988,0.20999999999999988,0.7900000000000001,False,0,main_N14
2022-05-31,main,bear,1.0,0.4000000000000001,0.4000000000000001,0.5999999999999999,False,0,main_N14
2022-06-30,main,bear,1.0,0.21000000000000005,0.21000000000000005,0.7899999999999999,False,0,main_N14
2022-07-29,main,bear,1.0,0.68,0.68,0.31999999999999995,False,0,main_N14
2022-08-31,main,bear,1.0,0.4,0.4,0.6,False,0,main_N14
2022-09-30,main,bear,1.0,0.16799999999999998,0.16799999999999998,0.8320000000000001,False,0,main_N14
2022-10-31,main,bear,1.0,0.5599999999999998,0.5599999999999998,0.44000000000000017,False,0,main_N14
2022-11-30,main,neutral,1.0,0.7999999999999999,0.7999999999999999,0.20000000000000007,False,0,main_N14
2022-12-30,main,bear,1.0,0.40000000000000013,0.40000000000000013,0.5999999999999999,False,0,main_N14
2023-01-31,main,neutral,1.0,0.8,0.8,0.19999999999999996,False,0,main_N14
2023-02-28,main,neutral,1.0,0.8000000000000002,0.8000000000000002,0.19999999999999984,False,0,main_N14
2023-03-31,main,bull,1.0,0.8,0.8,0.19999999999999996,False,0,main_N14
2023-04-28,main,neutral,1.0,0.7999999999999999,0.7999999999999999,0.20000000000000007,False,0,main_N14
2023-05-31,main,bull,1.0,0.7999999999999999,0.7999999999999999,0.20000000000000007,False,0,main_N14
2023-06-30,main,bull,1.0,0.7907802518730326,0.7907802518730326,0.20921974812696742,False,0,main_N14
2023-07-31,main,bull,1.0,0.7092862086379568,0.7092862086379568,0.29071379136204323,False,0,main_N14
2023-08-31,main,bull,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2023-09-29,main,bear,1.0,0.68,0.68,0.31999999999999995,False,0,main_N14
2023-10-31,main,bear,1.0,0.56,0.56,0.43999999999999995,False,0,main_N14
2023-11-30,main,neutral,1.0,0.9519586670007076,0.9519586670007076,0.04804133299929236,False,0,main_N14
2023-12-29,main,bull,1.0,0.933538160317634,0.933538160317634,0.06646183968236596,False,0,main_N14
2024-01-31,main,neutral,1.0,0.9699999999999999,0.9699999999999999,0.030000000000000138,False,0,main_N14
2024-02-29,main,neutral,1.0,0.9299999999999999,0.9299999999999999,0.07000000000000006,False,0,main_N14
2024-03-28,main,strong_bull,1.0,0.964072217485428,0.964072217485428,0.03592778251457196,False,0,main_N14
2024-04-30,main,neutral,1.0,0.8623624727172228,0.8623624727172228,0.13763752728277723,False,0,main_N14
2024-05-31,main,neutral,1.0,0.9017198182578225,0.9017198182578225,0.09828018174217745,False,0,main_N14
2024-06-28,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2024-07-31,main,neutral,1.0,0.908305721433314,0.908305721433314,0.091694278566686,False,0,main_N14
2024-08-30,main,neutral,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2024-09-30,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N14
2024-10-31,main,neutral,1.0,0.8111190572203113,0.8111190572203113,0.1888809427796887,False,0,main_N14
2024-11-29,main,bull,1.0,0.6758705751312905,0.6758705751312905,0.32412942486870955,False,0,main_N14
2024-12-31,main,neutral,1.0,0.8172538022848755,0.8172538022848755,0.18274619771512446,False,0,main_N14
2025-01-31,main,neutral,1.0,0.8998273790458207,0.8998273790458207,0.10017262095417934,False,0,main_N14
2025-02-28,main,neutral,1.0,0.8533333333333336,0.8533333333333336,0.1466666666666664,False,0,main_N14
2025-03-31,main,bear,1.0,0.4000000000000001,0.4000000000000001,0.5999999999999999,False,0,main_N14
2025-04-30,main,bear,1.0,0.4000000000000001,0.4000000000000001,0.5999999999999999,False,0,main_N14
2025-05-30,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N14
2025-06-30,main,bull,1.0,0.9700000000000002,0.9700000000000002,0.029999999999999805,False,0,main_N14
2025-07-31,main,bull,1.0,0.7455278045172137,0.7455278045172137,0.2544721954827863,False,0,main_N14
2025-08-29,main,bull,1.0,0.97,0.97,0.030000000000000027,False,0,main_N14
2025-09-30,main,neutral,1.0,0.9700000000000001,0.9700000000000001,0.029999999999999916,False,0,main_N14
2025-10-31,main,neutral,1.0,0.97,0.97,0.030000000000000027,False,0,main_N14
2025-11-28,main,bull,1.0,0.3778285029228097,0.3778285029228097,0.6221714970771903,False,0,main_N14
2025-12-31,main,neutral,1.0,0.9203555163530338,0.9203555163530338,0.07964448364696619,False,0,main_N14
2026-01-30,main,neutral,1.0,0.97,0.97,0.030000000000000027,False,0,main_N14
2026-02-27,main,neutral,1.0,0.92,0.92,0.07999999999999996,False,0,main_N14
2026-03-31,main,bear,1.0,0.4000000000000001,0.4000000000000001,0.5999999999999999,False,0,main_N14
2026-04-30,main,neutral,1.0,0.9299999999999999,0.9299999999999999,0.07000000000000006,False,0,main_N14
2026-05-29,main,bull,1.0,0.9340195546275333,0.9340195546275333,0.06598044537246672,False,0,main_N14
2026-07-02,main,bull,1.0,0.9340195546275333,0.9340195546275333,0.06598044537246672,False,0,main_N14
2019-05-31,main,bear,1.0,0.9092857142857144,0.9092857142857144,0.09071428571428564,False,0,main_N15
2019-06-28,main,neutral,1.0,0.8692857142857146,0.8692857142857146,0.13071428571428545,False,0,main_N15
2019-07-31,main,neutral,1.0,0.9053333333333332,0.9053333333333332,0.09466666666666679,False,0,main_N15
2019-08-30,main,neutral,1.0,0.8160000000000001,0.8160000000000001,0.18399999999999994,False,0,main_N15
2019-09-30,main,neutral,1.0,0.7945229078543332,0.7945229078543332,0.20547709214566678,False,0,main_N15
2019-10-31,main,neutral,1.0,0.869285714285714,0.869285714285714,0.130714285714286,False,0,main_N15
2019-11-29,main,bull,1.0,0.9183333333333337,0.9183333333333337,0.08166666666666633,False,0,main_N15
2019-12-31,main,neutral,1.0,0.917138332304159,0.917138332304159,0.08286166769584102,False,0,main_N15
2020-01-31,main,neutral,1.0,0.9138461538461536,0.9138461538461536,0.08615384615384636,False,0,main_N15
2020-02-28,main,bear,1.0,0.4186770816995781,0.4186770816995781,0.5813229183004218,False,0,main_N15
2020-03-31,main,deep_bear,1.0,0.21,0.21,0.79,False,0,main_N15
2020-04-30,main,bear,1.0,0.6573935447613274,0.6573935447613274,0.3426064552386726,False,0,main_N15
2020-05-29,main,neutral,1.0,0.773345412122823,0.773345412122823,0.22665458787717696,False,0,main_N15
2020-06-30,main,bull,1.0,0.822857142857143,0.822857142857143,0.17714285714285705,False,0,main_N15
2020-07-31,main,bull,1.0,0.8791666666666664,0.8791666666666664,0.12083333333333357,False,0,main_N15
2020-08-31,main,neutral,1.0,0.9437501233502309,0.9437501233502309,0.056249876649769104,False,0,main_N15
2020-09-30,main,neutral,1.0,0.7909087411484269,0.7909087411484269,0.2090912588515731,False,0,main_N15
2020-10-30,main,neutral,1.0,0.8743667613797856,0.8743667613797856,0.12563323862021436,False,0,main_N15
2020-11-30,main,neutral,1.0,0.8099999999999998,0.8099999999999998,0.19000000000000017,False,0,main_N15
2020-12-31,main,bull,1.0,0.8506734856300939,0.8506734856300939,0.14932651436990607,False,0,main_N15
2021-01-29,main,neutral,1.0,0.7792835187549093,0.7792835187549093,0.2207164812450907,False,0,main_N15
2021-02-26,main,neutral,1.0,0.8328147950937846,0.8328147950937846,0.16718520490621536,False,0,main_N15
2021-03-31,main,bull,1.0,0.887857142857143,0.887857142857143,0.11214285714285699,False,0,main_N15
2021-04-30,main,bull,1.0,0.8771428571428571,0.8771428571428571,0.12285714285714289,False,0,main_N15
2021-05-28,main,bull,1.0,0.8985714285714286,0.8985714285714286,0.10142857142857142,False,0,main_N15
2021-06-30,main,bull,1.0,0.9190420783976632,0.9190420783976632,0.08095792160233684,False,0,main_N15
2021-07-30,main,neutral,1.0,0.9191666666666669,0.9191666666666669,0.08083333333333309,False,0,main_N15
2021-08-31,main,bull,1.0,0.9262301443447489,0.9262301443447489,0.07376985565525107,False,0,main_N15
2021-09-30,main,neutral,1.0,0.8852143035482848,0.8852143035482848,0.11478569645171521,False,0,main_N15
2021-10-29,main,bull,1.0,0.9459417383817423,0.9459417383817423,0.054058261618257664,False,0,main_N15
2021-11-30,main,neutral,1.0,0.7125209543052885,0.7125209543052885,0.2874790456947115,False,0,main_N15
2021-12-31,main,bull,1.0,0.23879686147385082,0.23879686147385082,0.7612031385261492,False,0,main_N15
2022-01-31,main,neutral,1.0,0.3929320564793097,0.3929320564793097,0.6070679435206903,False,0,main_N15
2022-02-28,main,bear,1.0,0.3768531495441009,0.3768531495441009,0.6231468504558991,False,0,main_N15
2022-03-31,main,neutral,1.0,0.19106385686612398,0.19106385686612398,0.808936143133876,False,0,main_N15
2022-04-29,main,bear,1.0,0.20924412052841213,0.20924412052841213,0.7907558794715879,False,0,main_N15
2022-05-31,main,bear,1.0,0.39612727981042906,0.39612727981042906,0.6038727201895709,False,0,main_N15
2022-06-30,main,bear,1.0,0.20909514999420425,0.20909514999420425,0.7909048500057958,False,0,main_N15
2022-07-29,main,bear,1.0,0.6725128277078914,0.6725128277078914,0.32748717229210855,False,0,main_N15
2022-08-31,main,bear,1.0,0.389761173495488,0.389761173495488,0.610238826504512,False,0,main_N15
2022-09-30,main,bear,1.0,0.126,0.126,0.874,False,0,main_N15
2022-10-31,main,bear,1.0,0.5522653297463472,0.5522653297463472,0.44773467025365277,False,0,main_N15
2022-11-30,main,neutral,1.0,0.7708419006785571,0.7708419006785571,0.22915809932144293,False,0,main_N15
2022-12-30,main,bear,1.0,0.37904791389627146,0.37904791389627146,0.6209520861037285,False,0,main_N15
2023-01-31,main,neutral,1.0,0.7926210764906239,0.7926210764906239,0.20737892350937615,False,0,main_N15
2023-02-28,main,neutral,1.0,0.7953867760460254,0.7953867760460254,0.20461322395397463,False,0,main_N15
2023-03-31,main,bull,1.0,0.7987989738461433,0.7987989738461433,0.2012010261538567,False,0,main_N15
2023-04-28,main,neutral,1.0,0.7717842061562072,0.7717842061562072,0.22821579384379276,False,0,main_N15
2023-05-31,main,bull,1.0,0.7811285851651795,0.7811285851651795,0.21887141483482053,False,0,main_N15
2023-06-30,main,bull,1.0,0.7786105947788774,0.7786105947788774,0.2213894052211226,False,0,main_N15
2023-07-31,main,bull,1.0,0.6611917008930099,0.6611917008930099,0.33880829910699006,False,0,main_N15
2023-08-31,main,bull,1.0,0.9184609020910774,0.9184609020910774,0.08153909790892255,False,0,main_N15
2023-09-29,main,bear,1.0,0.6674167727882542,0.6674167727882542,0.3325832272117458,False,0,main_N15
2023-10-31,main,bear,1.0,0.5576119979809288,0.5576119979809288,0.44238800201907125,False,0,main_N15
2023-11-30,main,neutral,1.0,0.9289932123656485,0.9289932123656485,0.07100678763435153,False,0,main_N15
2023-12-29,main,bull,1.0,0.8834306464290285,0.8834306464290285,0.11656935357097153,False,0,main_N15
2024-01-31,main,neutral,1.0,0.9489142660286043,0.9489142660286043,0.05108573397139571,False,0,main_N15
2024-02-29,main,neutral,1.0,0.9216769706529723,0.9216769706529723,0.07832302934702773,False,0,main_N15
2024-03-28,main,strong_bull,1.0,0.9595831723647797,0.9595831723647797,0.040416827635220254,False,0,main_N15
2024-04-30,main,neutral,1.0,0.9142265204251969,0.9142265204251969,0.08577347957480308,False,0,main_N15
2024-05-31,main,neutral,1.0,0.8851559871087018,0.8851559871087018,0.1148440128912982,False,0,main_N15
2024-06-28,main,neutral,1.0,0.9237036102390338,0.9237036102390338,0.0762963897609662,False,0,main_N15
2024-07-31,main,neutral,1.0,0.8746284064355914,0.8746284064355914,0.12537159356440863,False,0,main_N15
2024-08-30,main,neutral,1.0,0.9191666666666667,0.9191666666666667,0.08083333333333331,False,0,main_N15
2024-09-30,main,neutral,1.0,0.9592607657638533,0.9592607657638533,0.04073923423614667,False,0,main_N15
2024-10-31,main,neutral,1.0,0.7757340671035982,0.7757340671035982,0.22426593289640184,False,0,main_N15
2024-11-29,main,bull,1.0,0.7034361447471175,0.7034361447471175,0.29656385525288254,False,0,main_N15
2024-12-31,main,neutral,1.0,0.8183120751816199,0.8183120751816199,0.18168792481838014,False,0,main_N15
2025-01-31,main,neutral,1.0,0.7493943671840848,0.7493943671840848,0.2506056328159152,False,0,main_N15
2025-02-28,main,neutral,1.0,0.8307692307692308,0.8307692307692308,0.16923076923076918,False,0,main_N15
2025-03-31,main,bear,1.0,0.3778406172935567,0.3778406172935567,0.6221593827064433,False,0,main_N15
2025-04-30,main,bear,1.0,0.3939339502128831,0.3939339502128831,0.6060660497871169,False,0,main_N15
2025-05-30,main,neutral,1.0,0.9556689191250582,0.9556689191250582,0.04433108087494175,False,0,main_N15
2025-06-30,main,bull,1.0,0.9628443551562194,0.9628443551562194,0.037155644843780644,False,0,main_N15
2025-07-31,main,bull,1.0,0.729507464856806,0.729507464856806,0.27049253514319405,False,0,main_N15
2025-08-29,main,bull,1.0,0.9658295559111922,0.9658295559111922,0.03417044408880776,False,0,main_N15
2025-09-30,main,neutral,1.0,0.9491104379964027,0.9491104379964027,0.05088956200359729,False,0,main_N15
2025-10-31,main,neutral,1.0,0.9437774126718366,0.9437774126718366,0.05622258732816343,False,0,main_N15
2025-11-28,main,bull,1.0,0.4012850285641541,0.4012850285641541,0.598714971435846,False,0,main_N15
2025-12-31,main,neutral,1.0,0.8852408278915976,0.8852408278915976,0.11475917210840236,False,0,main_N15
2026-01-30,main,neutral,1.0,0.9411892920162067,0.9411892920162067,0.05881070798379329,False,0,main_N15
2026-02-27,main,neutral,1.0,0.9118815193501476,0.9118815193501476,0.0881184806498524,False,0,main_N15
2026-03-31,main,bear,1.0,0.39529134344316363,0.39529134344316363,0.6047086565568364,False,0,main_N15
2026-04-30,main,neutral,1.0,0.9191411306801059,0.9191411306801059,0.08085886931989406,False,0,main_N15
2026-05-29,main,bull,1.0,0.8918035954570485,0.8918035954570485,0.10819640454295154,False,0,main_N15
2026-07-02,main,bull,1.0,0.8918035954570485,0.8918035954570485,0.10819640454295154,False,0,main_N15
2019-05-31,main,bear,1.0,0.7700000000000002,0.7700000000000002,0.22999999999999976,False,0,main_N18
2019-06-28,main,neutral,1.0,0.7299999999999999,0.7299999999999999,0.27000000000000013,False,0,main_N18
2019-07-31,main,neutral,1.0,0.7544444444444444,0.7544444444444444,0.24555555555555564,False,0,main_N18
2019-08-30,main,neutral,1.0,0.6588235294117648,0.6588235294117648,0.3411764705882352,False,0,main_N18
2019-09-30,main,neutral,1.0,0.7074909544930874,0.7074909544930874,0.2925090455069126,False,0,main_N18
2019-10-31,main,neutral,1.0,0.7699999999999997,0.7699999999999997,0.23000000000000032,False,0,main_N18
2019-11-29,main,bull,1.0,0.7924647859685412,0.7924647859685412,0.2075352140314588,False,0,main_N18
2019-12-31,main,neutral,1.0,0.8016130610905998,0.8016130610905998,0.19838693890940018,False,0,main_N18
2020-01-31,main,neutral,1.0,0.8073333333333335,0.8073333333333335,0.19266666666666654,False,0,main_N18
2020-02-28,main,bear,1.0,0.41238512406914724,0.41238512406914724,0.5876148759308528,False,0,main_N18
2020-03-31,main,deep_bear,1.0,0.20999999999999996,0.20999999999999996,0.79,False,0,main_N18
2020-04-30,main,bear,1.0,0.6573675372001654,0.6573675372001654,0.3426324627998346,False,0,main_N18
2020-05-29,main,neutral,1.0,0.7360258009997063,0.7360258009997063,0.26397419900029373,False,0,main_N18
2020-06-30,main,bull,1.0,0.6917647058823531,0.6917647058823531,0.30823529411764694,False,0,main_N18
