as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,risk_state,account_source,approval_status,backtest_metric_mode,official_broker_cagr,official_broker_max_dd,official_broker_sharpe,official_broker_avg_cash_weight,daily_monitoring_backtest_status,daily_monitoring_position_risk_cagr,daily_monitoring_position_risk_max_dd,daily_monitoring_risk_action_count
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,237.0,2288.22998046875,542310.5053710938,0.3879686694435681,276893.2648925781,6184.959904785156,2026-03-02,2026-05-01,112.0,1119.903968263779,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,BE,970.0,346.114990234375,335731.5405273437,0.2401821793577515,53927.15118408203,0.0,2026-05-01,2026-05-01,52.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,WDC,380.0,759.655029296875,288668.9111328125,0.2065135973814207,138990.89339499958,112228.49255550854,2026-02-02,2026-05-01,140.0,404.2281889262952,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,223.0,438.4700012207031,97778.8102722168,0.069950912890999,-433.0488703493029,82109.77434825458,2026-03-02,2026-05-01,112.0,471.7846980757777,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,concentrated,equity,LITE,67.0,841.1900024414062,56359.73016357422,0.0403197233046371,19811.20135846184,268356.85791125253,2026-02-02,2026-05-01,140.0,643.4540346060227,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,76970.86299888405,0.0550649176216233,0.0,0.0,,,,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.45947898295611966,-0.2459263129266399,1.4336479171600156,0.4131787736993311,missing,0.3112683784485424,-0.28032638040537106,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2288.22998046875,137293.798828125,0.1699482160027756,91062.27807617188,1582.1990454101565,2026-03-02,2026-05-01,112.0,770.5253458658855,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,WDC,152.0,759.655029296875,115467.564453125,0.1429307569059278,64297.1901764063,30444.396853355967,2026-02-02,2026-05-01,140.0,368.7676799171849,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MRVL,308.0,307.739990234375,94783.9169921875,0.1173276414235075,43979.317932128906,-1537.1959184646605,2026-05-01,2026-05-01,52.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,STM,1129.0,80.0999984741211,90432.89827728271,0.1119417618375078,27491.148277282715,229.23301129817915,2026-05-01,2026-05-01,52.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,CIEN,103.0,438.4700012207031,45162.41012573242,0.0559039890859339,5492.979734471141,23225.24437357635,2026-03-02,2026-05-01,112.0,410.1369910379058,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,ON,327.0,130.89999389648438,42804.29800415039,0.0529850156754954,9113.488403320312,440.96551027297954,2026-05-01,2026-05-01,52.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MU,34.0,1187.760009765625,40383.84033203125,0.0499888682398648,24404.06576751,20182.120748908463,2026-01-02,2026-05-01,171.0,475.4681234920726,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,LITE,39.0,841.1900024414062,32806.410095214844,0.0406091966041154,20728.074278417887,61540.558895600974,2026-02-02,2026-05-01,140.0,463.9207810621995,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,PWR,42.0,712.3900146484375,29920.38061523437,0.037036744201745,-1252.4403076171875,951.0120153808592,2026-05-01,2026-05-01,52.0,742.2100219726562,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
2026-06-22,current_broker_ledger_mark_to_market,main,equity,FIX,12.0,2011.8599853515625,24142.31982421875,0.0298844100703397,1746.85546875,0.0,2026-05-01,2026-05-01,52.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,green,simulated_broker_replay,blocked_by_safety_audit,broker_ledger_next_close,0.34916264531196806,-0.26052335382004976,1.2732143945490897,0.2635167815395388,missing,0.3013097334791002,-0.26495891387680015,0
