horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-22,2026-06-22,0.22111592497545396,9.52427351516696,-0.1274203976997298,4.398184374191077,0.6544600711266515,661572.4579867411,807856.663972764,0.16256981833102294,0.1454390757963896,main,portfolio
3M,completed,2026-03-23,2026-06-22,0.4739446386327004,3.7450302858046154,-0.1274203976997298,3.447814996443078,0.49432813612839477,548091.5923152781,807856.663972764,0.30613860337343585,0.1454390757963896,main,portfolio
6M,completed,2025-12-22,2026-06-22,0.894964273206881,2.606688650713672,-0.12850042541674744,3.1610787937527967,0.44704369315700454,426317.62265660777,807856.663972764,0.2429089403789338,0.1454390757963896,main,portfolio
YTD,completed,2026-01-02,2026-06-22,0.8851220367797821,2.873606024156056,-0.12850042541674744,3.237782015610559,0.45919255455171676,428543.4301923324,807856.663972764,0.22330582768955964,0.1454390757963896,main,portfolio
1Y,completed,2025-06-23,2026-06-22,1.7457080707733295,1.7552482060013284,-0.12850042541674744,2.8834482706509754,0.3786906028312537,294225.2574379588,807856.663972764,0.18743480637994792,0.1454390757963896,main,portfolio
2Y,completed,2024-06-24,2026-06-22,2.200905531501258,0.7926850579198164,-0.23760611340273408,1.9843909611279522,0.32272354121753744,252383.78828189627,807856.663972764,0.21935404075624193,0.1454390757963896,main,portfolio
FULL,completed,2019-07-01,2026-06-22,7.0972833962868656,0.3496102769914977,-0.26052335382004965,1.2732143945490892,0.26380695634793755,99768.85140801904,807856.663972764,0.2635167815395388,0.1454390757963896,main,portfolio
1M,completed,2026-05-22,2026-06-22,0.27256158328199653,16.114047556582594,-0.15015203081673756,5.035462268414508,0.6855786171851982,1098430.4247664623,1397820.3604659252,0.06609874934944104,0.0550649176216233,concentrated,portfolio
3M,completed,2026-03-23,2026-06-22,0.46907005558251,3.682357464574423,-0.15015203081673756,3.2628930839650736,0.5221344348081488,951500.1378961924,1397820.3604659252,0.39887743421920735,0.0550649176216233,concentrated,portfolio
6M,completed,2025-12-22,2026-06-22,1.3245531916307738,4.434943638023229,-0.15015203081673756,3.753459731027347,0.49429704027739896,601328.6189787269,1397820.3604659252,0.30784162083280914,0.0550649176216233,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-22,1.2387486127992462,4.592411285732209,-0.15015203081673756,3.7599820785947333,0.5002998380386696,624375.7572754646,1397820.3604659252,0.3191027236098256,0.0550649176216233,concentrated,portfolio
