ticker,target_weight,Name,sector,portfolio_sleeve_label
BE,0.285,Bloom Energy,Industrials,future_winner
SNDK,0.285,SANDISK CORP,Information Technology,future_winner
WDC,0.1664922602326638,WESTERN DIGITAL CORP,Information Technology,future_winner
CIEN,0.1211655321950443,CIENA CORP,Information Technology,future_winner
CASH,0.0785000000000001,Cash,Cash,
LITE,0.0638422075722917,LUMENTUM HOLDINGS INC,Information Technology,future_winner
