daily_crisis_state_all_green,missing_data_only_trigger,state_counts,first_watch_date,first_defense_date,first_crisis_defense_date,first_reentry_ready_date,state_transition_count,avg_state_duration_days,whipsaw_state_count,green_to_crisis_direct_count,crisis_to_green_direct_count,reentry_without_defense_count,covid_2020_detection_lag_days,rate_2022_detection_lag_days
False,False,"{""CRISIS_DEFENSE"": 37, ""DEFENSE_REVIEW"": 396, ""GREEN"": 827, ""REENTRY_READY"": 7, ""WATCH"": 299}",2020-05-13,2020-09-24,2022-06-13,2020-10-07,94,22.694736842105264,94,0,0,0,,86
