ticker,Name,sector,industry_group,source_universe,selected_main_current,selected_concentrated_current,current_main_weight,current_concentrated_weight,decision_bucket,selection_pressure_score,score,concentrated_score,portfolio_monster_early_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,relative_strength_composite,oneil_leadership_score,portfolio_candidate_minimum_pass,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_stale_leader_reason,portfolio_defensive_rotation_action,entry_quality_score,concentrated_entry_quality_gate_pass,selection_confirmation_score,trend_template_full,breakout_setup_quality_score,price_above_ma50,price_above_ma200,market_cap_live,dollar_vol_20d,sales_growth_yoy,eps_growth_yoy,revenues_ttm,months_held_main,first_held_main,last_held_main,months_held_concentrated,first_held_concentrated,last_held_concentrated
LNG,CHENIERE ENERGY INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,not_selected_low_priority,0.6647985989492119,5.229909254314899,,0.5312883004335878,0.599101638891273,0.4420965434002465,,0.7356670128282016,True,future_relaxed,0.121875,0.0,,neutral,0.1557292035435116,,1.0,0.0,0.1734576538795643,1.0,1.0,,1163420784.3655396,0.2627481510315297,0.2334067365595464,19464000000.0,5,2022-01-31,2022-08-31,0,,
CIEN,CIENA CORP,Information Technology,Communication Equipment,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,not_selected_low_priority,0.662889667250438,3.830173747582056,,0.5629615804192202,0.6853658769016159,0.5964374676066408,,0.7466666666666668,True,future_relaxed,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.5057882015515387,1.0,1.0,,1292330851.1099243,0.1879353566851933,,4769507000.0,0,,,4,2020-12-31,2026-02-27
PR,PERMIAN RESOURCES CORP CLASS A,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,not_selected_low_priority,0.6576269702276708,2.950313876377558,,0.5802693893411086,0.6853658769016159,0.6474135809585388,,0.8598705344745213,True,early_relaxed,0.325,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5700059198091443,1.0,1.0,,296382456.2846565,0.6023407402945247,0.0,5000734000.0,2,2024-02-29,2026-02-27,3,2025-07-31,2026-02-27
VZ,VERIZON COMMUNICATIONS INC,Communication,Communication Equipment,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,not_selected_low_priority,0.6574956217162872,3.941588751753092,,0.5891298736871672,0.4566118372245593,0.3216504045786394,,1.12,True,future_relaxed,0.0,0.0,,promote_monster_early,0.467265519786477,,1.0,1.0,0.7359885940279746,1.0,1.0,,1346412168.8243866,0.0,,138191000000.0,2,2020-02-28,2026-02-27,0,,
ETR,ENTERGY CORP,Utilities,Utilities,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,not_selected_low_priority,0.6485639229422067,2.822781587002696,,0.5754757854153489,0.6853658769016159,0.6474135809585388,,0.2973827241347733,True,early_relaxed,0.0,0.0,,neutral,0.3554311955291511,,1.0,1.0,0.5759386407371473,1.0,1.0,,312422400.68943024,0.0898202161292085,0.0,12946686000.0,14,2022-05-31,2026-02-27,13,2022-05-31,2026-02-27
SNDK,SANDISK CORP,Information Technology,Tech Hardware & Storage,current_constituents_proxy+strategic_global_hardware+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,omitted_candidate_gate_block,0.6466637478108581,3.3979201218656825,,0.4858792012743804,0.6297314022558108,0.4632536805795536,,0.875384469565286,False,rejected,0.3333333333333333,0.0,,neutral,0.0,,1.0,1.0,-0.5825040670063002,1.0,1.0,,12184408465.398865,,,7355000000.0,0,,,0,,
SLB,SLB NV,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,omitted_candidate_gate_block,0.6459457092819615,2.956979005747529,,0.5752047600829422,0.6012340895562692,0.427987494288462,,0.286623511491507,False,rejected,0.1083333333333333,0.0,,neutral,0.0,,1.0,1.0,0.3267824891764162,1.0,1.0,,1061105627.6293564,0.1795592894521376,,33135000000.0,0,,,0,,
CNQ,Canadian Natural Resources,Energy,Oil Gas & Consumable Fuels,adr_whitelist,False,False,0.0,0.0,not_selected_low_priority,0.6448423817863397,2.451398215412025,,0.5839068237392194,0.6457739949389719,0.5810706244189575,,0.5159223206847128,True,adr_global_alpha_fallback,0.1083333333333333,0.0,,promote_monster_early,0.0,,1.0,1.0,0.5231152154157924,1.0,1.0,,636884564.5054245,,,44167000000.0,0,,,0,,
OKE,ONEOK INC,Energy,Oil Gas & Consumable Fuels,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,omitted_candidate_gate_block,0.6444133099824869,2.6835259147469395,,0.5427153621910589,0.6437612260944698,0.4864322676875292,,0.5828011400327312,False,rejected,0.0135416666666666,0.0,,neutral,0.3947555667270952,,1.0,0.0,0.3916775696719271,1.0,1.0,,481146874.2302704,0.5498663471287677,0.0,33629000000.0,1,2022-03-31,2022-03-31,0,,
DAL,DELTA AIR LINES INC,Industrials,Transportation & Logistics,current_constituents_proxy+committed_latest_recovery+previous_candidate_cache_recovery,False,False,0.0,0.0,omitted_candidate_gate_block,0.643274956217163,3.475453690929799,,0.4748624137342834,0.5260983449196444,0.446904054261434,,0.905077776941138,False,rejected,0.146875,0.0,,neutral,0.8553017601903983,,1.0,1.0,0.2136834271837545,1.0,1.0,,1030054972.2484016,0.0279188228995992,0.4307551250131161,63364000000.0,2,2024-04-30,2025-07-31,5,2024-02-29,2025-08-29
