ticker,first_rebalance_date,last_rebalance_date,target_row_count,linked_mdd_position_pnl_usd,sector,industry_group,primary_lane,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,avg_weight,max_weight,min_weight,avg_target_weight,max_target_weight,min_target_weight,avg_selection_confirmation_score,max_selection_confirmation_score,min_selection_confirmation_score,avg_breakout_setup_quality_score,max_breakout_setup_quality_score,min_breakout_setup_quality_score,avg_rs_benchmark_1m,max_rs_benchmark_1m,min_rs_benchmark_1m,avg_ticker_ret_1m,max_ticker_ret_1m,min_ticker_ret_1m,avg_atr14_pct,max_atr14_pct,min_atr14_pct
NET,2021-10-29,2021-11-30,2,-24939.89909362793,Information Technology,Software - Infrastructure,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.0707099652272285,0.12,0.021419930454457,0.0707099652272285,0.12,0.021419930454457,1.0,1.0,1.0,0.5623729036572793,0.5640315216002728,0.5607142857142857,0.3140919304702577,0.6674293249035883,-0.0392454639630729,0.35001556578417264,0.7333096632390306,-0.0332785316706853,0.0575831905332832,0.0654077606355469,0.0497586204310195
AMD,2021-12-31,2021-12-31,1,-22873.150268554688,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.01,0.01,0.01,0.01,0.01,0.01,0.1861666666666666,0.1861666666666666,0.1861666666666666,0.4946204503106632,0.4946204503106632,0.4946204503106632,-0.1202538601539492,-0.1202538601539492,-0.1202538601539492,-0.0913683252310255,-0.0913683252310255,-0.0913683252310255,0.047671977981777,0.047671977981777,0.047671977981777
TSLA,2021-10-29,2021-12-31,3,-22762.859344482422,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.08333333333333333,0.12,0.01,0.08333333333333333,0.12,0.01,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.4342457603469562,0.4927132383016597,0.3976190476190476,0.09194511647388671,0.3599301472417011,-0.1057400544014323,0.12552271832413794,0.4258104855771434,-0.0768545194785086,0.04573520723040464,0.0528482502689689,0.0355142415862916
NVDA,2021-10-29,2021-12-31,3,-21707.344024658203,Information Technology,Semiconductors,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.07122026063243873,0.12,0.01,0.07122026063243873,0.12,0.01,0.49781125,1.0,0.246716875,0.5404223845316417,0.6669894629370327,0.43142389440454,0.1078826908116957,0.2720866851255453,-0.1286956146917632,0.14146029266194682,0.2780536174179329,-0.0998100797688396,0.0437924231338429,0.0532181820448287,0.0276570228285047
SAIA,2021-10-29,2021-12-31,3,-20234.559478759766,Industrials,Transportation & Logistics,MARKET_LEADER,GREEN,quality_compounder,bull,bull,0.03781561054849016,0.0933302713821408,0.01,0.03781561054849016,0.0933302713821408,0.01,1.0,1.0,1.0,0.5899793295515522,0.6695886748985486,0.4874327217436484,0.09580737636025166,0.2453091074257194,-0.011221405951091,0.1293849782105028,0.3111894457611617,0.0176641289718326,0.03450555328741933,0.0380630266604472,0.0290452766726336
ENPH,2021-10-29,2021-11-30,2,-10188.399108886719,Information Technology,Tech Hardware & Storage,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.075234291226471,0.0850996764345541,0.0653689060183879,0.075234291226471,0.0850996764345541,0.0653689060183879,0.2451249999999999,0.2451249999999999,0.2451249999999999,0.5564901215796537,0.6858067323410332,0.4271735108182742,0.2841546883101811,0.4949688153672511,0.0733405612531111,0.32007832362409605,0.5608491537026934,0.0793074935454987,0.0548723122938439,0.0569171491350446,0.0528274754526432
CIEN,2021-12-31,2022-01-31,2,-8650.279663085938,Information Technology,Communication Equipment,MARKET_LEADER,DEFENSE_REVIEW,quality_compounder,neutral,neutral,0.03877740048754235,0.0605166094730061,0.0170381915020786,0.03877740048754235,0.0605166094730061,0.0170381915020786,1.0,1.0,1.0,0.496479704449411,0.5533167532532268,0.4396426556455951,0.09032963279852496,0.2490490791513776,-0.0683898135543277,0.06971952547909295,0.2779346140743013,-0.1384955631161154,0.02752101667268215,0.0348579244850828,0.0201841088602815
U,2021-10-29,2021-11-30,2,-8514.359802246094,Information Technology,Software - Application,MARKET_LEADER,WATCH,quality_compounder,neutral,neutral,0.03770035289777265,0.0490025401665265,0.0263981656290188,0.03770035289777265,0.0490025401665265,0.0263981656290188,0.6225624999999999,1.0,0.2451249999999999,0.47243880526645177,0.5703928321690862,0.3744847783638174,0.13498238594322132,0.1366150551061766,0.133349716780266,0.17090602125713625,0.2024953934416189,0.1393166490726536,0.0602986111268135,0.085565531708795,0.035031690544832
LAD,2022-01-31,2022-02-28,2,-8015.192962646486,Consumer Discretionary,Auto Manufacturers & Parts,MARKET_LEADER,DEFENSE_REVIEW,balanced,bear,bear,0.01931467306178955,0.0197248712377155,0.0189044748858636,0.01931467306178955,0.0197248712377155,0.0189044748858636,1.0,1.0,1.0,0.0794660826301651,0.3936741722449505,-0.2347420069846203,0.12875580885906504,0.2036376141800039,0.0538740035381262,0.08714047452215559,0.1905126950679727,-0.0162317460236615,0.054722506129006546,0.054880032540443,0.0545649797175701
STLD,2022-04-29,2022-05-31,2,-7824.623924255371,Materials,Metals & Mining,MARKET_LEADER,DEFENSE_REVIEW,balanced,bear,bear,0.03125367413288755,0.0379514261144484,0.0245559221513267,0.03125367413288755,0.0379514261144484,0.0245559221513267,1.0,1.0,1.0,0.5465702526476526,0.5948068383522143,0.4983336669430908,0.0786196244950588,0.1547497751057478,0.0024894738843698,0.009355408942703251,0.0230256862491198,-0.0043148683637133,0.08983648791588744,0.0962589831196956,0.0834139927120793
