portfolio,candidate_id,source,valid_for_production,metrics_valid,invalid_reason,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,avg_turnover_monthly,governance_action,distance_to_target_pp,rank_score,notes,params
main,main_v2_position_aware_risk_proxy,sidecar:cloud_results/full_rebuild/latest_global_alpha_universe/position_aware_risk_replay/metrics.json#with_position_risk,False,True,,True,0.3609848174155128,0.3,0.0,-0.12627979304735826,-0.15,0.0,1.7263162854462386,,target_pass_review,0.0,1000.3576272052102,Monthly proxy for position-level stops/decay. Target pass here is not production evidence until weekly/intramonth replay confirms it.,"{""data_mode"": ""monthly_position_proxy"", ""experiment_id"": ""position_aware_risk_replay"", ""hard_stop"": -0.08, ""risk_exit_count"": 205, ""risk_exit_rate"": 0.22956326987681971, ""trailing_stop"": -0.15}"
main,orchestrator_replay_main_proxy,sidecar:cloud_results/full_rebuild/latest_global_alpha_universe/orchestrator_replay/concentrated_balanced/metrics.json#metrics.main_proxy,False,True,,True,0.3215745629507789,0.3,0.0,-0.1360309417336385,-0.15,0.0,1.812905944058078,,target_pass_review,0.0,1000.3170233993119,Orchestrator replay proxy for main returns; discovery-only until wired as a true portfolio path.,"{""data_mode"": ""historical_concentrated_monthly"", ""experiment_id"": ""E4_concentrated_balanced_replay"", ""valid_for_promotion"": true}"
main,main_latest_champion,latest_run:cloud_results/full_rebuild/latest_global_alpha_universe/backtest_metrics.json,True,True,,False,0.28116073881810344,0.3,1.8839,-0.15921178440601547,-0.15,0.9212,1.6202096991237043,0.5292144217508118,blocked_both,2.8051,-2.5393031613124295,Current production baseline artifact.,{}
main,lifecycle_review_overlay_main,sidecar:cloud_results/full_rebuild/latest_global_alpha_universe/lifecycle_review_overlay_main/metrics.json,False,True,,False,0.2310080853948162,0.3,6.8992,-0.21613815441278927,-0.15,6.6138,1.154824929332958,0.33838667875382317,blocked_both,13.513,-13.323743764139667,Research-only overlay on production monthly picks: monthly lifecycle review instead of monthly churn.,"{""data_mode"": ""main_monthly_weights_plus_candidate_replay_book""}"
main,experiment_E6_risk_sensing_on,experiment:outputs/experiments/E6_risk_sensing_on/metrics.json,False,True,,False,0.1846609658361189,0.3,11.5339,-0.2162517256738774,-0.15,6.6252,1.1194872875548136,,blocked_both,18.1591,-18.016900789890798,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,main_v2_historical_replay,sidecar:cloud_results/full_rebuild/latest_global_alpha_universe/main_v2_backtest/metrics.json,False,True,,False,0.21214179400142252,0.3,8.7858,-0.26937281501556887,-0.15,11.9373,0.9939476049338214,0.48294211594741965,blocked_both,20.7231,-20.571893199819204,Research-only Main v2 replay from candidate_replay_book.,"{""data_mode"": ""historical_candidate_replay_book""}"
main,experiment_E0_baseline_latest,experiment:outputs/experiments/E0_baseline_latest/metrics.json,False,True,,False,0.21403316158616126,0.3,8.5967,-0.2727261662085777,-0.15,12.2726,1.1831414285357171,0.4858881015027757,blocked_both,20.8693,-20.713422321947345,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E2_main_v2_balanced,experiment:outputs/experiments/E2_main_v2_balanced/metrics.json,False,True,,False,0.21403316158616126,0.3,8.5967,-0.2727261662085777,-0.15,12.2726,1.1831414285357171,0.4858881015027757,blocked_both,20.8693,-20.713422321947345,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E3_main_v2_aggressive,experiment:outputs/experiments/E3_main_v2_aggressive/metrics.json,False,True,,False,0.21403316158616126,0.3,8.5967,-0.2727261662085777,-0.15,12.2726,1.1831414285357171,0.4858881015027757,blocked_both,20.8693,-20.713422321947345,Aggressive lab artifact; discovery-only unless replay-backed.,{}
main,experiment_E5_orchestrator_balanced,experiment:outputs/experiments/E5_orchestrator_balanced/metrics.json,False,True,,False,0.21403316158616126,0.3,8.5967,-0.2727261662085777,-0.15,12.2726,1.1831414285357171,0.4858881015027757,blocked_both,20.8693,-20.713422321947345,Aggressive lab artifact; discovery-only unless replay-backed.,{}
