rebalance_date,source_rebalance_date,state,multiplier,shadow_drawdown,stock_weight_sum
2025-02-21,2025-01-31,caution,0.55,-0.0610875919453886,0.55
2025-02-28,2025-02-28,caution,0.55,-0.04787948907921258,0.55
2025-03-06,2025-02-28,crisis,0.2,-0.10642812182318429,0.2
2025-03-31,2025-03-31,crisis,0.2,-0.11350066047967866,0.2
2025-04-30,2025-04-30,crisis,0.2,-0.15514350642437202,0.2
2025-05-30,2025-05-30,crisis,0.2,-0.14044315228109194,0.2
2025-06-30,2025-06-30,crisis,0.2,-0.1066008266358981,0.2
2025-07-31,2025-07-31,crisis,0.2,-0.10978182920352375,0.2
2025-08-29,2025-08-29,crisis,0.2,-0.11455501376980082,0.2
2025-09-30,2025-09-30,crisis,0.2,-0.0964948579937358,0.2
2025-10-31,2025-10-31,crisis,0.2,-0.08598066007564165,0.2
2025-11-24,2025-10-31,normal,1.0,0.0,1.0
2025-11-28,2025-11-28,normal,1.0,-0.010477699899092974,1.0
2025-12-16,2025-11-28,caution,0.55,-0.050034335479068215,0.55
2025-12-31,2025-12-31,caution,0.55,-0.030705662019455793,0.55
2026-01-05,2025-12-31,normal,1.0,-0.01978848660746302,1.0
2026-01-30,2026-01-30,normal,1.0,-0.0005611937786651477,1.0
2026-02-27,2026-02-27,normal,1.0,0.0,1.0
2026-03-31,2026-03-31,normal,1.0,-0.00710366150366315,1.0
2026-04-09,2026-03-31,caution,0.55,-0.06774779305909584,0.55
2026-04-17,2026-03-31,crisis,0.2,-0.1210711212124278,0.2
