date,signal_date,ticker,target_weight,actual_weight,shares,price
2019-06-03,2019-05-31,PEG,0.3856494086673209,0.38429643524029594,817.0,46.92022705078125
2019-06-03,2019-05-31,ORLY,0.3393851071649943,0.3401408849784397,1360.0,24.947999954223633
2019-06-03,2019-05-31,ELS,0.2749654841676847,0.2753900885025107,547.0,50.220008850097656
2019-07-01,2019-06-28,PEG,0.3481989930950012,0.348959066526548,748.0,46.53152084350586
2019-07-01,2019-06-28,FDS,0.3479379982927631,0.34664683108577427,129.0,268.02288818359375
2019-07-01,2019-06-28,TSCO,0.3038630086122357,0.30433155611336976,1525.0,19.904510498046875
2019-08-01,2019-07-31,ORLY,0.3982234817868241,0.3970721522880504,1540.0,24.98666763305664
2019-08-01,2019-07-31,CBRE,0.3106775190701098,0.3110011555657963,553.0,54.5
2019-08-01,2019-07-31,WRB,0.2910989991430661,0.2918026182457907,1066.0,26.527212142944336
2019-09-03,2019-08-30,BKNG,0.4566731320964186,0.4552344160926875,580.0,76.246826171875
2019-09-03,2019-08-30,AEP,0.2777300720661487,0.2777729130168902,369.0,73.1270751953125
2019-09-03,2019-08-30,ORLY,0.2655967958374327,0.26632877833643587,1011.0,25.590667724609375
2019-10-01,2019-09-30,BKNG,0.4148823906328497,0.41570804031466957,531.0,77.67022705078125
2019-10-01,2019-09-30,AEP,0.3107991022373716,0.3095626579918268,418.0,73.473876953125
2019-10-01,2019-09-30,ORLY,0.2743185071297786,0.27435258914581656,1019.0,26.711332321166992
2019-11-01,2019-10-31,BKNG,0.4999999999999999,0.5001158599129029,644.0,79.79021453857422
2019-11-01,2019-10-31,ORLY,0.2537624919063691,0.2540640777748123,896.0,29.134000778198242
2019-11-01,2019-10-31,DUK,0.2462375080936308,0.2455668141597968,349.0,72.2951431274414
2019-12-02,2019-11-29,CPRT,0.5,0.49907487849103566,2214.0,21.989999771118164
2019-12-02,2019-11-29,PANW,0.2711141986109684,0.271427248650329,707.0,37.45166778564453
2019-12-02,2019-11-29,ORLY,0.2288858013890315,0.22939012863033736,752.0,29.757333755493164
2020-01-02,2019-12-31,CPRT,0.5,0.5007919053248657,2168.0,23.3700008392334
2020-01-02,2019-12-31,AAPL,0.2747297785282012,0.2738292652283982,383.0,72.3338851928711
2020-01-02,2019-12-31,CP,0.2252702214717988,0.22518570206803468,464.0,49.1002311706543
2020-02-03,2020-01-31,CPRT,0.457208414373127,0.4579728225506536,1931.0,25.200000762939453
2020-02-03,2020-01-31,GOOG,0.2919908871466555,0.29059702450492325,419.0,73.69198608398438
2020-02-03,2020-01-31,JD,0.2508006984802175,0.25116074135963895,777.0,34.34581756591797
2020-03-02,2020-02-28,EDU,0.4064332139978326,0.4051472075808835,307.0,131.60206604003906
2020-03-02,2020-02-28,DUK,0.298920376336357,0.2993657298448167,395.0,75.57762145996094
2020-03-02,2020-02-28,NOW,0.2946464096658104,0.29493938017731597,427.0,68.87999725341797
2020-04-01,2020-03-31,JD,0.4354188495977462,0.43548947547779243,954.0,35.84406661987305
2020-04-01,2020-03-31,NOW,0.2936558636200465,0.2942092710828357,423.0,54.61399841308594
2020-04-01,2020-03-31,VRTX,0.2709252867822072,0.2699279676531714,94.0,225.47999572753906
2020-05-01,2020-04-30,FTNT,0.5,0.4996870186197732,2080.0,20.868000030517578
2020-05-01,2020-04-30,AMZN,0.289697716966505,0.2894879035631151,220.0,114.302001953125
2020-05-01,2020-04-30,SE,0.210302283033495,0.2106310479243409,334.0,54.779998779296875
2020-06-01,2020-05-29,GOOGL,0.5,0.5007793165919302,806.0,71.15540313720703
2020-06-01,2020-05-29,MELI,0.2536786699194082,0.25059130262342716,34.0,844.0800170898438
2020-06-01,2020-05-29,SE,0.2463213300805917,0.24627796982830893,342.0,82.47000122070312
2020-07-01,2020-06-30,JD,0.5,0.49256426943128384,1216.0,52.570133209228516
2020-07-01,2020-06-30,AMZN,0.2666991318083674,0.26617538996556994,240.0,143.93499755859375
2020-07-01,2020-06-30,MELI,0.2333008681916326,0.24093341101805962,32.0,977.1400146484375
2020-08-03,2020-07-31,GOOGL,0.430447420299774,0.42505969185426135,827.0,73.53028869628906
2020-08-03,2020-07-31,NOW,0.4101862513092003,0.41086370481755374,668.0,87.99199676513672
2020-08-03,2020-07-31,MELI,0.1593663283910257,0.16393264019136425,20.0,1172.6199951171875
2020-09-01,2020-08-31,AMZN,0.5,0.4980779139629388,449.0,174.95599365234375
2020-09-01,2020-08-31,JD,0.4426175999641922,0.44359495029681445,968.0,72.2751693725586
2020-09-01,2020-08-31,SE,0.0573824000358078,0.05744981979425499,56.0,161.8000030517578
2020-10-01,2020-09-30,CPRT,0.4216443364376682,0.4206838735599283,2312.0,26.80500030517578
2020-10-01,2020-09-30,NOW,0.3506233327693877,0.351047090621638,525.0,98.50399780273438
2020-10-01,2020-09-30,ORLY,0.227732330792944,0.22824212336223093,1088.0,30.90399932861328
2020-11-02,2020-10-30,GOOG,0.4302587164715332,0.4288484794294225,783.0,80.63945007324219
2020-11-02,2020-10-30,CPRT,0.3911755066459798,0.3918429502829242,2035.0,28.350000381469727
2020-11-02,2020-10-30,ORLY,0.178565776882487,0.17890303497069865,895.0,29.430667877197266
2020-12-01,2020-11-30,GOOG,0.4145775580495455,0.4148341235653087,723.0,89.17290496826172
2020-12-01,2020-11-30,CPRT,0.3966714244432002,0.3967326813684794,2140.0,28.8125
2020-12-01,2020-11-30,PTC,0.1887510175072542,0.1878474653998824,269.0,108.52999877929688
2021-01-04,2020-12-31,CPRT,0.4849775796591949,0.48511581845362883,2545.0,30.162500381469727
2021-01-04,2020-12-31,GOOG,0.4736566234042373,0.47339628257000976,874.0,85.70834350585938
2021-01-04,2020-12-31,HPQ,0.0413657969365677,0.04136420893062545,327.0,20.01643180847168
2021-02-01,2021-01-29,GOOG,0.4690344448521313,0.46972103214198624,793.0,94.29335021972656
2021-02-01,2021-01-29,QGEN,0.3319933671847627,0.3310744090529575,955.0,55.18696212768555
2021-02-01,2021-01-29,VEEV,0.1989721879631059,0.1990453699530396,112.0,282.9100036621094
2021-03-01,2021-02-26,GOOG,0.4465858076478968,0.44734286796874073,703.0,103.2280044555664
2021-03-01,2021-02-26,BKNG,0.2837841654099924,0.28252635733875014,503.0,91.1178207397461
2021-03-01,2021-02-26,ORLY,0.2696300269421107,0.26999501971000417,1456.0,30.082000732421875
2021-04-01,2021-03-31,GOOGL,0.3464665637014391,0.3454502250688996,557.0,105.61607360839844
2021-04-01,2021-03-31,ORLY,0.3383044996334196,0.33875710442791024,1704.0,33.85466766357422
2021-04-01,2021-03-31,WSM,0.3152289366651413,0.31543693912526677,651.0,82.51469421386719
2021-05-03,2021-04-30,GOOG,0.3854314860013152,0.3840503904613507,580.0,118.7833023071289
2021-05-03,2021-04-30,ORLY,0.3389182486830551,0.33926663356435105,1645.0,36.99733352661133
2021-05-03,2021-04-30,WSM,0.2756502653156297,0.2760380721788899,621.0,79.73932647705078
2021-06-01,2021-05-28,GOOG,0.4862204315245923,0.4868896137417442,714.0,120.50119018554688
2021-06-01,2021-05-28,FTNT,0.2799939067098403,0.27909537937135215,1147.0,42.99800109863281
2021-06-01,2021-05-28,DUK,0.2337856617655673,0.23391166157712318,501.0,82.50365447998047
2021-07-01,2021-06-30,ABT,0.3708048869390815,0.3695425141207633,642.0,106.65518951416016
2021-07-01,2021-06-30,GOOGL,0.3445532503187543,0.34540021962502754,527.0,121.4407958984375
2021-07-01,2021-06-30,NOW,0.2846418627421642,0.28480963824736966,484.0,109.03399658203125
2021-08-02,2021-07-30,ABT,0.4148754940508696,0.4151449220223086,743.0,110.49713134765625
2021-08-02,2021-07-30,GOOGL,0.3315819630683957,0.3320719355127376,491.0,133.7490692138672
2021-08-02,2021-07-30,CROX,0.2535425428807347,0.25219160689962267,365.0,136.63999938964844
2021-09-01,2021-08-31,GOOGL,0.4482995834028961,0.44868692503975616,651.0,144.025146484375
2021-09-01,2021-08-31,ORLY,0.305491182929733,0.3047302369925323,1612.0,39.50266647338867
2021-09-01,2021-08-31,TT,0.2462092336673707,0.24640009752566408,276.0,186.5553436279297
2021-10-01,2021-09-30,CPRT,0.4434047413724643,0.4425502801395748,2506.0,34.98249816894531
2021-10-01,2021-09-30,ORLY,0.3344045741394594,0.33482857724492804,1646.0,40.29600143432617
2021-10-01,2021-09-30,TSCO,0.2221906844880762,0.2225504218493283,1183.0,37.266014099121094
2021-11-01,2021-10-29,CPRT,0.3689371456844471,0.3697477285873853,2019.0,38.64250183105469
2021-11-01,2021-10-29,PANW,0.3553862205861633,0.3541195738598298,882.0,84.71833038330078
2021-11-01,2021-10-29,GOOGL,0.2756766337293896,0.2758642441437931,409.0,142.3207244873047
2021-12-01,2021-11-30,GOOGL,0.3802859572023074,0.38078439846256773,561.0,139.89527893066406
2021-12-01,2021-11-30,ORLY,0.3554646400288698,0.3550760339948996,1724.0,42.44933319091797
2021-12-01,2021-11-30,EXP,0.2642494027688227,0.2640981388935409,366.0,148.72056579589844
2022-01-03,2021-12-31,COO,0.3453589695339568,0.3436793026584572,714.0,105.36456298828125
2022-01-03,2021-12-31,PANW,0.3368464809644628,0.3372875215727608,814.0,90.70166778564453
2022-01-03,2021-12-31,ORLY,0.3177945495015803,0.31856650873693515,1503.0,46.395999908447266
2022-02-01,2022-01-31,COO,0.3458934097293613,0.34611632396003267,719.0,99.14163208007812
2022-02-01,2022-01-31,ORLY,0.3432719383315626,0.3434607693496879,1615.0,43.79933166503906
2022-02-01,2022-01-31,GOOGL,0.310834651939076,0.31021695960130613,468.0,136.51568603515625
2022-03-01,2022-02-28,ORLY,0.5000000000000001,0.49964712501599134,2358.0,43.768001556396484
2022-03-01,2022-02-28,COO,0.419750024225605,0.42004006148037804,844.0,102.79817199707031
2022-03-01,2022-02-28,WMB,0.080249975774395,0.0802439658436079,633.0,26.18459129333496
2022-04-01,2022-03-31,ORLY,0.4522310587291775,0.4529789469045933,2165.0,44.49533462524414
2022-04-01,2022-03-31,GOOGL,0.3290956795747528,0.3281173976713735,502.0,139.0016326904297
2022-04-01,2022-03-31,FTNT,0.2186732616960697,0.21871182919798146,686.0,67.802001953125
2022-05-02,2022-04-29,FDS,0.3412151762505985,0.33868303817358575,166.0,378.79058837890625
2022-05-02,2022-04-29,NOW,0.3372112163031447,0.3376869237133918,647.0,96.9000015258789
2022-05-02,2022-04-29,ORLY,0.3215736074462567,0.32233287849036435,1470.0,40.709999084472656
2022-06-01,2022-05-31,AEE,0.5,0.498863933882372,1084.0,83.67622375488281
2022-06-01,2022-05-31,VLO,0.4024897159435469,0.40328814656644396,620.0,118.26956939697266
2022-06-01,2022-05-31,NFG,0.0975102840564531,0.09751548940144857,275.0,64.47482299804688
2022-07-01,2022-06-30,VICI,0.3680340536242793,0.36658456482825347,2414.0,25.040969848632812
2022-07-01,2022-06-30,ORLY,0.3418630135406524,0.34253935982149203,1332.0,42.40533447265625
2022-07-01,2022-06-30,AEE,0.2901029328350682,0.29084780625884915,583.0,82.26431274414062
2022-08-01,2022-07-29,FANG,0.3825165681642958,0.381687777418436,642.0,105.83895874023438
2022-08-01,2022-07-29,LI,0.339371685533809,0.3398095979852958,1774.0,34.099998474121094
2022-08-01,2022-07-29,AEE,0.2781117463018952,0.27835941665943514,597.0,83.00493621826172
2022-09-01,2022-08-31,ORLY,0.4757560387925803,0.4747693673559395,1720.0,47.097999572753906
2022-09-01,2022-08-31,CHRW,0.2649418784423393,0.26530682791184546,429.0,105.52111053466797
2022-09-01,2022-08-31,CTAS,0.2593020827650804,0.25970421978175834,450.0,98.47244262695312
2022-10-03,2022-09-30,DKS,0.5,0.4994949151023719,812.0,100.91551208496094
