rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.08830260331291076,-0.2836788340686931,
2020-02-28,-0.07631058469598204,-0.08228528888241682,
2026-02-27,-0.06788647345257552,-0.08469170860144648,
2023-08-31,-0.06662316069589598,-0.18361893856679745,
2021-12-31,-0.06326274380391855,-0.08757973884615589,
2019-08-30,-0.06311149137522792,-0.06311149137522798,
2020-08-31,-0.059931635409623416,-0.05993163540962343,
2021-08-31,-0.059600697950645945,-0.05960069795064593,
2024-11-29,-0.05945661246773055,-0.059456612467730485,
2022-05-31,-0.057085580896135336,-0.21166463710484795,
