rebalance_date,held_ticker,replacement_ticker,decision,held_score,candidate_score,score_advantage,held_weight,replacement_weight,weakness_reason,gate_reason
2019-06-28,ORLY,YUM,swap,0.7079357686060297,1.0,0.2920642313939703,0.4996130771562861,0.4996130771562861,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-07-31,FTNT,ABT,swap,0.4016273683369919,1.0,0.598372631663008,0.021008244805379,0.021008244805379,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-09-30,NOW,,no_swap_candidate,0.8027606174623493,,,,,relative_3m_lag+rs_acceleration_negative,
2019-10-31,VEEV,SBUX,swap,0.40794311207909173,1.0,0.5920568879209083,0.0151259362598728,0.0151259362598728,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-11-29,VEEV,AAPL,swap,0.5802445208445592,1.0,0.41975547915544076,0.1429166564560001,0.1429166564560001,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2019-12-31,VEEV,BABA,swap,0.431443484778786,1.0,0.568556515221214,0.1352496755381813,0.1352496755381813,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2020-01-31,JEF,PLD,swap,0.08025300515956207,1.0,0.919746994840438,0.020904179330951,0.020904179330951,held_score_below_threshold,candidate_gate_pass
2020-03-31,NRG,BKNG,swap,0.48074511513557106,1.0,0.519254884864429,0.0602179202338926,0.0602179202338926,relative_3m_lag,candidate_gate_pass
2020-04-30,FICO,AKAM,swap,0.19190170086075953,1.0,0.8080982991392405,0.015317236489061,0.015317236489061,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2020-05-29,SE,MASI,swap,0.6967126430177306,1.0,0.3032873569822694,0.5,0.5,defensive_rotation_action,candidate_gate_pass
2020-06-30,MELI,BABA,swap,0.7397889690940063,1.0,0.26021103090599373,0.5,0.5,defensive_rotation_action,candidate_gate_pass
2020-07-31,SE,,no_swap_candidate,0.8255929149453483,,,,,defensive_rotation_action,
2020-08-31,SE,,no_swap_candidate,0.9733505265078743,,,,,defensive_rotation_action,
2020-09-30,NRG,ISRG,swap,0.30815715570102653,1.0,0.6918428442989735,0.0291781177852486,0.0291781177852486,relative_3m_lag+rs_acceleration_negative+held_score_below_threshold,monster_gate_override
2020-10-30,TSCO,UNH,swap,0.784572907216522,1.0,0.21542709278347805,0.1110085329392402,0.1110085329392402,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2020-11-30,WDAY,,no_swap_candidate,0.9752936271985562,,,,,relative_3m_lag+rs_acceleration_negative,
2020-12-31,VEEV,,no_swap_candidate,0.805783540736985,,,,,relative_3m_lag+rs_acceleration_negative,
2021-01-29,VEEV,,no_swap_candidate,0.91828848686134,,,,,relative_3m_lag+rs_acceleration_negative,
2021-02-26,BC,ADI,swap,0.0,1.0,1.0,0.0209378742158751,0.0209378742158751,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2021-03-31,NOW,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-04-30,NOW,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-05-28,NOW,,no_swap_candidate,1.0,,,,,relative_3m_lag+rs_acceleration_negative,
2021-06-30,JD,,no_swap_candidate,0.9391191093964818,,,,,relative_3m_lag+rs_acceleration_negative,
2021-07-30,SAIC,GS,swap,0.3100685189595275,1.0,0.6899314810404725,0.0795236426747234,0.0795236426747234,held_score_below_threshold,candidate_gate_pass
2021-08-31,AKAM,ADI,swap,0.49738185529516277,1.0,0.5026181447048372,0.0190699633471001,0.0190699633471001,relative_3m_lag,candidate_gate_pass
2021-09-30,EXPE,ISRG,swap,0.2916291993894558,1.0,0.7083708006105442,0.021008244805379,0.021008244805379,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2021-10-29,EXPE,ISRG,swap,0.2488021963298891,1.0,0.7511978036701109,0.0190510146848827,0.0190510146848827,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2021-12-31,EXP,GS,swap,0.6791466964370209,1.0,0.32085330356297914,0.2035196164196674,0.2035196164196674,defensive_rotation_action,candidate_gate_pass
2022-01-31,URI,PLD,swap,0.370736476053156,1.0,0.629263523946844,0.0151259362598728,0.0151259362598728,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2022-02-28,LNG,AMGN,swap,0.5333287784784897,1.0,0.4666712215215103,0.0349586966649024,0.0349586966649024,defensive_rotation_action,monster_gate_override
2022-03-31,WMB,FCX,swap,0.5,1.0,0.5,1.0,1.0,defensive_rotation_action,candidate_gate_pass
2022-04-29,AM,FCX,swap,0.2691090222519501,1.0,0.7308909777480499,0.0621196413628412,0.0621196413628412,rs_acceleration_negative+defensive_rotation_action+held_score_below_threshold,candidate_gate_pass
2022-05-31,NOW,CVS,swap,0.7604349887035927,1.0,0.23956501129640728,0.0836360003248508,0.0836360003248508,relative_3m_lag+rs_acceleration_negative,candidate_gate_pass
2022-06-30,VRTX,,no_swap_candidate,0.9106706376209208,,,,,defensive_rotation_action,
2022-07-29,WSM,NOC,swap,0.14975496627106832,1.0,0.8502450337289317,0.1429166564560001,0.1429166564560001,held_score_below_threshold,candidate_gate_pass
2022-08-31,EXP,SO,swap,0.2690083379328101,1.0,0.7309916620671899,0.0143751745430121,0.0143751745430121,held_score_below_threshold,candidate_gate_pass
2022-09-30,WSM,MCK,swap,0.14656074056750734,1.0,0.8534392594324927,0.1429166564560001,0.1429166564560001,held_score_below_threshold,candidate_gate_pass
2022-10-31,LPX,MCK,swap,0.03307849817683628,1.0,0.9669215018231637,0.5046445864151616,0.5046445864151616,rs_acceleration_negative+held_score_below_threshold,candidate_gate_pass
2022-11-30,JBL,TRV,swap,0.6695929187311771,1.0,0.3304070812688229,0.0602179202338926,0.0602179202338926,defensive_rotation_action,candidate_gate_pass
