portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.3470921071223303,0.3,True,0.0,-0.260291354973877,-0.25,False,1.0291,1.2692893337961444,0.0,False
concentrated,broker_ledger_next_close,True,0.4435202595154313,0.5,False,5.648,-0.24698578341002997,-0.28,True,0.0,1.399958219468848,0.0,False
