rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop
2019-04-30,0.981801016643088,98180.10166430881,0.9386810683613055,93868.10683613055,-0.018198983356912,-0.06131893163869451,0.0,-0.018198983356911946,1.0,False,,0.0,0,1.0,1,0,0.0,1,-0.029474965219203165,0.013775981862291165,5,True,-0.08,-0.15
2019-05-31,1.029589629331126,102958.96293311259,1.0138863711765451,101388.6371176545,0.04867443797464556,0.08011805644118142,-0.018198983356911946,0.0,1.029589629331126,False,,0.0,0,1.0,1,0,0.0,2,0.05066401929296726,0.0,2,True,-0.08,-0.15
2019-06-28,1.0391312972042848,103913.12972042848,1.0102027204974469,101020.27204974469,0.009267447535730833,-0.0036331987329345505,0.0,0.0,1.0391312972042848,False,,0.0,0,1.0,1,0,0.0,3,0.012139502675459182,0.0,1,True,-0.08,-0.15
2019-07-31,1.0541952997198463,105419.52997198462,0.9940281763363923,99402.81763363924,0.014496726791013067,-0.01601118650035893,0.0,0.0,1.0541952997198463,False,,0.0,0,1.0,1,0,0.0,4,0.01599015191971886,0.0,0,True,-0.08,-0.15
2019-08-30,1.0484577048623833,104845.77048623833,1.0056503165476978,100565.03165476977,-0.0054426298988316125,0.011691962549935209,0.0,-0.005442629898831573,1.0541952997198463,False,,0.0,0,1.0,1,0,0.0,5,-0.018403198254278573,0.015409170919998934,2,True,-0.08,-0.15
2019-09-30,1.0682519077628936,106825.19077628935,1.0489716902723578,104897.16902723578,0.018879352794787647,0.043077969560411544,-0.005442629898831573,0.0,1.0682519077628936,False,,0.0,0,1.0,1,0,0.0,6,0.020772557569768518,0.0,0,True,-0.08,-0.15
2019-10-31,1.070842901220597,107084.29012205971,1.0650333649139971,106503.3364913997,0.0024254517486698695,0.01531182851795454,0.0,0.0,1.070842901220597,False,,0.0,0,1.0,1,0,0.0,7,0.00517545174866987,0.0,1,True,-0.08,-0.15
2019-11-29,1.1011417607285052,110114.17607285052,1.114278678263725,111427.8678263725,0.028294401983121848,0.046238282266118924,0.0,0.0,1.1011417607285052,False,,0.0,0,1.0,1,0,0.0,8,0.031059365690022895,0.0,2,True,-0.08,-0.15
2019-12-31,1.1588710407689466,115887.10407689467,1.1112243606625787,111122.43606625787,0.0524267465818826,-0.0027410715656029927,0.0,0.0,1.1588710407689466,False,,0.0,0,1.0,1,0,0.0,9,0.05393056100172252,0.0,0,True,-0.08,-0.15
2020-01-31,1.1237090353308372,112370.90353308372,1.0569478029777035,105694.78029777035,-0.03034160333731222,-0.048843923519200194,0.0,-0.030341603337312114,1.1588710407689466,False,,0.0,0,1.0,1,0,0.0,10,-0.04611637247064483,0.01727792150653846,6,True,-0.08,-0.15
