portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.34277659909324787,0.3,0.35,0.0,-0.271786846224337,-0.25,-0.25,2.1787,1.2557087262809452,2019-07-01,2026-06-18,6.965092402464066,1752,1752,blocked,False,779036.9281045243,0.2659788178294482,0.20287048797764867,13,1665,36829.446880216594,2,2,0,1132,0.5715547703180212,0.11692654351214138,60.42491166077738,3.7679874146377736,0.3306595355775701,-0.15841809942309326,1.844916769060813
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.44368847118705124,0.5,0.5,5.6312,-0.24704549355649696,-0.28,-0.25,0.0,1.3992901065669034,2019-07-01,2026-06-18,6.965092402464066,1713,1713,blocked,False,1290469.0175032553,0.4188099846572891,0.057254439987821176,5,589,36176.80932331681,5,3,2,390,0.5461538461538461,0.11860965576670825,53.248717948717946,3.708599676637133,0.5095440569967113,-0.18520078824589115,1.590500881786434
