rebalance_date,regime_state,style_regime,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2017-05-31,neutral,balanced,-0.02450271136893326,0.0023692296271485866,0.47384592542971726,-0.026871940996081846,0.052308149140565474,11,"MELI,MASI,ALGN,AMZN,GOOG,GOOGL,AMAT,VEEV,TTWO,META,PEGA",0.9731280590039182,-0.02687194099608181
2017-06-30,neutral,quality_compounder,0.08839251385346604,0.002379888853527816,0.4759777707055632,0.08601262499993823,0.24816626850336465,10,"ALGN,MASI,META,TAL,NTES,ISRG,AMZN,EBAY,GOOG,GOOGL",1.05682935781994,0.0
2017-07-31,neutral,quality_compounder,-0.01492576011812865,0.000927882328018751,0.1855764656037502,-0.0158536424461474,0.22083924669084143,9,"MELI,META,TAL,ALGN,MASI,NTES,TTWO,V,GOOG",1.040074763054471,-0.015853642446147287
2017-08-31,neutral,quality_compounder,0.03670983602531829,0.001072540084463886,0.2145080168927772,0.03563729594085441,0.29547189011531605,9,"META,TAL,ALGN,LRCX,MELI,BABA,IPGP,V,GOOG",1.0771402151860574,0.0
2017-09-29,neutral,quality_compounder,0.03202754355084642,0.0011990348131340057,0.23980696262680112,0.030828508737712416,0.2775889932557394,8,"LRCX,META,MKSI,TAL,MELI,ALGN,ALB,V",1.1103468417216622,0.0
2017-10-31,neutral,balanced,-0.025500385413618803,0.001958302408229708,0.39166048164594164,-0.027458687821848512,0.17883127963127365,11,"IPGP,LRCX,META,MKSI,GOOGL,GOOG,NVDA,MU,TTWO,ALGN,UNH",1.0798581744208517,-0.02745868782184846
2017-11-30,neutral,balanced,-0.005447331738106405,0.003056399224228703,0.6112798448457406,-0.008503730962335108,0.18106401867398325,11,"CPRT,META,QCOM,NTAP,OLED,LRCX,CBOE,ALGN,XYZ,DXC,SBUX",1.0706753510280984,-0.035728917490367884
2017-12-29,neutral,balanced,0.04784512804644645,0.0030293781017124576,0.6058756203424915,0.044815749944733994,0.04999999999999993,12,"BURL,CPRT,META,MU,GOOG,XPO,MELI,GOOGL,BBY,STLD,NTES,LRCX",1.1186584698317639,0.0
2018-01-31,neutral,quality_compounder,-0.018304389962428818,0.002506298122632606,0.5012596245265212,-0.020810688085061424,0.042731038635267615,11,"GOOG,URI,MU,MELI,META,AMD,AMZN,CPRT,NVDA,GOOGL,LRCX",1.095378417342383,-0.02081068808506137
2018-02-28,neutral,quality_compounder,0.002157755298410469,0.0028886609948748773,0.5777321989749754,-0.0007309056964644083,0.1727996731136301,9,"AMZN,MU,BKNG,XPO,URI,KDP,MKSI,IPGP,NVDA",1.0945777990173633,-0.021526383131057036
