rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.1311692800213224,-0.2722012449019219,bear
2021-12-31,-0.09912422837768933,-0.10954541809496465,bull
2026-02-27,-0.09473921674916513,-0.09473921674916519,neutral
2020-02-28,-0.09058154322970198,-0.1454109032887736,bear
2023-08-31,-0.08367697769901639,-0.1327627476828902,bull
2024-11-29,-0.07213247192918486,-0.07213247192918482,bull
2025-02-28,-0.06970294412171207,-0.13914150390485036,neutral
2022-03-31,-0.06484082815861364,-0.176969301620312,neutral
2021-02-26,-0.06450051910688137,-0.0654076866601101,neutral
2022-11-30,-0.05989655969472108,-0.24500938032316644,neutral
