ticker,event_date,prior_peak_date,event_price,prior_peak_price,drawdown_from_peak,days_since_peak,label,label_reason,recovery_3m,recovery_6m,half_recovery_3m,half_recovery_6m,lower_low_after_half_recovery_6m,fast_drop_flag,high_volume_panic_flag,v_recovery_days,forward_1m_return,forward_3m_return,forward_6m_return,max_forward_3m_return,max_forward_6m_return,max_dd_next_3m,max_dd_next_6m,mom_1m,mom_3m,mom_6m,rs_vs_spy_3m,rs_vs_spy_6m,price_vs_sma50,price_vs_sma200,volume_surge,distribution_risk_score,breakdown_risk_score,shakeout_quality_score
AMGN,2017-05-10,2017-03-15,122.375244140625,139.21701049804688,-0.12097491748436984,56,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,70,0.02950616859085997,0.08905815772201042,0.09596029119260097,0.13618493503228923,0.2066430556469938,-0.049210480252540933,-0.10575898668817141,-0.014005756521267676,-0.03868013635905965,0.16880108095369994,-0.08960275004672669,0.03188584743159928,-0.042009315553446225,-0.002284959539260556,0.8424287325588719,0.45454545454545453,0.0,0.6
PWR,2017-05-10,2017-02-21,33.0201530456543,37.727516174316406,-0.12477267538398729,78,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,0,0,159,-0.02851178397499543,0.08939739730719665,0.07543835023772427,0.08939739730719665,0.13038359941936473,-0.08939710849135896,-0.08939710849135896,-0.05949751554495686,-0.06911802946332768,0.1760389020574551,-0.12004064315099472,0.03912366853535443,-0.0679276586779014,0.04743623844880673,1.0301296016298587,0.45454545454545453,0.15,0.6
SPG,2017-05-11,2017-02-27,100.2694091796875,115.4852294921875,-0.13175555332406674,73,DISTRIBUTION,slow_stair_step_lower_with_weak_relative_strength,0,0,0,0,0,0,0,-1,-0.0015140941092539606,0.007299289511776719,-0.0073092571648403215,0.03992813550408014,0.05634972979290409,-0.06804669735557778,-0.07247155154015072,-0.0667437556568733,-0.10241924853931972,-0.10046279666733837,-0.14500999877880216,-0.22996858607398707,-0.04767961678601895,-0.13021080822974174,1.0711866495104456,0.6090909090909091,0.67,0.2545454545454546
CIEN,2017-05-17,2017-03-01,23.030000686645508,26.40999984741211,-0.12798179402859045,77,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,0,0,15,0.1042118778538279,0.04732957534039306,-0.1467651310177862,0.19409462353800655,0.19409462353800655,-0.12763637195933952,-0.28836364746093746,0.03879118662120118,-0.0922349261009563,0.023555586073133572,-0.10043309037058301,-0.07641177114259201,0.0008344198515342072,0.01293774791438329,0.7791284978065752,0.6545454545454544,0.35,0.5090909090909091
EME,2017-05-17,2016-12-08,60.80280303955078,70.39960479736328,-0.13631897203735344,160,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,0,1,1,1,0,0,0,162,0.038296477402411266,0.02874925732899425,0.2430434861714188,0.09318524457795263,0.29879271652271244,-0.05894333789131523,-0.09110752762595031,0.025419767387550918,-0.10179568844078046,-0.09958248521287671,-0.10999385271040718,-0.1995498424286023,-0.0071566032740744134,-0.010393879200441436,0.7035594039602641,0.4727272727272727,0.27,0.6181818181818182
GE,2017-05-17,2016-12-20,120.48686981201172,139.58995056152344,-0.13685140422119535,148,TRUE_BREAKDOWN,continued_lower_or_forward_loss_after_drawdown,0,0,0,0,0,0,0,-1,0.0669330385934297,-0.07655104921938993,-0.33486452866257965,0.0669330385934297,0.0669330385934297,-0.13448274879741184,-0.37659117556778565,-0.08143443560739616,-0.08966637395257293,-0.08762546810420824,-0.09786453822219965,-0.18759282531993382,-0.06945325051267481,-0.08269493389814053,1.1576604253006113,0.6090909090909091,0.49,0.2545454545454546
GS,2017-05-17,2017-03-03,176.4151611328125,208.74810791015625,-0.15488977170159368,75,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,0,0,169,0.04134759163654955,0.059187682890797344,0.11759190640973216,0.09350645553915626,0.16300400707725538,-0.053038491930411436,-0.07016479096149586,-0.008674313259954158,-0.1447329837168847,0.027549399772653915,-0.15293114798651142,-0.07241795744307167,-0.06870890003441055,0.019645447701349017,0.8294840546619873,0.3818181818181818,0.15,0.6
MTZ,2017-05-17,2017-05-05,41.099998474121094,47.150001525878906,-0.12831395240649546,12,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,1,0,68,0.08637477332251242,-0.05717758056854394,0.0012166193093485766,0.13990268159305486,0.14111930090240343,-0.17289218223977865,-0.17289218223977865,-0.029515939670312852,0.04846932842353269,0.11989094331640637,0.04027116415390597,0.01992358610068079,-0.009519254134503496,0.15291232223471996,1.0758633506488056,0.4363636363636363,0.0,0.7272727272727273
NEM,2017-05-18,2017-02-06,26.224369049072266,29.824243545532227,-0.12070296069585429,101,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,74,-0.011448367393932513,0.08385895477543959,0.08688685721168232,0.1175322322399932,0.19059122466147294,-0.10194313057731208,-0.10194313057731208,-0.006264762427904413,-0.11204327047274609,-0.014732163811417065,-0.12516535042877375,-0.11058000663145773,-0.006353829918048448,-0.06883105495875597,0.951640989841606,0.45454545454545453,0.15,0.5272727272727273
COP,2017-05-25,2016-12-13,34.10010528564453,39.41270065307617,-0.1347939948138771,163,AMBIGUOUS,mixed_forward_evidence,0,1,0,1,0,0,0,152,-0.01820186689141612,-0.03297622209210771,0.12756811674682722,0.03285283211871204,0.2050290531368908,-0.08103314980676535,-0.08103314980676535,-0.06284374882713128,-0.03694387437779123,-0.011407401689417784,-0.06259113831205143,-0.11868365093032074,-0.04504456017801994,-0.0172621531831344,1.0576270977087707,0.2727272727272727,0.0,0.5454545454545454
XOM,2017-06-02,2016-12-13,53.74738311767578,61.442970275878906,-0.12524764222253482,171,AMBIGUOUS,mixed_forward_evidence,0,0,0,0,0,0,0,-1,0.03270451286108833,-0.030568036433232693,0.06761818010704945,0.05018838779424817,0.06761818010704945,-0.07967851720310881,-0.07967851720310881,-0.029616370896908717,-0.026792040633719982,-0.07234209366836652,-0.05536472936051828,-0.19167072511690453,-0.023333309968379012,-0.047127855125423945,0.8865923153250501,0.40909090909090906,0.29000000000000004,0.36363636363636365
BAC,2017-06-06,2017-03-01,18.146892547607422,20.748126983642578,-0.12537201252363261,97,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,1,1,1,1,0,0,0,29,0.11156095342981098,0.05394674359310159,0.3195281409951738,0.12325715735577503,0.3195281409951738,-0.06367661090582843,-0.07861126308858213,-0.060530162387447906,-0.11531104900873945,0.05374450295505273,-0.14597818875329227,-0.06473637731491766,-0.04209716341292613,0.06524972308331245,0.8281848610517399,0.3818181818181818,0.15,0.6909090909090908
VZ,2017-06-13,2017-01-05,28.539146423339844,32.81727600097656,-0.1303621171211593,159,DISTRIBUTION,half_recovery_failed_then_lower_low,0,1,0,1,1,0,0,171,-0.05164945813371513,0.020310929848907255,0.14399348995891925,0.06653992065085435,0.14399348995891925,-0.06934046162067009,-0.10942824599639633,0.013525521209906799,-0.04752110109882368,-0.07716051952543879,-0.08430433525448677,-0.16789195057786732,-0.007129360899759241,-0.04721784480575786,0.8889018841390466,0.6727272727272726,0.12,0.3454545454545454
HPE,2017-06-14,2017-05-16,9.973334312438965,11.341771125793457,-0.12065459602181472,29,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,1,0,103,0.026881564658108204,0.02371005600700493,0.1277811899043002,0.10188683106263574,0.15834794682896458,-0.08315847762852191,-0.12491701592485249,-0.11509787291941831,-0.011442550266342777,-0.058756063458233365,-0.03802810190986439,-0.1493568281449804,-0.08008777303003756,-0.03359489515976166,1.1775101637893866,0.2545454545454546,0.0,0.7454545454545455
