label,horizon,action,n,avg_return,median_return,hit_rate,worst_return,best_return
AMBIGUOUS,1m,add25,343,0.018192550259970564,0.0,0.49854227405247814,-0.2659726640433191,0.7587235714869702
AMBIGUOUS,1m,exit_to_cash,343,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,1m,hold,343,0.014554040207976451,0.0,0.49854227405247814,-0.21277813123465528,0.6069788571895762
AMBIGUOUS,1m,label_oracle,343,0.0072770201039882255,0.0,0.49854227405247814,-0.10638906561732764,0.3034894285947881
AMBIGUOUS,1m,trim50,343,0.0072770201039882255,0.0,0.49854227405247814,-0.10638906561732764,0.3034894285947881
AMBIGUOUS,3m,add25,343,0.07340675756820163,0.07104185201902535,0.6822157434402333,-0.28763554630635096,1.0247932724854683
AMBIGUOUS,3m,exit_to_cash,343,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,3m,hold,343,0.058725406054561294,0.05683348161522028,0.6822157434402333,-0.23010843704508077,0.8198346179883746
AMBIGUOUS,3m,label_oracle,343,0.029362703027280647,0.02841674080761014,0.6822157434402333,-0.11505421852254039,0.4099173089941873
AMBIGUOUS,3m,trim50,343,0.029362703027280647,0.02841674080761014,0.6822157434402333,-0.11505421852254039,0.4099173089941873
AMBIGUOUS,6m,add25,343,0.11302243599292147,0.12785441610272424,0.8629737609329446,-0.1225028550613716,0.2686653307774403
AMBIGUOUS,6m,exit_to_cash,343,0.0,0.0,0.0,0.0,0.0
AMBIGUOUS,6m,hold,343,0.09041794879433716,0.1022835328821794,0.8629737609329446,-0.09800228404909728,0.21493226462195225
AMBIGUOUS,6m,label_oracle,343,0.04520897439716858,0.0511417664410897,0.8629737609329446,-0.04900114202454864,0.10746613231097613
AMBIGUOUS,6m,trim50,343,0.04520897439716858,0.0511417664410897,0.8629737609329446,-0.04900114202454864,0.10746613231097613
DISTRIBUTION,1m,add25,416,0.03325295273196503,0.028344757293492645,0.6225961538461539,-0.2945970126078291,0.5268171937584876
DISTRIBUTION,1m,exit_to_cash,416,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,hold,416,0.026602362185572017,0.022675805834794116,0.6225961538461539,-0.2356776100862633,0.42145375500679005
DISTRIBUTION,1m,label_oracle,416,0.0,0.0,0.0,0.0,0.0
DISTRIBUTION,1m,trim50,416,0.013301181092786009,0.011337902917397058,0.6225961538461539,-0.11783880504313166,0.21072687750339503
DISTRIBUTION,3m,add25,416,0.006990162954575185,0.008893212642679393,0.5240384615384616,-0.6680162098328947,0.9476259291277389
DISTRIBUTION,3m,exit_to_cash,416,0.0,0.0,0.0,0.0,0.0
