as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,cash,CASH,0.0,1.0,265957.1944673897,0.1317291404799133,0.12900424652498543,260455.71507692584,-0.002724893954927865,-5501.479390463879,DEPLOY_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,MU,447.0,957.0700073242188,427810.2932739258,0.21189531019941574,0.2223778483491508,448974.2242541483,0.010482538149735071,21163.930980222533,BUY,21.0,20098.470153808597,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,SNDK,265.0,1712.0,453680.0,0.22470862866714017,0.22194222714083578,448094.7180644634,-0.0027664015263043906,-5585.281935536594,SELL,-2.0,-3424.0,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,AMD,344.0,511.4363098144531,175934.09057617188,0.08714051364215308,0.08382941965181331,169249.0908480906,-0.0033110939903397696,-6684.999728081282,SELL,-12.0,-6137.2357177734375,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,UMC,6816.0,24.354999542236325,166003.67687988278,0.08222195949872488,0.07402319502423109,149450.61663982325,-0.008198764474493789,-16553.060240059538,SELL,-678.0,-16512.68968963623,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,WDC,267.0,536.510009765625,143248.17260742188,0.07095111185348167,0.06889252585968372,139091.94906048506,-0.0020585859937979484,-4156.223546936817,SELL,-7.0,-3755.570068359375,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,FLEX,553.0,136.35000610351562,75401.55337524414,0.03734654306630948,0.037434174684560756,75578.47899133665,8.76316182512743e-05,176.92561609251425,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,NXT,396.0,111.0199966430664,43963.9186706543,0.021775418522563057,0.02624536775342459,52988.61246673107,0.004469949230861532,9024.693796076775,BUY,81.0,8992.619728088379,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,RKLB,452.0,99.80000305175781,45109.60137939453,0.02234287750327341,0.02532014696269624,51120.619364608516,0.0029772694594228308,6011.0179852139845,BUY,60.0,5988.000183105469,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,HPE,920.0,40.98500061035156,37706.20056152344,0.01867595798895275,0.019705875288209062,39785.57278277776,0.0010299172992563124,2079.3722212543216,BUY,50.0,2049.250030517578,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,CIEN,68.0,419.51010131835943,28526.68688964844,0.014129326158062484,0.017622403214257162,35579.10498437977,0.003493077056194678,7052.418094731325,BUY,16.0,6712.16162109375,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,ALAB,100.0,397.8399963378906,39783.99963378906,0.019705096104308647,0.01472051390923035,29720.277276189117,-0.004984582195078297,-10063.722357599945,SELL,-25.0,-9945.999908447266,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,MRVL,147.0,241.1501007080078,35449.06480407715,0.0175579940479121,0.01472051390923035,29720.277276189117,-0.0028374801386817482,-5728.787527888031,SELL,-23.0,-5546.45231628418,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,STM,468.0,67.6500015258789,31660.200714111328,0.01568136194188496,0.01472051390923035,29720.277276189117,-0.0009608480326546102,-1939.9234379222107,SELL,-28.0,-1894.2000427246091,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,QCOM,141.0,174.875,24657.375,0.012212848092887996,0.01472051390923035,29720.277276189117,0.002507665816342354,5062.902276189117,BUY,28.0,4896.5,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,ON,267.0,90.18000030517578,24078.060081481934,0.011925912233016256,0.01472051390923035,29720.277276189117,0.002794601676214094,5642.217194707184,BUY,62.0,5591.160018920898,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
