ticker,side,reason,risk_rule_action,signal_date,fill_date,fill_price,sell_fraction,portfolio_kind,price_return,drawdown_from_peak,benchmark_return,relative_return,protected,quantity,gross_value,fee_usd,cash_after,shares_after
AVGO,SELL,weekly_relative_trim,weekly_relative_trim,2019-07-05,2019-07-08,23.155799865722656,0.5,concentrated,-0.05889791629088803,-0.05889791629088803,0.009470914330523383,-0.06772739030995589,False,313.0,7247.765357971191,18.119413394927978,7377.717715718758,313.0
AVGO,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2019-07-08,2019-07-09,23.20380210876465,1.0,concentrated,-0.0845346688633255,-0.0845346688633255,0.003923646589933716,-0.08811259277907135,False,313.0,7262.790060043335,18.156975150108337,14622.350800611985,0.0
TSCO,SELL,weekly_relative_trim,weekly_relative_trim,2019-08-16,2019-08-19,18.212955474853516,0.5,concentrated,-0.01896760826914523,-0.10994104345153355,0.057125437366080334,-0.07198109414982767,False,484.0,8815.070449829102,22.037676124572755,8955.047679541129,485.0
BKNG,SELL,weekly_relative_trim,weekly_relative_trim,2019-11-08,2019-11-11,74.45076751708984,0.5,concentrated,-0.03863013496916157,-0.09542996937251103,0.06750582417581152,-0.09942424363531455,False,229.0,17049.225761413574,42.62306440353394,17028.401051776415,230.0
BKNG,SELL,weekly_relative_exit,weekly_relative_exit,2019-11-15,2019-11-18,72.17292785644531,1.0,concentrated,-0.05416721446615946,-0.11004908422900839,0.07735384423432978,-0.12207786643575824,False,230.0,16599.773406982422,41.499433517456055,33586.67502524138,0.0
BIO,SELL,weekly_relative_trim,weekly_relative_trim,2019-12-13,2019-12-16,366.8900146484375,0.5,concentrated,-0.04589969300143437,-0.05232500387790162,0.018226382915672135,-0.06297821092936395,False,23.0,8438.470336914062,21.096175842285156,8670.764446947578,23.0
LRCX,SELL,daily_trailing_stop_exit,daily_trailing_stop_exit,2020-02-27,2020-02-28,27.300771713256836,1.0,concentrated,0.1770849819640954,-0.16359246462504073,0.033065177545322344,0.1394101819993392,False,956.0,26099.537757873535,65.24884439468384,26379.437693951135,0.0
RNG,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-06,2020-03-09,209.10610961914062,1.0,concentrated,-0.0969193997210287,-0.0969193997210287,-0.037626527540841614,-0.06161108330290488,False,124.0,25929.157592773438,64.82289398193359,25983.81571372748,0.0
LRCX,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,26.755558013916016,1.0,concentrated,-0.10898026470495281,-0.12617564139510862,-0.11278272537811063,0.004285828040012429,False,829.0,22180.357593536377,55.45089398384094,48108.72241328002,0.0
MA,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-09,2020-03-10,270.7637939453125,1.0,concentrated,-0.08501153063545386,-0.2395809442520942,-0.11571601124330522,0.03472242062306474,False,135.0,36553.11218261719,91.38278045654297,84570.45181544067,0.0
TT,SELL,daily_hard_stop_exit,daily_hard_stop_exit,2020-03-18,2020-03-19,75.48167419433594,1.0,concentrated,-0.1703310013763858,-0.2919435492769895,-0.22352739714927472,0.06851033195193845,False,174.0,13133.811309814453,32.83452827453613,97671.42859698058,0.0
